timeLogged, leftEye.x, leftEye.y, leftEye.z, rightEye.x, rightEye.y, rightEye.z, timeReceived, timeCaptured, resetFilter, frameNumber, numberOfEyePairs, headPosition.x, headPosition.y, headPosition.z, headDirection.x, headDirection.y, headDirection.z
15926.146692,4.180235,12.342770,76.388809,-2.333184,12.160130,76.266510,15926.146676,15926.079245,0,7,1,1.406000,9.388818,84.861267,-0.043958,0.059089,0.022236
15926.151603,4.137715,12.335454,76.113655,-2.328901,12.180342,76.002007,15926.151578,15926.112567,0,9,1,1.378464,9.267705,84.532768,-0.023607,0.059884,0.017500
15926.159940,4.149872,12.339236,76.146889,-2.338136,12.128400,76.000969,15926.159924,15926.130736,0,10,1,1.449978,9.142210,84.510620,-0.012382,0.065259,0.025401
15926.175875,4.138781,12.326020,76.394615,-2.359580,12.111252,76.323784,15926.175859,15926.145895,0,11,1,1.472735,9.058560,84.767136,-0.004039,0.069700,0.025902
15926.192746,4.139399,12.300401,76.840347,-2.361721,12.169425,75.958244,15926.192731,15926.162619,0,12,1,1.420950,9.159824,84.843254,-0.014544,0.064647,0.023193
15926.210888,4.159780,12.293149,76.983589,-2.374603,12.128031,76.281723,15926.210872,15926.179222,0,13,1,1.465215,9.161755,85.083740,-0.017421,0.066531,0.031085
15926.226669,4.148969,12.346123,76.402565,-2.350777,12.174738,76.130730,15926.226654,15926.196498,0,14,1,1.456834,9.215176,84.726822,-0.020367,0.066284,0.026846
15926.243100,4.146316,12.334575,76.445229,-2.351979,12.143870,76.129562,15926.243085,15926.212551,0,15,1,1.472160,9.032187,84.676552,0.002130,0.066461,0.031828
15926.259262,4.149752,12.365510,76.428703,-2.355358,12.202131,76.134628,15926.259246,15926.229219,0,16,1,1.471990,9.143689,84.709343,-0.010278,0.067484,0.028887
15926.275688,4.152000,12.342772,76.422623,-2.353615,12.175810,76.137299,15926.275665,15926.245891,0,17,1,1.431729,9.144438,84.708488,-0.009571,0.064029,0.025000
15926.294679,4.153980,12.367836,76.477119,-2.354724,12.182596,76.127846,15926.294658,15926.263370,0,18,1,1.440936,9.073916,84.700165,0.000025,0.062529,0.031544
15926.310002,4.158310,12.370736,76.493553,-2.351853,12.166134,76.134842,15926.309986,15926.279501,0,19,1,1.456426,9.075030,84.707443,0.001248,0.065171,0.028530
15926.326532,4.158931,12.409296,76.500450,-2.352678,12.209582,76.112213,15926.326515,15926.295849,0,20,1,1.408364,9.083207,84.698074,0.002506,0.057151,0.034304
