frameCounter, trackingStatus, timeLogged, frameNumber
10555,2,4470.4746, 70393
10556,2,4470.4909, 70394
10557,2,4470.5075, 70395
10558,2,4470.5377, 70396
10559,2,4470.5540, 70397
10560,2,4470.5698, 70398
10561,2,4470.5858, 70399
10562,2,4470.6020, 70400
10563,2,4470.6179, 70401
10564,2,4470.6344, 70402
10565,2,4470.6497, 70403
10566,2,4470.6662, 70404
10567,2,4470.6818, 70405
10568,2,4470.6983, 70406
10569,2,4470.7138, 70407
10570,2,4470.7300, 70408
10571,2,4470.7471, 70409
10572,2,4470.7621, 70410
10573,2,4470.7779, 70411
10574,2,4470.7939, 70412
10575,2,4470.8101, 70413
10576,2,4470.8263, 70414
10577,2,4470.8432, 70415
10578,2,4470.8589, 70416
10579,2,4470.8744, 70417
10580,2,4470.8903, 70418
10581,2,4470.9058, 70419
10582,2,4470.9390, 70420
10583,2,4470.9546, 70421
10584,2,4470.9701, 70422
10585,2,4470.9873, 70423
10586,2,4471.0020, 70424
10587,2,4471.0182, 70425
10588,2,4471.0344, 70426
10589,2,4471.0504, 70427
10590,2,4471.0660, 70428
10591,2,4471.0818, 70429
10592,2,4471.0978, 70430
10593,2,4471.1137, 70431
10594,2,4471.1297, 70432
10595,2,4471.1461, 70433
10596,2,4471.1629, 70434
10597,2,4471.1780, 70435
10598,2,4471.1939, 70436
10599,2,4471.2107, 70437
10600,2,4471.2258, 70438
10601,2,4471.2419, 70439
10602,2,4471.2591, 70440
10603,2,4471.2736, 70441
10604,2,4471.2898, 70442
10605,2,4471.3222, 70443
10606,2,4471.3382, 70444
10607,2,4471.3542, 70445
10608,2,4471.3700, 70446
10609,2,4471.3862, 70447
10610,2,4471.4018, 70448
10611,2,4471.4182, 70449
10612,2,4471.4343, 70450
10613,2,4471.4503, 70451
10614,2,4471.4667, 70452
10615,2,4471.4826, 70453
10616,2,4471.4981, 70454
10617,2,4471.5139, 70455
10618,2,4471.5301, 70456
10619,2,4471.5462, 70457
10620,2,4471.5623, 70458
10621,2,4471.5787, 70459
10622,2,4471.5942, 70460
10623,2,4471.6102, 70461
10624,2,4471.6257, 70462
10625,2,4471.6429, 70463
10626,2,4471.6579, 70464
10627,2,4471.6746, 70465
10628,2,4471.6914, 70466
10629,2,4471.7218, 70467
10630,2,4471.7378, 70468
10631,2,4471.7540, 70469
10632,2,4471.7697, 70470
10633,2,4471.7860, 70471
10634,2,4471.8018, 70472
10635,2,4471.8177, 70473
10636,2,4471.8341, 70474
10637,2,4471.8502, 70475
10638,2,4471.8662, 70476
10639,2,4471.8830, 70477
10640,2,4471.8987, 70478
10641,2,4471.9136, 70479
10642,2,4471.9302, 70480
10643,2,4471.9464, 70481
10644,2,4471.9629, 70482
10645,2,4471.9795, 70483
10646,2,4471.9946, 70484
10647,2,4472.0120, 70485
10648,2,4472.0263, 70486
10649,2,4472.0418, 70487
10650,2,4472.0582, 70488
10651,2,4472.0744, 70489
10652,2,4472.1063, 70490
10653,2,4472.1220, 70491
10654,2,4472.1382, 70492
10655,2,4472.1542, 70493
10656,2,4472.1702, 70494
10657,2,4472.1863, 70495
10658,2,4472.2021, 70496
10659,2,4472.2191, 70497
10660,2,4472.2339, 70498
10661,2,4472.2500, 70499
10662,2,4472.2661, 70500
10663,2,4472.2815, 70501
10664,2,4472.2980, 70502
10665,2,4472.3141, 70503
10666,2,4472.3302, 70504
10667,2,4472.3465, 70505
10668,2,4472.3618, 70506
10669,2,4472.3789, 70507
10670,2,4472.3947, 70508
10671,2,4472.4102, 70509
10672,2,4472.4265, 70510
10673,2,4472.4425, 70511
10674,2,4472.4590, 70512
10675,2,4472.4739, 70513
10676,2,4472.5063, 70514
10677,2,4472.5221, 70515
10678,2,4472.5381, 70516
10679,2,4472.5542, 70517
10680,2,4472.5702, 70518
10681,2,4472.5857, 70519
10682,2,4472.6018, 70520
10683,2,4472.6181, 70521
10684,2,4472.6355, 70522
10685,2,4472.6501, 70523
10686,2,4472.6663, 70524
10687,2,4472.6821, 70525
10688,2,4472.6989, 70526
10689,2,4472.7139, 70527
10690,2,4472.7303, 70528
10691,2,4472.7460, 70529
10692,2,4472.7633, 70530
10693,2,4472.7783, 70531
10694,2,4472.7943, 70532
10695,2,4472.8103, 70533
10696,2,4472.8258, 70534
10697,2,4472.8425, 70535
10698,2,4472.8583, 70536
10699,2,4472.8897, 70537
10700,2,4472.9062, 70538
10701,2,4472.9223, 70539
10702,2,4472.9384, 70540
10703,2,4472.9540, 70541
10704,2,4472.9701, 70542
10705,2,4472.9861, 70543
10706,2,4473.0022, 70544
10707,2,4473.0179, 70545
10708,2,4473.0338, 70546
10709,2,4473.0505, 70547
10710,2,4473.0671, 70548
10711,2,4473.0819, 70549
10712,2,4473.0981, 70550
10713,2,4473.1136, 70551
10714,2,4473.1303, 70552
10715,2,4473.1463, 70553
10716,2,4473.1620, 70554
10717,2,4473.1793, 70555
10718,2,4473.1944, 70556
10719,2,4473.2101, 70557
10720,2,4473.2263, 70558
10721,2,4473.2425, 70559
10722,2,4473.2589, 70560
10723,2,4473.2907, 70561
10724,2,4473.3063, 70562
10725,2,4473.3221, 70563
10726,2,4473.3383, 70564
10727,2,4473.3541, 70565
10728,2,4473.3699, 70566
10729,2,4473.3857, 70567
10730,2,4473.4022, 70568
10731,2,4473.4180, 70569
10732,2,4473.4340, 70570
10733,2,4473.4499, 70571
10734,2,4473.4659, 70572
10735,2,4473.4823, 70573
10736,2,4473.4984, 70574
10737,2,4473.5140, 70575
10738,2,4473.5300, 70576
10739,2,4473.5463, 70577
10740,2,4473.5625, 70578
10741,2,4473.5780, 70579
10742,2,4473.5951, 70580
10743,2,4473.6104, 70581
10744,2,4473.6263, 70582
10745,2,4473.6418, 70583
10746,2,4473.6747, 70584
10747,2,4473.6901, 70585
10748,2,4473.7059, 70586
10749,2,4473.7227, 70587
10750,2,4473.7382, 70588
10751,2,4473.7539, 70589
10752,2,4473.7700, 70590
10753,2,4473.7862, 70591
10754,2,4473.8025, 70592
10755,2,4473.8178, 70593
10756,2,4473.8341, 70594
10757,2,4473.8502, 70595
10758,2,4473.8660, 70596
