CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
4470.4651, 142.7190, 120.0515, 714.3402, -0.0003, 0.0572, -0.0184, 142.7190, 120.0515, 714.3402, -0.0003, 0.0572, -0.0184, 70393
4470.4818, 142.4130, 119.5467, 712.7767, 0.0142, 0.0561, -0.0156, 142.4130, 119.5467, 712.7767, 0.0142, 0.0561, -0.0156, 70394
4470.4985, 143.6752, 120.3098, 717.6029, 0.0163, 0.0571, -0.0186, 143.6752, 120.3098, 717.6029, 0.0163, 0.0571, -0.0186, 70395
4470.5152, 143.2103, 120.0592, 715.2570, 0.0043, 0.0612, -0.0195, 143.2103, 120.0592, 715.2570, 0.0043, 0.0612, -0.0195, 70396
4470.5318, 142.5895, 120.0557, 713.7385, -0.0013, 0.0698, -0.0200, 142.5895, 120.0557, 713.7385, -0.0013, 0.0698, -0.0200, 70397
4470.5484, 143.1236, 120.2187, 714.9898, -0.0054, 0.0618, -0.0202, 143.1236, 120.2187, 714.9898, -0.0054, 0.0618, -0.0202, 70398
4470.5651, 144.2162, 120.5298, 720.1202, 0.0047, 0.0534, -0.0153, 144.2162, 120.5298, 720.1202, 0.0047, 0.0534, -0.0153, 70399
4470.5818, 143.3673, 120.2957, 716.5853, -0.0043, 0.0671, -0.0194, 143.3673, 120.2957, 716.5853, -0.0043, 0.0671, -0.0194, 70400
4470.5985, 143.1686, 120.2802, 716.5733, 0.0002, 0.0680, -0.0154, 143.1686, 120.2802, 716.5733, 0.0002, 0.0680, -0.0154, 70401
4470.6152, 143.1159, 120.1394, 715.6741, 0.0045, 0.0566, -0.0194, 143.1159, 120.1394, 715.6741, 0.0045, 0.0566, -0.0194, 70402
4470.6318, 142.8517, 119.9043, 714.3353, 0.0022, 0.0514, -0.0150, 142.8517, 119.9043, 714.3353, 0.0022, 0.0514, -0.0150, 70403
4470.6485, 143.3968, 120.2866, 717.1315, 0.0072, 0.0604, -0.0178, 143.3968, 120.2866, 717.1315, 0.0072, 0.0604, -0.0178, 70404
4470.6652, 141.9657, 119.6090, 710.2092, -0.0034, 0.0544, -0.0197, 141.9657, 119.6090, 710.2092, -0.0034, 0.0544, -0.0197, 70405
4470.6819, 143.1387, 119.9407, 715.2992, -0.0010, 0.0531, -0.0155, 143.1387, 119.9407, 715.2992, -0.0010, 0.0531, -0.0155, 70406
4470.6986, 142.6986, 119.8822, 713.9921, 0.0043, 0.0540, -0.0170, 142.6986, 119.8822, 713.9921, 0.0043, 0.0540, -0.0170, 70407
4470.7152, 143.1646, 120.2243, 716.2389, -0.0058, 0.0641, -0.0167, 143.1646, 120.2243, 716.2389, -0.0058, 0.0641, -0.0167, 70408
