CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
4470.465126035, 307.496826172, 270.082000732, 352.223022461, 269.308074951, 414.002990723, 286.714477539, 458.533386230, 285.627166748, -12.514508247, 67.687164307, 656.009521484, 49.292724609, 66.783859253, 660.900878906, 70393
4470.481813561, 307.133544922, 270.110046387, 352.438079834, 269.274475098, 414.063964844, 286.448242188, 458.735443115, 285.483001709, -12.949281693, 67.195251465, 652.846496582, 49.599540710, 66.672538757, 661.020324707, 70394
4470.498501087, 307.332763672, 270.049377441, 352.492523193, 269.378448486, 414.420959473, 286.680847168, 458.695404053, 285.551086426, -12.655923843, 67.191062927, 651.680419922, 49.728836060, 66.864746094, 661.741333008, 70395
4470.515188613, 307.355224609, 269.973083496, 352.251403809, 269.424133301, 414.254699707, 286.693237305, 458.733520508, 285.500000000, -12.652770996, 67.292175293, 653.070129395, 49.237815857, 66.645782471, 659.625000000, 70396
4470.531760332, 307.373291016, 270.119506836, 352.400848389, 269.293273926, 413.897216797, 286.760437012, 458.637939453, 285.605621338, -12.681702614, 67.730346680, 655.872680664, 49.581050873, 66.816101074, 661.469055176, 70397
4470.548440899, 307.410217285, 269.971557617, 352.241394043, 269.349792480, 414.132904053, 286.844543457, 458.679138184, 285.579864502, -12.603705406, 67.531097412, 654.380676270, 49.247623444, 66.682876587, 659.950805664, 70398
4470.565121466, 307.535583496, 269.900329590, 352.348724365, 269.365997314, 414.616455078, 286.509277344, 458.599609375, 285.539123535, -12.379991531, 66.978134155, 651.737304688, 49.501804352, 66.810005188, 661.364929199, 70399
4470.581802033, 307.162353516, 270.018859863, 352.418640137, 269.296691895, 414.145446777, 286.704040527, 458.654296875, 285.566711426, -12.904106140, 67.266052246, 652.445678711, 49.606887817, 66.792877197, 661.482360840, 70400
4470.598482600, 307.310424805, 269.937744141, 352.495208740, 269.409362793, 414.142272949, 286.643920898, 458.642272949, 285.643646240, -12.723704338, 67.286170959, 653.567871094, 49.763740540, 66.993125916, 662.162658691, 70401
4470.615163167, 307.262878418, 269.970397949, 352.435180664, 269.317230225, 414.102722168, 286.680480957, 458.594482422, 285.550292969, -12.787649155, 67.327308655, 653.507812500, 49.673259735, 66.854667664, 662.060119629, 70402
4470.631843734, 307.356872559, 270.092407227, 352.093231201, 269.324249268, 414.180023193, 286.514709473, 458.693115234, 285.585845947, -12.659846306, 67.311752319, 653.648681641, 48.951873779, 66.544525146, 658.722656250, 70403
4470.648524302, 307.450805664, 269.857299805, 352.495300293, 269.392486572, 414.293548584, 286.639221191, 458.533935547, 285.561645508, -12.530427933, 67.219505310, 653.487915039, 49.825794220, 67.008399963, 662.980773926, 70404
4470.665204869, 307.375915527, 270.068115234, 352.285858154, 269.407745361, 413.792175293, 286.791625977, 458.731689453, 285.589019775, -12.694116592, 67.800048828, 656.673461914, 49.305130005, 66.723548889, 659.898010254, 70405
