CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
714243.2578, -64.3443, 75.5928, 733.7040, 0.1549, -0.0336, 0.0277, -64.3443, 75.5928, 733.7040, 0.1549, -0.0336, 0.0277, 2000
714243.2745, -64.0646, 75.3144, 730.7318, 0.1603, -0.0343, 0.0280, -64.0646, 75.3144, 730.7318, 0.1603, -0.0343, 0.0280, 2001
714243.2912, -64.2603, 75.4171, 732.2838, 0.1664, -0.0369, 0.0258, -64.2603, 75.4171, 732.2838, 0.1664, -0.0369, 0.0258, 2002
714243.3079, -63.7360, 74.9522, 729.0723, 0.1665, -0.0332, 0.0312, -63.7360, 74.9522, 729.0723, 0.1665, -0.0332, 0.0312, 2003
714243.3246, -64.3343, 75.6610, 733.5199, 0.1635, -0.0407, 0.0262, -64.3343, 75.6610, 733.5199, 0.1635, -0.0407, 0.0262, 2004
714243.3412, -63.8408, 75.2072, 730.1562, 0.1645, -0.0413, 0.0257, -63.8408, 75.2072, 730.1562, 0.1645, -0.0413, 0.0257, 2005
714243.3579, -63.7984, 75.1588, 729.5259, 0.1620, -0.0381, 0.0282, -63.7984, 75.1588, 729.5259, 0.1620, -0.0381, 0.0282, 2006
714243.3746, -63.9152, 75.3748, 731.8312, 0.1610, -0.0363, 0.0266, -63.9152, 75.3748, 731.8312, 0.1610, -0.0363, 0.0266, 2007
714243.3913, -63.6868, 75.2494, 729.5925, 0.1692, -0.0413, 0.0323, -63.6868, 75.2494, 729.5925, 0.1692, -0.0413, 0.0323, 2008
714243.4080, -63.7802, 74.9374, 729.2163, 0.1758, -0.0422, 0.0273, -63.7802, 74.9374, 729.2163, 0.1758, -0.0422, 0.0273, 2009
714243.4246, -63.5683, 74.6941, 728.0357, 0.1809, -0.0406, 0.0288, -63.5683, 74.6941, 728.0357, 0.1809, -0.0406, 0.0288, 2010
714243.4413, -64.0055, 75.0155, 729.3971, 0.1683, -0.0393, 0.0283, -64.0055, 75.0155, 729.3971, 0.1683, -0.0393, 0.0283, 2011
714243.4580, -63.6196, 75.0877, 730.3491, 0.1651, -0.0350, 0.0293, -63.6196, 75.0877, 730.3491, 0.1651, -0.0350, 0.0293, 2012
714243.4747, -64.2447, 75.2562, 732.0928, 0.1648, -0.0378, 0.0259, -64.2447, 75.2562, 732.0928, 0.1648, -0.0378, 0.0259, 2013
714243.4914, -64.1964, 75.4700, 732.2083, 0.1617, -0.0413, 0.0261, -64.1964, 75.4700, 732.2083, 0.1617, -0.0413, 0.0261, 2014
714243.5081, -63.9333, 74.9789, 728.7068, 0.1658, -0.0379, 0.0295, -63.9333, 74.9789, 728.7068, 0.1658, -0.0379, 0.0295, 2015
714243.5248, -64.0236, 75.1449, 730.4348, 0.1685, -0.0391, 0.0276, -64.0236, 75.1449, 730.4348, 0.1685, -0.0391, 0.0276, 2016
