CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
4403.259770839, 4403.259770839, 66364, 4403.259770839, 4403.259770839, 66364, 4403.259770839, 9398
4403.276444453, 4403.276444453, 66365, 4403.276444453, 4403.276444453, 66365, 4403.276444453, 9399
4403.293118067, 4403.293118067, 66366, 4403.293118067, 4403.293118067, 66366, 4403.293118067, 9400
4403.309791681, 4403.309791681, 66367, 4403.309791681, 4403.309791681, 66367, 4403.309791681, 9401
4403.326465295, 4403.326465295, 66368, 4403.326465295, 4403.326465295, 66368, 4403.326465295, 9402
4403.343138909, 4403.343138909, 66369, 4403.343138909, 4403.343138909, 66369, 4403.343138909, 9403
4403.359812523, 4403.359812523, 66370, 4403.359812523, 4403.359812523, 66370, 4403.359812523, 9404
4403.376486137, 4403.376486137, 66371, 4403.376486137, 4403.376486137, 66371, 4403.376486137, 9405
4403.393159751, 4403.393159751, 66372, 4403.393159751, 4403.393159751, 66372, 4403.393159751, 9406
4403.409833365, 4403.409833365, 66373, 4403.409833365, 4403.409833365, 66373, 4403.409833365, 9407
4403.426506979, 4403.426506979, 66374, 4403.426506979, 4403.426506979, 66374, 4403.426506979, 9408
4403.443297974, 4403.443297974, 66375, 4403.443297974, 4403.443297974, 66375, 4403.443297974, 9409
4403.459978541, 4403.459978541, 66376, 4403.459978541, 4403.459978541, 66376, 4403.459978541, 9410
4403.476659108, 4403.476659108, 66377, 4403.476659108, 4403.476659108, 66377, 4403.476659108, 9411
4403.493339676, 4403.493339676, 66378, 4403.493339676, 4403.493339676, 66378, 4403.493339676, 9412
4403.510020243, 4403.510020243, 66379, 4403.510020243, 4403.510020243, 66379, 4403.510020243, 9413
4403.526700810, 4403.526700810, 66380, 4403.526700810, 4403.526700810, 66380, 4403.526700810, 9414
4403.543381377, 4403.543381377, 66381, 4403.543381377, 4403.543381377, 66381, 4403.543381377, 9415
4403.560061944, 4403.560061944, 66382, 4403.560061944, 4403.560061944, 66382, 4403.560061944, 9416
4403.576742511, 4403.576742511, 66383, 4403.576742511, 4403.576742511, 66383, 4403.576742511, 9417
4403.593423078, 4403.593423078, 66384, 4403.593423078, 4403.593423078, 66384, 4403.593423078, 9418
4403.610103646, 4403.610103646, 66385, 4403.610103646, 4403.610103646, 66385, 4403.610103646, 9419
