CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
1126928.3540, 41.5566, -11.1682, 502.2262, 0.3203, -0.0190, 0.0402, 41.5566, -11.1682, 502.2262, 0.3203, -0.0190, 0.0402, 1244
1126928.3707, 42.0452, -11.2285, 504.2462, 0.3164, -0.0211, 0.0311, 42.0452, -11.2285, 504.2462, 0.3164, -0.0211, 0.0311, 1245
1126928.3874, 41.6095, -11.4133, 501.9135, 0.3282, -0.0260, 0.0357, 41.6095, -11.4133, 501.9135, 0.3282, -0.0260, 0.0357, 1246
1126928.4040, 41.5663, -11.5379, 501.9288, 0.3277, -0.0230, 0.0386, 41.5663, -11.5379, 501.9288, 0.3277, -0.0230, 0.0386, 1247
1126928.4207, 41.8794, -11.7034, 503.5009, 0.3305, -0.0174, 0.0360, 41.8794, -11.7034, 503.5009, 0.3305, -0.0174, 0.0360, 1248
1126928.4374, 41.8672, -11.3136, 502.2431, 0.3107, -0.0254, 0.0409, 41.8672, -11.3136, 502.2431, 0.3107, -0.0254, 0.0409, 1249
1126928.4541, 41.6743, -10.9987, 501.8280, 0.3197, -0.0260, 0.0378, 41.6743, -10.9987, 501.8280, 0.3197, -0.0260, 0.0378, 1250
1126928.4708, 41.6067, -11.1202, 503.7018, 0.3124, -0.0144, 0.0388, 41.6067, -11.1202, 503.7018, 0.3124, -0.0144, 0.0388, 1251
1126928.4875, 41.5061, -10.9351, 503.2933, 0.3277, -0.0224, 0.0392, 41.5061, -10.9351, 503.2933, 0.3277, -0.0224, 0.0392, 1252
1126928.5041, 41.5279, -11.4715, 503.1384, 0.3295, -0.0247, 0.0386, 41.5279, -11.4715, 503.1384, 0.3295, -0.0247, 0.0386, 1253
1126928.5208, 41.2878, -11.1461, 500.6061, 0.3359, -0.0244, 0.0368, 41.2878, -11.1461, 500.6061, 0.3359, -0.0244, 0.0368, 1254
1126928.5375, 41.6089, -11.3823, 502.2947, 0.3207, -0.0201, 0.0395, 41.6089, -11.3823, 502.2947, 0.3207, -0.0201, 0.0395, 1255
1126928.5542, 41.6544, -11.1828, 503.5859, 0.3129, -0.0166, 0.0384, 41.6544, -11.1828, 503.5859, 0.3129, -0.0166, 0.0384, 1256
1126928.5709, 41.6447, -11.3530, 502.1475, 0.3261, -0.0230, 0.0364, 41.6447, -11.3530, 502.1475, 0.3261, -0.0230, 0.0364, 1257
1126928.5875, 41.4825, -11.4258, 502.0201, 0.3296, -0.0324, 0.0346, 41.4825, -11.4258, 502.0201, 0.3296, -0.0324, 0.0346, 1258
1126928.6042, 41.7522, -11.2770, 503.4146, 0.3199, -0.0272, 0.0346, 41.7522, -11.2770, 503.4146, 0.3199, -0.0272, 0.0346, 1259
1126928.6209, 42.0942, -11.3300, 505.2086, 0.3214, -0.0247, 0.0310, 42.0942, -11.3300, 505.2086, 0.3214, -0.0247, 0.0310, 1260
1126928.6376, 41.8203, -11.3993, 503.4122, 0.3223, -0.0193, 0.0390, 41.8203, -11.3993, 503.4122, 0.3223, -0.0193, 0.0390, 1261
1126928.6543, 41.7582, -11.2453, 505.8588, 0.3268, -0.0247, 0.0378, 41.7582, -11.2453, 505.8588, 0.3268, -0.0247, 0.0378, 1262
1126928.6709, 41.5802, -11.2080, 503.4381, 0.3203, -0.0167, 0.0374, 41.5802, -11.2080, 503.4381, 0.3203, -0.0167, 0.0374, 1263
1126928.6876, 41.8332, -11.3173, 502.9265, 0.3311, -0.0171, 0.0395, 41.8332, -11.3173, 502.9265, 0.3311, -0.0171, 0.0395, 1264
1126928.7043, 41.7243, -11.1922, 502.8802, 0.3185, -0.0223, 0.0364, 41.7243, -11.1922, 502.8802, 0.3185, -0.0223, 0.0364, 1265
1126928.7210, 41.9307, -11.2227, 502.5229, 0.3287, -0.0246, 0.0378, 41.9307, -11.2227, 502.5229, 0.3287, -0.0246, 0.0378, 1266
1126928.7377, 42.0151, -11.4426, 504.6981, 0.3316, -0.0237, 0.0353, 42.0151, -11.4426, 504.6981, 0.3316, -0.0237, 0.0353, 1267
1126928.7544, 41.9166, -11.3608, 501.9483, 0.3188, -0.0185, 0.0400, 41.9166, -11.3608, 501.9483, 0.3188, -0.0185, 0.0400, 1268
1126928.7711, 41.8774, -11.2389, 502.2121, 0.3252, -0.0292, 0.0369, 41.8774, -11.2389, 502.2121, 0.3252, -0.0292, 0.0369, 1269
1126928.7878, 42.1477, -11.4858, 503.8469, 0.3271, -0.0123, 0.0378, 42.1477, -11.4858, 503.8469, 0.3271, -0.0123, 0.0378, 1270
1126928.8044, 42.4601, -11.1332, 503.3930, 0.3187, -0.0251, 0.0368, 42.4601, -11.1332, 503.3930, 0.3187, -0.0251, 0.0368, 1271
1126928.8211, 42.8617, -11.1558, 505.0603, 0.3112, -0.0114, 0.0339, 42.8617, -11.1558, 505.0603, 0.3112, -0.0114, 0.0339, 1272
1126928.8378, 42.9571, -11.3570, 505.0651, 0.3342, -0.0237, 0.0403, 42.9571, -11.3570, 505.0651, 0.3342, -0.0237, 0.0403, 1273
1126928.8545, 43.4331, -11.3944, 504.5086, 0.3312, -0.0151, 0.0389, 43.4331, -11.3944, 504.5086, 0.3312, -0.0151, 0.0389, 1274
1126928.8712, 43.8710, -11.3712, 503.6016, 0.3170, -0.0220, 0.0355, 43.8710, -11.3712, 503.6016, 0.3170, -0.0220, 0.0355, 1275
1126928.8879, 44.6713, -11.6028, 504.4406, 0.3191, -0.0148, 0.0358, 44.6713, -11.6028, 504.4406, 0.3191, -0.0148, 0.0358, 1276
1126928.9046, 45.0634, -11.8774, 504.0030, 0.3221, -0.0193, 0.0399, 45.0634, -11.8774, 504.0030, 0.3221, -0.0193, 0.0399, 1277
1126928.9213, 45.4715, -11.7655, 503.2781, 0.3245, -0.0186, 0.0408, 45.4715, -11.7655, 503.2781, 0.3245, -0.0186, 0.0408, 1278
1126928.9379, 46.5003, -11.8953, 506.1503, 0.3172, -0.0023, 0.0425, 46.5003, -11.8953, 506.1503, 0.3172, -0.0023, 0.0425, 1279
1126928.9546, 47.0742, -11.3544, 503.8085, 0.3071, -0.0129, 0.0409, 47.0742, -11.3544, 503.8085, 0.3071, -0.0129, 0.0409, 1280
1126928.9713, 48.1259, -11.4101, 504.6454, 0.3192, -0.0168, 0.0421, 48.1259, -11.4101, 504.6454, 0.3192, -0.0168, 0.0421, 1281
1126928.9880, 48.8484, -11.2250, 503.7358, 0.3158, -0.0121, 0.0415, 48.8484, -11.2250, 503.7358, 0.3158, -0.0121, 0.0415, 1282
1126929.0047, 49.9822, -10.8780, 502.8920, 0.3174, -0.0128, 0.0434, 49.9822, -10.8780, 502.8920, 0.3174, -0.0128, 0.0434, 1283
1126929.0214, 51.0717, -10.8388, 502.2426, 0.3175, -0.0094, 0.0370, 51.0717, -10.8388, 502.2426, 0.3175, -0.0094, 0.0370, 1284
1126929.0381, 52.5932, -11.0510, 506.0988, 0.2965, -0.0039, 0.0407, 52.5932, -11.0510, 506.0988, 0.2965, -0.0039, 0.0407, 1285
1126929.0548, 53.6904, -10.9877, 504.4125, 0.3029, 0.0008, 0.0445, 53.6904, -10.9877, 504.4125, 0.3029, 0.0008, 0.0445, 1286
1126929.0714, 54.8520, -11.0595, 503.5390, 0.2940, -0.0039, 0.0457, 54.8520, -11.0595, 503.5390, 0.2940, -0.0039, 0.0457, 1287
1126929.0881, 55.9648, -11.5100, 504.6091, 0.3197, -0.0016, 0.0512, 55.9648, -11.5100, 504.6091, 0.3197, -0.0016, 0.0512, 1288
1126929.1047, 57.3280, -10.9963, 501.4310, 0.3178, -0.0089, 0.0479, 57.3280, -10.9963, 501.4310, 0.3178, -0.0089, 0.0479, 1289
1126929.1214, 59.0270, -11.0896, 502.4259, 0.3198, 0.0039, 0.0485, 59.0270, -11.0896, 502.4259, 0.3198, 0.0039, 0.0485, 1290
1126929.1381, 60.7876, -10.4419, 501.0345, 0.2803, -0.0069, 0.0422, 60.7876, -10.4419, 501.0345, 0.2803, -0.0069, 0.0422, 1291
1126929.1548, 62.1583, -10.3779, 500.8478, 0.2958, -0.0114, 0.0453, 62.1583, -10.3779, 500.8478, 0.2958, -0.0114, 0.0453, 1292
1126929.1715, 63.2111, -10.7111, 503.2043, 0.3119, -0.0028, 0.0499, 63.2111, -10.7111, 503.2043, 0.3119, -0.0028, 0.0499, 1293
1126929.1881, 64.7115, -10.2107, 501.7163, 0.2883, -0.0112, 0.0522, 64.7115, -10.2107, 501.7163, 0.2883, -0.0112, 0.0522, 1294
1126929.2048, 66.1998, -10.4016, 500.3502, 0.3138, 0.0032, 0.0485, 66.1998, -10.4016, 500.3502, 0.3138, 0.0032, 0.0485, 1295
1126929.2215, 67.7204, -10.8482, 502.3610, 0.3095, -0.0091, 0.0617, 67.7204, -10.8482, 502.3610, 0.3095, -0.0091, 0.0617, 1296
1126929.2382, 68.8963, -10.4754, 501.1607, 0.3007, 0.0131, 0.0585, 68.8963, -10.4754, 501.1607, 0.3007, 0.0131, 0.0585, 1297
1126929.2549, 69.9643, -10.6096, 500.6812, 0.3096, 0.0093, 0.0597, 69.9643, -10.6096, 500.6812, 0.3096, 0.0093, 0.0597, 1298
1126929.2715, 71.4628, -10.4219, 500.7781, 0.3119, 0.0148, 0.0627, 71.4628, -10.4219, 500.7781, 0.3119, 0.0148, 0.0627, 1299
1126929.2882, 72.5984, -10.3080, 500.0227, 0.3115, 0.0172, 0.0624, 72.5984, -10.3080, 500.0227, 0.3115, 0.0172, 0.0624, 1300
1126929.3049, 74.0112, -10.1653, 500.1907, 0.3143, 0.0176, 0.0633, 74.0112, -10.1653, 500.1907, 0.3143, 0.0176, 0.0633, 1301
1126929.3216, 74.9364, -10.2423, 500.7307, 0.3050, 0.0216, 0.0661, 74.9364, -10.2423, 500.7307, 0.3050, 0.0216, 0.0661, 1302
1126929.3383, 76.2004, -9.7745, 499.1342, 0.3124, 0.0154, 0.0671, 76.2004, -9.7745, 499.1342, 0.3124, 0.0154, 0.0671, 1303
