CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
1126928.354006223, 214.011032104, 168.634323120, 277.614929199, 170.193923950, 352.057189941, 184.809082031, 414.275512695, 186.079498291, -103.393325806, -53.461341858, 484.054351807, -39.779495239, -52.610973358, 486.951049805, 1244
1126928.370686790, 214.302536011, 168.920410156, 277.933166504, 169.803085327, 352.090454102, 185.216766357, 414.174194336, 185.850433350, -103.394546509, -53.447734833, 484.043304443, -39.756332397, -52.657894135, 487.085601807, 1245
1126928.387367357, 214.312866211, 168.251190186, 277.476318359, 169.227539062, 351.916687012, 184.701828003, 414.269775391, 185.710998535, -103.412147522, -53.507709503, 484.216552734, -39.761505127, -52.689201355, 486.990295410, 1246
1126928.404047924, 214.415588379, 168.881866455, 277.766113281, 169.980072021, 352.001953125, 184.414291382, 414.333587646, 185.650817871, -103.428314209, -53.527122498, 484.274291992, -39.755451202, -52.708889008, 486.949035645, 1247
1126928.420728491, 214.502777100, 168.119033813, 277.950164795, 169.454040527, 352.197570801, 184.550445557, 414.330993652, 185.549194336, -103.416969299, -53.552051544, 484.342407227, -39.730350494, -52.760623932, 487.039428711, 1248
1126928.437409058, 214.726287842, 168.878082275, 277.602355957, 169.738616943, 352.283325195, 184.562866211, 414.582946777, 185.979843140, -103.387954712, -53.548397064, 484.442260742, -39.706024170, -52.750358582, 487.021087646, 1249
1126928.454089626, 214.420211792, 168.332916260, 277.797546387, 169.586441040, 352.013549805, 184.973968506, 414.378906250, 186.190170288, -103.366226196, -53.532306671, 484.406036377, -39.685787201, -52.742130280, 487.120056152, 1250
1126928.470770193, 214.257049561, 168.851852417, 277.483032227, 170.002304077, 351.908630371, 185.009277344, 414.117279053, 186.162658691, -103.367736816, -53.526248932, 484.624237061, -39.696933746, -52.711975098, 487.101776123, 1251
1126928.487450760, 214.426727295, 168.705627441, 277.972442627, 170.125686646, 351.933715820, 185.250045776, 414.107849121, 186.395126343, -103.356147766, -53.499816895, 484.683105469, -39.666835785, -52.677108765, 487.175964355, 1252
1126928.504131327, 214.364120483, 169.010269165, 277.653808594, 170.063018799, 351.948852539, 184.636947632, 414.083129883, 185.862045288, -103.337364197, -53.508983612, 484.703338623, -39.672725677, -52.678764343, 487.277587891, 1253
1126928.520811894, 214.845687866, 168.339019775, 277.705688477, 170.110382080, 351.695556641, 184.784591675, 414.183715820, 185.935546875, -103.351188660, -53.553871155, 485.034393311, -39.692974091, -52.677452087, 487.427185059, 1254
1126928.537492461, 214.614318848, 168.256683350, 278.233032227, 169.957000732, 351.966430664, 184.635787964, 414.375244141, 185.866699219, -103.350593567, -53.606224060, 485.170532227, -39.650314331, -52.699329376, 487.611450195, 1255
1126928.554173028, 214.187255859, 168.644149780, 277.546722412, 169.673156738, 352.029907227, 184.964538574, 414.100952148, 186.084075928, -103.351356506, -53.603923798, 485.221862793, -39.662200928, -52.722251892, 487.628967285, 1256
1126928.570853595, 214.108856201, 168.469207764, 277.857055664, 169.829483032, 351.936584473, 184.814422607, 414.349121094, 185.808334351, -103.364768982, -53.637077332, 485.205871582, -39.662109375, -52.712039948, 487.538513184, 1257
1126928.587534162, 214.043823242, 168.812423706, 277.524993896, 169.531768799, 351.724060059, 184.682220459, 414.097106934, 185.717987061, -103.384529114, -53.612792969, 485.173187256, -39.667755127, -52.708301544, 487.606292725, 1258
1126928.604214729, 213.977416992, 168.365081787, 277.469207764, 169.541137695, 352.024749756, 184.953826904, 414.052001953, 185.907684326, -103.387886047, -53.593898773, 485.003845215, -39.694385529, -52.714878082, 487.587402344, 1259
1126928.620895296, 214.256149292, 168.423797607, 277.515472412, 169.624206543, 352.177612305, 185.207122803, 414.047363281, 185.880065918, -103.390037537, -53.546466827, 484.922332764, -39.725444794, -52.689708710, 487.530639648, 1260
1126928.637575863, 214.459930420, 168.737701416, 277.618225098, 169.785064697, 352.235290527, 184.669982910, 414.337646484, 185.904357910, -103.392944336, -53.538829803, 484.837127686, -39.729312897, -52.699825287, 487.609954834, 1261
1126928.654256430, 214.412155151, 168.634979248, 277.514129639, 169.932312012, 352.190002441, 185.108673096, 413.782714844, 186.257537842, -103.379821777, -53.512866974, 484.773925781, -39.761817932, -52.693283081, 487.718139648, 1262
1126928.670936997, 214.238372803, 168.901641846, 277.987640381, 170.175323486, 351.816162109, 184.944335938, 414.133056641, 186.075790405, -103.387649536, -53.514583588, 484.802032471, -39.733177185, -52.706062317, 487.890441895, 1263
1126928.687617564, 214.191207886, 168.925277710, 277.677276611, 170.098846436, 352.257446289, 184.845336914, 414.522216797, 185.974227905, -103.365127563, -53.498908997, 484.608551025, -39.737129211, -52.696125031, 487.642639160, 1264
1126928.704316722, 214.663681030, 168.400802612, 277.642120361, 169.859802246, 351.909027100, 184.908691406, 414.289794922, 186.057983398, -103.364555359, -53.525806427, 484.727661133, -39.731433868, -52.688510895, 487.572296143, 1265
1126928.721004249, 214.257263184, 168.732833862, 277.691497803, 169.566833496, 352.327972412, 184.846435547, 414.553222656, 185.995147705, -103.324012756, -53.461666107, 484.315612793, -39.720287323, -52.695278168, 487.441284180, 1266
1126928.737691775, 214.591766357, 168.238021851, 278.520629883, 169.706085205, 352.295837402, 184.897384644, 414.216430664, 185.954528809, -103.297370911, -53.442394257, 484.220550537, -39.702114105, -52.722915649, 487.620941162, 1267
1126928.754379301, 214.398162842, 168.480377197, 277.848358154, 169.632522583, 352.295349121, 184.614547729, 414.761230469, 185.861679077, -103.272476196, -53.461627960, 484.191589355, -39.664581299, -52.720523834, 487.488677979, 1268
1126928.771066827, 214.844039917, 168.517684937, 278.223236084, 169.721862793, 352.188110352, 184.778350830, 414.499938965, 185.988677979, -103.241134644, -53.481468201, 484.370361328, -39.632671356, -52.727859497, 487.580017090, 1269
