CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
597442.3315, 70.4145, -17.4072, 551.5735, 0.2173, 0.0167, 0.0275, 70.4145, -17.4072, 551.5735, 0.2173, 0.0167, 0.0275, 3273
597442.3482, 70.6507, -17.2296, 551.2523, 0.2114, 0.0353, 0.0239, 70.6507, -17.2296, 551.2523, 0.2114, 0.0353, 0.0239, 3274
597442.3649, 70.1311, -17.3159, 551.2618, 0.2188, 0.0185, 0.0296, 70.1311, -17.3159, 551.2618, 0.2188, 0.0185, 0.0296, 3275
597442.3816, 70.9513, -17.1297, 551.9850, 0.2067, 0.0288, 0.0285, 70.9513, -17.1297, 551.9850, 0.2067, 0.0288, 0.0285, 3276
597442.3983, 70.5877, -17.4457, 552.5244, 0.2040, 0.0322, 0.0290, 70.5877, -17.4457, 552.5244, 0.2040, 0.0322, 0.0290, 3277
597442.4150, 70.7930, -16.9426, 550.1446, 0.1853, 0.0310, 0.0217, 70.7930, -16.9426, 550.1446, 0.1853, 0.0310, 0.0217, 3278
597442.4317, 70.5542, -17.0760, 549.8622, 0.2158, 0.0165, 0.0274, 70.5542, -17.0760, 549.8622, 0.2158, 0.0165, 0.0274, 3279
597442.4483, 71.0195, -17.5035, 551.7450, 0.2321, 0.0177, 0.0240, 71.0195, -17.5035, 551.7450, 0.2321, 0.0177, 0.0240, 3280
597442.4650, 71.1887, -17.4314, 553.4475, 0.2025, 0.0356, 0.0233, 71.1887, -17.4314, 553.4475, 0.2025, 0.0356, 0.0233, 3281
597442.4817, 70.7882, -16.7958, 548.5657, 0.1955, 0.0336, 0.0283, 70.7882, -16.7958, 548.5657, 0.1955, 0.0336, 0.0283, 3282
597442.4984, 71.0499, -17.1585, 552.3804, 0.2070, 0.0247, 0.0237, 71.0499, -17.1585, 552.3804, 0.2070, 0.0247, 0.0237, 3283
597442.5151, 70.7622, -16.9208, 551.6180, 0.2021, 0.0199, 0.0234, 70.7622, -16.9208, 551.6180, 0.2021, 0.0199, 0.0234, 3284
597442.5318, 70.1786, -17.3296, 550.8581, 0.2269, 0.0279, 0.0296, 70.1786, -17.3296, 550.8581, 0.2269, 0.0279, 0.0296, 3285
597442.5485, 70.0801, -17.0056, 550.0465, 0.2082, 0.0217, 0.0228, 70.0801, -17.0056, 550.0465, 0.2082, 0.0217, 0.0228, 3286
597442.5652, 69.3159, -16.7214, 547.6006, 0.2077, 0.0199, 0.0268, 69.3159, -16.7214, 547.6006, 0.2077, 0.0199, 0.0268, 3287
597442.5818, 68.5704, -16.4424, 546.1564, 0.1929, 0.0256, 0.0276, 68.5704, -16.4424, 546.1564, 0.1929, 0.0256, 0.0276, 3288
597442.5985, 67.8603, -16.2305, 546.4991, 0.1926, 0.0127, 0.0305, 67.8603, -16.2305, 546.4991, 0.1926, 0.0127, 0.0305, 3289
597442.6152, 67.5875, -16.3423, 546.5869, 0.1871, 0.0210, 0.0219, 67.5875, -16.3423, 546.5869, 0.1871, 0.0210, 0.0219, 3290
597442.6319, 67.0104, -16.5620, 548.7006, 0.2074, 0.0209, 0.0215, 67.0104, -16.5620, 548.7006, 0.2074, 0.0209, 0.0215, 3291
597442.6486, 65.4516, -15.8394, 544.0688, 0.1827, 0.0201, 0.0261, 65.4516, -15.8394, 544.0688, 0.1827, 0.0201, 0.0261, 3292
597442.6652, 64.9843, -16.1262, 546.8454, 0.2033, 0.0237, 0.0244, 64.9843, -16.1262, 546.8454, 0.2033, 0.0237, 0.0244, 3293
597442.6819, 63.6599, -15.8186, 545.4905, 0.1872, 0.0293, 0.0231, 63.6599, -15.8186, 545.4905, 0.1872, 0.0293, 0.0231, 3294
