timeLogged, leftEye.x, leftEye.y, leftEye.z, rightEye.x, rightEye.y, rightEye.z, timeReceived, timeCaptured, resetFilter, frameNumber, numberOfEyePairs, headPosition.x, headPosition.y, headPosition.z, headDirection.x, headDirection.y, headDirection.z
597442.062011,-7.442600,-6.073088,53.317097,-1.026094,-6.084283,53.668587,597442.062010,597442.023527,0,3256,1,-3.894769,-4.802618,62.406445,0.195382,0.044714,0.023786
597442.089944,-7.444145,-6.090494,53.340809,-1.025359,-6.073030,53.681469,597442.089943,597442.040208,0,3257,1,-4.054191,-4.860229,62.437153,0.201232,0.025855,0.021541
597442.093525,-7.446034,-6.108633,53.352657,-1.026108,-6.074883,53.692799,597442.093521,597442.056888,0,3258,1,-4.065603,-4.928507,62.457851,0.208619,0.025660,0.025907
597442.110596,-7.448826,-6.085811,53.364998,-1.025723,-6.093237,53.692352,597442.110595,597442.073569,0,3259,1,-3.921519,-4.868747,62.451637,0.202057,0.042272,0.025425
597442.124419,-7.451628,-6.112732,53.387409,-1.023330,-6.122117,53.708294,597442.124418,597442.090249,0,3260,1,-4.004701,-5.003246,62.490582,0.216615,0.032391,0.024603
597442.144180,-7.455513,-6.112190,53.379414,-1.025567,-6.085571,53.711067,597442.144178,597442.106930,0,3261,1,-4.133620,-5.009174,62.491138,0.217131,0.018534,0.026957
597442.163762,-7.460609,-6.111328,53.388569,-1.030730,-6.100635,53.726685,597442.163761,597442.123610,0,3262,1,-4.148608,-4.995366,62.501686,0.215332,0.016322,0.022231
597442.172398,-7.464655,-6.089422,53.396370,-1.037987,-6.084663,53.731945,597442.172397,597442.140291,0,3263,1,-4.057421,-4.981477,62.504658,0.213689,0.027370,0.022248
597442.204697,-7.467383,-6.103593,53.383694,-1.039212,-6.093040,53.746601,597442.204696,597442.156972,0,3264,1,-4.139740,-5.052061,62.515713,0.221521,0.018666,0.024617
597442.220674,-7.471636,-6.109855,53.405483,-1.042795,-6.108444,53.743202,597442.220673,597442.173675,0,3265,1,-4.010935,-4.963209,62.511139,0.211670,0.033566,0.022823
597442.236943,-7.478162,-6.090003,53.413521,-1.048398,-6.096756,53.736702,597442.236942,597442.190362,0,3266,1,-4.059054,-4.811321,62.492676,0.195003,0.028295,0.020035
597442.253202,-7.481434,-6.083951,53.408638,-1.053560,-6.075619,53.715626,597442.253201,597442.207050,0,3267,1,-4.005787,-4.819429,62.480129,0.196657,0.036379,0.026304
597442.269104,-7.488567,-6.088018,53.422024,-1.057455,-6.088981,53.731678,597442.269104,597442.223737,0,3268,1,-4.123018,-4.951841,62.515461,0.211261,0.022852,0.024096
597442.286146,-7.494770,-6.083431,53.434052,-1.067671,-6.081985,53.715889,597442.286145,597442.240425,0,3269,1,-4.048337,-4.875911,62.502052,0.203180,0.032326,0.023591
597442.314184,-7.503360,-6.102195,53.451214,-1.074766,-6.093843,53.718658,597442.314182,597442.257112,0,3270,1,-4.060401,-4.784102,62.499493,0.193211,0.031572,0.021781
597442.317610,-7.511850,-6.098505,53.449165,-1.084622,-6.086820,53.717373,597442.317609,597442.273800,0,3271,1,-4.129797,-5.029659,62.532146,0.220833,0.024791,0.023907
597442.332571,-7.520681,-6.082359,53.437336,-1.092178,-6.077674,53.720303,597442.332570,597442.290487,0,3272,1,-4.051685,-4.926708,62.513416,0.209950,0.033988,0.020473
597442.350941,-7.526579,-6.106390,53.439838,-1.098806,-6.072708,53.723824,597442.350940,597442.307175,0,3273,1,-4.172537,-5.046059,62.533875,0.223345,0.022263,0.027061
597442.366363,-7.532044,-6.096690,53.439922,-1.100597,-6.095174,53.716351,597442.366362,597442.323863,0,3274,1,-4.006533,-4.987398,62.519325,0.217441,0.040917,0.023505
