#, timestampMs, accelX, accelY, accelZ, gyroX, gyroY, gyroZ
127, 47375977.794687, 0.000000, 0.000000, 0.000000, 2.334593, -0.221252, -1.007079
128, 47375977.794687, 6.908469, -0.384269, 7.150882, 0.000000, 0.000000, 0.000000
129, 47375980.294895, 0.000000, 0.000000, 0.000000, 2.212523, -0.495910, -0.976562
130, 47375980.294895, 6.922834, -0.377087, 7.165247, 0.000000, 0.000000, 0.000000
131, 47375982.795104, 6.927623, -0.372298, 7.227496, 0.000000, 0.000000, 0.000000
132, 47375982.795104, 0.000000, 0.000000, 0.000000, 2.120970, -0.709533, -0.854492
133, 47375985.295312, 6.922834, -0.372298, 7.251439, 0.000000, 0.000000, 0.000000
134, 47375985.295312, 0.000000, 0.000000, 0.000000, 1.968382, -1.106261, -0.854492
135, 47375987.795520, 6.934805, -0.362722, 7.272986, 0.000000, 0.000000, 0.000000
136, 47375987.795520, 0.000000, 0.000000, 0.000000, 1.785277, -1.441954, -0.976562
137, 47375990.296770, 6.922834, -0.362722, 7.292140, 0.000000, 0.000000, 0.000000
138, 47375990.296770, 0.000000, 0.000000, 0.000000, 1.602172, -1.869200, -0.885009
139, 47375992.798020, 6.922834, -0.357933, 7.308899, 0.000000, 0.000000, 0.000000
140, 47375992.798020, 0.000000, 0.000000, 0.000000, 1.327514, -2.265929, -0.640869
141, 47375995.298229, 0.000000, 0.000000, 0.000000, 1.144408, -2.845762, -0.854492
142, 47375995.298229, 6.939594, -0.345962, 7.289746, 0.000000, 0.000000, 0.000000
143, 47375997.798437, 6.949171, -0.331597, 7.284957, 0.000000, 0.000000, 0.000000
144, 47375997.798437, 0.000000, 0.000000, 0.000000, 0.717163, -3.334043, -0.885009
145, 47376000.299687, 6.956353, -0.333991, 7.263410, 0.000000, 0.000000, 0.000000
146, 47376000.299687, 0.000000, 0.000000, 0.000000, 0.625610, -3.639218, -0.732421
147, 47376002.800468, 6.949171, -0.307655, 7.148488, 0.000000, 0.000000, 0.000000
148, 47376002.800468, 0.000000, 0.000000, 0.000000, 0.534057, -3.883359, -0.793456
149, 47376005.299739, 6.932411, -0.295684, 6.973711, 0.000000, 0.000000, 0.000000
150, 47376005.299739, 0.000000, 0.000000, 0.000000, 0.473022, -3.883359, -0.640869
151, 47376007.799010, 6.946776, -0.290895, 7.031172, 0.000000, 0.000000, 0.000000
152, 47376007.799010, 0.000000, 0.000000, 0.000000, 0.503540, -3.700254, -0.671386
153, 47376010.299270, 0.000000, 0.000000, 0.000000, 0.656127, -3.547666, -0.549316
154, 47376010.299270, 6.941988, -0.319626, 7.002441, 0.000000, 0.000000, 0.000000
155, 47376012.800520, 0.000000, 0.000000, 0.000000, 0.534057, -3.425596, -0.396728
156, 47376012.800520, 6.958747, -0.298078, 7.012018, 0.000000, 0.000000, 0.000000
157, 47376015.301770, 6.937200, -0.319626, 7.033566, 0.000000, 0.000000, 0.000000
158, 47376015.301770, 0.000000, 0.000000, 0.000000, 0.442505, -3.303525, -0.366211
159, 47376017.802656, 6.949171, -0.310049, 7.052720, 0.000000, 0.000000, 0.000000
160, 47376017.802656, 0.000000, 0.000000, 0.000000, 0.503540, -3.395078, -0.579834
161, 47376020.304218, 0.000000, 0.000000, 0.000000, 0.534057, -3.456113, -0.518798
162, 47376020.304218, 6.951565, -0.290895, 7.086238, 0.000000, 0.000000, 0.000000
163, 47376022.804687, 0.000000, 0.000000, 0.000000, 0.350952, -3.334043, -0.427246
164, 47376022.804687, 6.956353, -0.250194, 7.076662, 0.000000, 0.000000, 0.000000
165, 47376025.303020, 0.000000, 0.000000, 0.000000, 0.198364, -3.303525, -0.457763
166, 47376025.303020, 6.970718, -0.240617, 7.105392, 0.000000, 0.000000, 0.000000
167, 47376027.801406, 6.970718, -0.214281, 7.069479, 0.000000, 0.000000, 0.000000
168, 47376027.801406, 0.000000, 0.000000, 0.000000, 0.045776, -3.242490, -0.488281
169, 47376030.300833, 6.977901, -0.192733, 7.038354, 0.000000, 0.000000, 0.000000
170, 47376030.300833, 0.000000, 0.000000, 0.000000, -0.076294, -3.334043, -0.274658
171, 47376032.801302, 6.970718, -0.156820, 7.009624, 0.000000, 0.000000, 0.000000
172, 47376032.801302, 0.000000, 0.000000, 0.000000, -0.198364, -3.242490, -0.213623
173, 47376035.301874, 0.000000, 0.000000, 0.000000, -0.320434, -3.150938, -0.030518
174, 47376035.301874, 6.901287, -0.053870, 6.863578, 0.000000, 0.000000, 0.000000
175, 0.000000, 0.000000, 0.000000, 0.000000, -0.289917, -2.693174, 0.091553
176, 47376037.802552, 6.865374, -0.046687, 6.846818, 0.000000, 0.000000, 0.000000
177, 47376040.304322, 6.855796, -0.022745, 6.858789, 0.000000, 0.000000, 0.000000
178, 47376040.304322, 0.000000, 0.000000, 0.000000, -0.137329, -2.357481, 0.244140
179, 47376042.806666, 0.000000, 0.000000, 0.000000, -0.381469, -2.052305, 0.366211
180, 47376042.806666, 6.843825, -0.044293, 6.873155, 0.000000, 0.000000, 0.000000
181, 47376045.307864, 0.000000, 0.000000, 0.000000, -0.503540, -1.747130, 0.274658
182, 47376045.307864, 6.860585, -0.063446, 6.885126, 0.000000, 0.000000, 0.000000
183, 47376047.808333, 0.000000, 0.000000, 0.000000, -0.656127, -1.380919, 0.457763
184, 47376047.808333, 6.870162, -0.049081, 6.889914, 0.000000, 0.000000, 0.000000
185, 47376050.309739, 6.872556, -0.056264, 6.916250, 0.000000, 0.000000, 0.000000
186, 47376050.309739, 0.000000, 0.000000, 0.000000, -0.839233, -1.136779, 0.549316
187, 47376052.810208, 0.000000, 0.000000, 0.000000, -1.052856, -1.014709, 0.640869
188, 47376052.810208, 6.891710, -0.068235, 6.918644, 0.000000, 0.000000, 0.000000
189, 47376055.308749, 6.898892, -0.092177, 6.911462, 0.000000, 0.000000, 0.000000
190, 47376055.308749, 0.000000, 0.000000, 0.000000, -1.358031, -0.740051, 0.946044
191, 47376057.807343, 6.879739, -0.116119, 6.904279, 0.000000, 0.000000, 0.000000
192, 47376057.807343, 0.000000, 0.000000, 0.000000, -1.480101, -0.648498, 1.098632
193, 47376060.306354, 0.000000, 0.000000, 0.000000, -1.571654, -0.434875, 1.007079
194, 47376060.306354, 6.882133, -0.152032, 6.930615, 0.000000, 0.000000, 0.000000
195, 47376062.805833, 6.877345, -0.156820, 6.959346, 0.000000, 0.000000, 0.000000
196, 47376062.805833, 0.000000, 0.000000, 0.000000, -1.693724, -0.312805, 0.915527
197, 47376065.305520, 0.000000, 0.000000, 0.000000, -1.754759, -0.221252, 0.823974
198, 47376065.305520, 6.877345, -0.140061, 6.983288, 0.000000, 0.000000, 0.000000
199, 47376067.805416, 6.874950, -0.111330, 7.002441, 0.000000, 0.000000, 0.000000
200, 47376067.805416, 0.000000, 0.000000, 0.000000, -2.059935, -0.190735, 0.732421
201, 47376070.306406, 6.874950, -0.077812, 7.057508, 0.000000, 0.000000, 0.000000
202, 47376070.306406, 0.000000, 0.000000, 0.000000, -2.304075, -0.221252, 0.549316
203, 47376072.808437, 0.000000, 0.000000, 0.000000, -2.548216, -0.160217, 0.213623
204, 47376072.808437, 6.867768, -0.053870, 7.064691, 0.000000, 0.000000, 0.000000
205, 47376075.310520, 6.886921, 0.010774, 7.105392, 0.000000, 0.000000, 0.000000
206, 47376075.310520, 0.000000, 0.000000, 0.000000, -2.761839, -0.251770, 0.183105
207, 47376077.812604, 0.000000, 0.000000, 0.000000, -2.944944, -0.343322, 0.091553
208, 47376077.812604, 6.889316, 0.053870, 7.107786, 0.000000, 0.000000, 0.000000
209, 47376080.315677, 6.901287, 0.087388, 7.131728, 0.000000, 0.000000, 0.000000
210, 47376080.315677, 0.000000, 0.000000, 0.000000, -3.250120, -0.373840, -0.213623
211, 47376082.816458, 6.918046, 0.132878, 7.119757, 0.000000, 0.000000, 0.000000
212, 47376082.816458, 0.000000, 0.000000, 0.000000, -3.433225, -0.465393, -0.183105
213, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
214, 47376085.314010, 6.903681, 0.147243, 7.122151, 0.000000, 0.000000, 0.000000
215, 47376087.811718, 0.000000, 0.000000, 0.000000, -3.799436, -0.801086, -0.427246
216, 47376087.811718, 6.886921, 0.178368, 7.143699, 0.000000, 0.000000, 0.000000
217, 47376090.310520, 6.872556, 0.197522, 7.102998, 0.000000, 0.000000, 0.000000
218, 47376090.310520, 0.000000, 0.000000, 0.000000, -3.860471, -0.984191, -0.549316
219, 47376092.810416, 0.000000, 0.000000, 0.000000, -4.104611, -1.228332, -0.671386
220, 47376092.810416, 6.865374, 0.231040, 7.100604, 0.000000, 0.000000, 0.000000
221, 47376095.310520, 0.000000, 0.000000, 0.000000, -4.074093, -1.350402, -0.885009
222, 47376095.310520, 6.843825, 0.235829, 7.091027, 0.000000, 0.000000, 0.000000
223, 47376097.810833, 0.000000, 0.000000, 0.000000, -4.226682, -1.472472, -0.946044
224, 47376097.810833, 6.805518, 0.247800, 7.093421, 0.000000, 0.000000, 0.000000
225, 47376100.303645, 0.000000, 0.000000, 0.000000, -4.257199, -1.564025, -1.098632
226, 47376100.303645, 6.781576, 0.266953, 7.081450, 0.000000, 0.000000, 0.000000
227, 47376102.789583, 0.000000, 0.000000, 0.000000, -4.257199, -1.594542, -1.281737
228, 47376102.789583, 6.793547, 0.293290, 7.062296, 0.000000, 0.000000, 0.000000
229, 47376105.277239, 0.000000, 0.000000, 0.000000, -4.226682, -1.655577, -1.556395
230, 47376105.277239, 6.791153, 0.288501, 7.023989, 0.000000, 0.000000, 0.000000
231, 47376107.767031, 6.771999, 0.298078, 7.016807, 0.000000, 0.000000, 0.000000
232, 47376107.767031, 0.000000, 0.000000, 0.000000, -4.409787, -1.808165, -1.617430
233, 47376110.258020, 0.000000, 0.000000, 0.000000, -4.440304, -1.777647, -1.831053
234, 47376110.258020, 6.791153, 0.298078, 6.985682, 0.000000, 0.000000, 0.000000
235, 47376112.750572, 6.793547, 0.290895, 6.949769, 0.000000, 0.000000, 0.000000
236, 47376112.750572, 0.000000, 0.000000, 0.000000, -4.287716, -1.686095, -1.922606
237, 47376115.246197, 0.000000, 0.000000, 0.000000, -4.379269, -1.564025, -2.044676
238, 47376115.246197, 6.793547, 0.281319, 6.911462, 0.000000, 0.000000, 0.000000
239, 47376117.744947, 0.000000, 0.000000, 0.000000, -4.226682, -1.502990, -2.288817
240, 47376117.744947, 6.805518, 0.250194, 6.885126, 0.000000, 0.000000, 0.000000
241, 47376120.246354, 0.000000, 0.000000, 0.000000, -4.257199, -1.411437, -2.349852
242, 47376120.246354, 6.827066, 0.214281, 6.873155, 0.000000, 0.000000, 0.000000
243, 47376122.750260, 6.860585, 0.185551, 6.842030, 0.000000, 0.000000, 0.000000
244, 47376122.750260, 0.000000, 0.000000, 0.000000, -4.135129, -1.319884, -2.471922
245, 47376125.256822, 0.000000, 0.000000, 0.000000, -3.890988, -1.106261, -2.716063
246, 47376125.256822, 6.853402, 0.128090, 6.813300, 0.000000, 0.000000, 0.000000
247, 47376127.765729, 0.000000, 0.000000, 0.000000, -3.738401, -0.770568, -2.746580
248, 47376127.765729, 6.877345, 0.044293, 6.791752, 0.000000, 0.000000, 0.000000
249, 47376130.276718, 6.867768, 0.003591, 6.748656, 0.000000, 0.000000, 0.000000
250, 47376130.276718, 0.000000, 0.000000, 0.000000, -3.707883, -0.495910, -2.716063
251, 47376132.789270, 6.882133, -0.049081, 6.743868, 0.000000, 0.000000, 0.000000
252, 47376132.789270, 0.000000, 0.000000, 0.000000, -3.402707, -0.221252, -2.746580
253, 47376135.302708, 6.872556, -0.101754, 6.724714, 0.000000, 0.000000, 0.000000
254, 47376135.302708, 0.000000, 0.000000, 0.000000, -3.036497, 0.144958, -2.716063
255, 47376137.816458, 0.000000, 0.000000, 0.000000, -2.822874, 0.358581, -2.593992
256, 47376137.816458, 6.867768, -0.132878, 6.727108, 0.000000, 0.000000, 0.000000
257, 47376140.331197, 6.855796, -0.166397, 6.739079, 0.000000, 0.000000, 0.000000
258, 47376140.331197, 0.000000, 0.000000, 0.000000, -2.639768, 0.602722, -2.563475
259, 47376142.832760, 6.860585, -0.216675, 6.758233, 0.000000, 0.000000, 0.000000
260, 47376142.832760, 0.000000, 0.000000, 0.000000, -2.426146, 0.846862, -2.532957
261, 47376145.320416, 6.853402, -0.250194, 6.741473, 0.000000, 0.000000, 0.000000
262, 47376145.320416, 0.000000, 0.000000, 0.000000, -2.334593, 1.152038, -2.319334
263, 47376147.808802, 6.853402, -0.300472, 6.767810, 0.000000, 0.000000, 0.000000
264, 47376147.808802, 0.000000, 0.000000, 0.000000, -2.212523, 1.396178, -2.136229
265, 47376150.298124, 0.000000, 0.000000, 0.000000, -1.876830, 1.640319, -2.014159
266, 47376150.298124, 6.853402, -0.333991, 6.753445, 0.000000, 0.000000, 0.000000
267, 47376152.788802, 6.841431, -0.362722, 6.777387, 0.000000, 0.000000, 0.000000
268, 47376152.788802, 0.000000, 0.000000, 0.000000, -1.632689, 1.823424, -1.800536
269, 47376155.281406, 6.848614, -0.403423, 6.791752, 0.000000, 0.000000, 0.000000
270, 47376155.281406, 0.000000, 0.000000, 0.000000, -1.449584, 2.006529, -1.525878
271, 47376157.776197, 0.000000, 0.000000, 0.000000, -1.296996, 2.037047, -1.159667
272, 47376157.776197, 6.831854, -0.451307, 6.786963, 0.000000, 0.000000, 0.000000
273, 47376160.273177, 0.000000, 0.000000, 0.000000, -1.052856, 2.342222, -0.915527
274, 47376160.273177, 6.817489, -0.439336, 6.801329, 0.000000, 0.000000, 0.000000
275, 47376162.772395, 6.810307, -0.439336, 6.844424, 0.000000, 0.000000, 0.000000
276, 47376162.772395, 0.000000, 0.000000, 0.000000, -0.839233, 2.372740, -0.488281
277, 47376165.273958, 0.000000, 0.000000, 0.000000, -0.656127, 2.464293, -0.061035
278, 47376165.273958, 6.786365, -0.444124, 6.837242, 0.000000, 0.000000, 0.000000
279, 47376167.777708, 6.776788, -0.424971, 6.861184, 0.000000, 0.000000, 0.000000
280, 47376167.777708, 0.000000, 0.000000, 0.000000, -0.564575, 2.464293, 0.366211
281, 47376170.283541, 6.750452, -0.415394, 6.887520, 0.000000, 0.000000, 0.000000
282, 47376170.283541, 0.000000, 0.000000, 0.000000, -0.411987, 2.464293, 0.610351
283, 47376172.791145, 0.000000, 0.000000, 0.000000, -0.259399, 2.647398, 1.190185
284, 47376172.791145, 6.743269, -0.393846, 6.913856, 0.000000, 0.000000, 0.000000
285, 47376175.300052, 6.726510, -0.369904, 6.925827, 0.000000, 0.000000, 0.000000
286, 47376175.300052, 0.000000, 0.000000, 0.000000, -0.198364, 2.677916, 1.495360
287, 47376177.809895, 0.000000, 0.000000, 0.000000, -0.045776, 2.494810, 1.983641
288, 47376177.809895, 6.719327, -0.348356, 6.949769, 0.000000, 0.000000, 0.000000
289, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
290, 47376180.321093, 6.719327, -0.329203, 6.976105, 0.000000, 0.000000, 0.000000
291, 47376182.830624, 6.712144, -0.288501, 7.007230, 0.000000, 0.000000, 0.000000
292, 47376182.830624, 0.000000, 0.000000, 0.000000, -0.076294, 2.433775, 2.899168
293, 47376185.334270, 6.712144, -0.283713, 7.047931, 0.000000, 0.000000, 0.000000
294, 47376185.334270, 0.000000, 0.000000, 0.000000, -0.076294, 2.220152, 3.204343
295, 47376187.834687, 6.714539, -0.281319, 7.059902, 0.000000, 0.000000, 0.000000
296, 47376187.834687, 0.000000, 0.000000, 0.000000, -0.076294, 2.098082, 3.509519
297, 47376190.336093, 0.000000, 0.000000, 0.000000, -0.137329, 1.792906, 3.845212
298, 47376190.336093, 6.719327, -0.271742, 7.091027, 0.000000, 0.000000, 0.000000
299, 47376192.836614, 0.000000, 0.000000, 0.000000, -0.350952, 1.396178, 4.333493
300, 47376192.836614, 6.721721, -0.245406, 7.105392, 0.000000, 0.000000, 0.000000
301, 47376195.335260, 6.709750, -0.219069, 7.129334, 0.000000, 0.000000, 0.000000
302, 47376195.335260, 0.000000, 0.000000, 0.000000, -0.595092, 1.029967, 4.638669
