#, cameraTimestamp, renderStartTimestamp
155, 47378359.811047, 47378400.858530
156, 47378370.916307, 47378417.591446
157, 47378393.126828, 47378434.291498
158, 47378415.337297, 47378450.941967
159, 47378426.442557, 47378467.611863
160, 47378437.547818, 47378484.341446
161, 47378459.758286, 47378500.984051
162, 47378470.863547, 47378517.521290
163, 47378493.074068, 47378534.215978
164, 47378515.284536, 47378550.854571
165, 47378526.389797, 47378567.539103
166, 47378537.495057, 47378584.350301
167, 47378559.705578, 47378601.771759
168, 47378570.810786, 47378617.583946
169, 47378593.021307, 47378634.201551
170, 47378615.231828, 47378650.889103
171, 47378626.337036, 47378667.525040
172, 47378648.547557, 47378684.236446
173, 47378659.652818, 47378700.892853
174, 47378681.863286, 47378717.523009
175, 47378692.968547, 47378734.288998
176, 47378704.073807, 47378750.923373
177, 47378726.284276, 47378767.506238
178, 47378748.494797, 47378784.198842
179, 47378759.600057, 47378800.920457
180, 47378781.810578, 47378817.539988
181, 47378781.810578, 47378834.269207
182, 47378804.021047, 47378850.865613
183, 47378826.231568, 47378867.504884
184, 47378848.442036, 47378884.222071
185, 47378859.547297, 47378900.963113
186, 47378881.757818, 47378917.544050
187, 47378892.863078, 47378934.211446
188, 47378903.968286, 47378950.956082
189, 47378926.178807, 47378967.492696
190, 47378948.389328, 47378984.205092
191, 47378959.494536, 47379000.890769
192, 47378981.705057, 47379017.560196
193, 47378992.810318, 47379034.239415
194, 47379003.915578, 47379050.860092
195, 47379026.126047, 47379067.500196
196, 47379048.336568, 47379084.174050
197, 47379059.441776, 47379100.833373
198, 47379081.652297, 47379117.547123
199, 47379092.757557, 47379134.290092
200, 47379103.862818, 47379150.850196
201, 47379126.073286, 47379167.505665
202, 47379148.283807, 47379184.222800
203, 47379159.389068, 47379200.916654
204, 47379181.599536, 47379217.520613
205, 47379192.704797, 47379234.241967
206, 47379203.810057, 47379250.903321
207, 47379226.020578, 47379267.491186
208, 47379248.231047, 47379284.185248
209, 47379259.336307, 47379300.885352
210, 47379281.546776, 47379317.545248
211, 47379292.652036, 47379334.301759
212, 47379303.757297, 47379350.865769
213, 47379325.967818, 47379367.505821
214, 47379348.178286, 47379384.187019
215, 47379359.283547, 47379400.878581
216, 47379381.494068, 47379417.633946
217, 47379392.599328, 47379434.584050
218, 47379403.704536, 47379450.904831
219, 47379425.915057, 47379467.460404
220, 47379448.125578, 47379484.193946
221, 47379459.230786, 47379500.840404
222, 47379481.441307, 47379517.551186
223, 47379492.546568, 47379535.196654
224, 47379503.651776, 47379550.914258
225, 47379525.862297, 47379567.523998
226, 47379548.072818, 47379584.151498
227, 47379559.178078, 47379600.843738
228, 47379581.388547, 47379617.555613
229, 47379592.493807, 47379634.295613
230, 47379603.599068, 47379650.836654
231, 47379625.809536, 47379668.482383
232, 47379648.020057, 47379684.576342
233, 47379659.125318, 47379700.834258
234, 47379681.335786, 47379717.580613
235, 47379692.441047, 47379734.232383
236, 47379703.546307, 47379750.814727
237, 47379725.756828, 47379767.479571
238, 47379736.862036, 47379784.571394
239, 47379759.072557, 47379800.945248
240, 47379781.283078, 47379817.466185
241, 47379792.388286, 47379834.206550
242, 47379803.493547, 47379850.861654
243, 47379825.704068, 47379867.607488
244, 47379847.914536, 47379884.196550
245, 47379859.019797, 47379900.837123
246, 47379881.230318, 47379917.743321
247, 47379892.335578, 47379934.309831
248, 47379903.440786, 47379950.900873
249, 47379925.651307, 47379967.675769
250, 47379947.861776, 47379984.160404
251, 47379958.967036, 47380000.952592
252, 47379981.177557, 47380017.591550
253, 47379992.282818, 47380034.253373
254, 47380003.388078, 47380050.798790
255, 47380025.598547, 47380067.564154
256, 47380047.809068, 47380084.138529
257, 47380058.914328, 47380100.846602
258, 47380081.124797, 47380117.511602
259, 47380092.230057, 47380134.183321
260, 47380103.335318, 47380150.829154
261, 47380125.545786, 47380167.488894
262, 47380147.756307, 47380184.194779
263, 47380158.861568, 47380200.843373
264, 47380181.072036, 47380217.571446
265, 47380192.177297, 47380234.241185
266, 47380203.282557, 47380250.834935
267, 47380225.493078, 47380267.483581
268, 47380247.703547, 47380284.125404
269, 47380258.808807, 47380300.776758
270, 47380281.019328, 47380317.435612
271, 47380292.124536, 47380334.204154
272, 47380303.229797, 47380350.822227
273, 47380325.440318, 47380367.437019
274, 47380347.650786, 47380384.112592
275, 47380358.756047, 47380400.889414
276, 47380380.966568, 47380417.482227
277, 47380392.071776, 47380434.232904
278, 47380403.177036, 47380450.853894
279, 47380425.387557, 47380467.803685
280, 47380447.598078, 47380484.852852
281, 47380458.703286, 47380501.182539
282, 47380469.808547, 47380517.517071
283, 47380492.019068, 47380534.636966
284, 47380514.229536, 47380551.221966
285, 47380525.334797, 47380567.699362
286, 47380536.440057, 47380584.168164
287, 47380558.650578, 47380601.358269
288, 47380569.755786, 47380617.889466
289, 47380591.966307, 47380634.406081
290, 47380614.176776, 47380651.298529
291, 47380636.387297, 47380667.445716
292, 47380636.387297, 47380684.128685
293, 47380658.597818, 47380700.837852
294, 47380669.703078, 47380717.472904
295, 47380691.913547, 47380734.179623
296, 47380714.124068, 47380750.821550
297, 47380736.334536, 47380767.538946
298, 47380736.334536, 47380784.385508
299, 47380758.545057, 47380800.993737
300, 47380780.755578, 47380817.557539
301, 47380791.860786, 47380834.225508
302, 47380814.071307, 47380851.016133
303, 47380836.281828, 47380867.445768
304, 47380836.281828, 47380884.179987
305, 47380858.492297, 47380900.780039
306, 47380880.702818, 47380917.394362
307, 47380891.808078, 47380934.345873
308, 47380914.018547, 47380950.777852
309, 47380925.123807, 47380967.477904
310, 47380936.229068, 47380984.126706
311, 47380958.439536, 47381000.746393
312, 47380969.544797, 47381017.460091
313, 47380991.755318, 47381034.181029
314, 47381013.965786, 47381050.754518
315, 47381025.071047, 47381067.511914
316, 47381036.176307, 47381084.226289
317, 47381058.386828, 47381100.775091
318, 47381080.597297, 47381117.428164
319, 47381091.702557, 47381134.171602
320, 47381113.913078, 47381150.728008
321, 47381136.123547, 47381167.421029
322, 47381136.123547, 47381184.122852
323, 47381158.334068, 47381200.766966
324, 47381180.544536, 47381217.427175
325, 47381191.649797, 47381234.371966
326, 47381213.860318, 47381250.793633
327, 47381224.965578, 47381267.428372
328, 47381247.176047, 47381284.108789
329, 47381269.386568, 47381300.754049
330, 47381269.386568, 47381317.393216
331, 47381291.597036, 47381334.369049
332, 47381313.807557, 47381350.771393
333, 47381324.912818, 47381367.434206
334, 47381347.123286, 47381384.434206
335, 47381358.228547, 47381400.763164
336, 47381369.333807, 47381417.521810
337, 47381391.544328, 47381434.133424
338, 47381413.754797, 47381450.728633
339, 47381424.860057, 47381467.410195
340, 47381447.070578, 47381484.063060
341, 47381458.175786, 47381500.780143
342, 47381469.281047, 47381517.509154
343, 47381491.491568, 47381534.154935
344, 47381513.702036, 47381550.762799
345, 47381524.807297, 47381567.443320
346, 47381547.017818, 47381584.033633
347, 47381558.123078, 47381600.796081
348, 47381569.228286, 47381617.422695
349, 47381591.438807, 47381634.484310
350, 47381613.649328, 47381650.767331
351, 47381624.754536, 47381667.442331
352, 47381646.965057, 47381684.183372
353, 47381658.070318, 47381700.783893
354, 47381669.175578, 47381717.449935
355, 47381691.386047, 47381734.187643
356, 47381713.596568, 47381750.736758
357, 47381724.701828, 47381767.471289
358, 47381746.912297, 47381784.020039
359, 47381769.122818, 47381800.714831
360, 47381769.122818, 47381817.584570
361, 47381791.333286, 47381834.265247
362, 47381813.543807, 47381850.759726
363, 47381824.649068, 47381867.412903
364, 47381846.859536, 47381884.087591
365, 47381857.964797, 47381901.271549
366, 47381869.070057, 47381917.469831
367, 47381891.280578, 47381934.557591
368, 47381902.385786, 47381950.903008
369, 47381924.596307, 47381967.453841
370, 47381946.806828, 47381984.014310
371, 47381957.912036, 47382000.772955
372, 47381980.122557, 47382017.389778
373, 47381991.227818, 47382034.091653
374, 47382002.333078, 47382050.786966
375, 47382024.543547, 47382067.405664
376, 47382046.754068, 47382084.124101
377, 47382057.859276, 47382100.814570
378, 47382068.964536, 47382117.444414
379, 47382091.175057, 47382134.195768
380, 47382102.280318, 47382150.744414
381, 47382124.490786, 47382167.445091
382, 47382146.701307, 47382184.059414
383, 47382168.911776, 47382200.745403
384, 47382168.911776, 47382217.531185
385, 47382191.122297, 47382234.058528
386, 47382202.227557, 47382250.769310
387, 47382224.438078, 47382267.440716
388, 47382246.648547, 47382284.074726
389, 47382257.753807, 47382300.755247
390, 47382279.964276, 47382317.537278
391, 47382291.069536, 47382334.197070
392, 47382302.174797, 47382350.843424
393, 47382324.385318, 47382367.512799
394, 47382346.595786, 47382384.182747
395, 47382357.701047, 47382400.705507
396, 47382368.806307, 47382417.382851
397, 47382391.016776, 47382434.121966
398, 47382402.122036, 47382450.759987
399, 47382424.332557, 47382467.473997
400, 47382446.543078, 47382484.119466
401, 47382457.648286, 47382500.757539
402, 47382479.858807, 47382517.481080
403, 47382490.964068, 47382534.156601
404, 47382513.174536, 47382550.820299
405, 47382535.385057, 47382567.581289
406, 47382535.385057, 47382584.046861
407, 47382557.595578, 47382600.809518
408, 47382579.806047, 47382617.444778
409, 47382590.911307, 47382635.102851
410, 47382602.016568, 47382650.840611
411, 47382624.227036, 47382667.373424
412, 47382646.437557, 47382684.053372
413, 47382657.542818, 47382700.733528
414, 47382679.753286, 47382717.434882
415, 47382690.858547, 47382734.867382
416, 47382701.963807, 47382750.868789
417, 47382724.174328, 47382767.436809
418, 47382746.384797, 47382784.106028
419, 47382757.490057, 47382800.784986
420, 47382779.700578, 47382817.795976
421, 47382790.805786, 47382834.103528
422, 47382801.911047, 47382850.836497
423, 47382824.121568, 47382867.330716
424, 47382846.332036, 47382884.088945
425, 47382857.437297, 47382900.710611
426, 47382879.647818, 47382917.382486
427, 47382890.753078, 47382934.296549
428, 47382901.858286, 47382950.796757
429, 47382924.068807, 47382967.350507
430, 47382946.279328, 47382984.084101
431, 47382957.384536, 47383000.748945
432, 47382979.595057, 47383017.349101
433, 47382990.700318, 47383034.703215
434, 47383001.805578, 47383050.793788
435, 47383024.016047, 47383067.693632
436, 47383046.226568, 47383084.067226
437, 47383057.331776, 47383101.070247
438, 47383068.437036, 47383117.374049
439, 47383090.647557, 47383134.388840
440, 47383112.858078, 47383150.841236
441, 47383123.963286, 47383167.426705
442, 47383146.173807, 47383184.073528
443, 47383168.384328, 47383201.049413
444, 47383168.384328, 47383217.403424
445, 47383190.594797, 47383234.043580
446, 47383201.700057, 47383250.896653
447, 47383223.910578, 47383267.383528
448, 47383246.121047, 47383284.411913
449, 47383257.226307, 47383300.665559
450, 47383268.331568, 47383317.492330
451, 47383290.542036, 47383333.983424
452, 47383312.752557, 47383350.812226
453, 47383323.857818, 47383367.399674
454, 47383346.068286, 47383384.002382
455, 47383368.278807, 47383400.775820
456, 47383379.384068, 47383417.531549
457, 47383390.489328, 47383434.001132
458, 47383412.699797, 47383450.889934
459, 47383423.805057, 47383467.761757
460, 47383446.015578, 47383484.227642
461, 47383457.120786, 47383500.926913
462, 47383468.226047, 47383517.396080
463, 47383490.436568, 47383534.067642
464, 47383512.647036, 47383550.907434
465, 47383523.752297, 47383567.333840
466, 47383534.857557, 47383584.030767
467, 47383557.068078, 47383600.640403
468, 47383579.278547, 47383617.366601
469, 47383590.383807, 47383634.079778
470, 47383612.594328, 47383653.558997
471, 47383623.699536, 47383667.458267
472, 47383645.910057, 47383684.295924
473, 47383668.120578, 47383700.853944
474, 47383679.225786, 47383717.614205
475, 47383690.331047, 47383734.938424
