frameCounter, trackingStatus, timeLogged, frameNumber
121,2,714243.2841, 2000
122,2,714243.2960, 2001
123,2,714243.3090, 2002
124,2,714243.3249, 2003
125,2,714243.3411, 2004
126,2,714243.3564, 2005
127,2,714243.3722, 2006
128,2,714243.3889, 2007
129,2,714243.4040, 2008
130,2,714243.4199, 2009
131,2,714243.4347, 2010
132,2,714243.4533, 2011
133,2,714243.4702, 2012
134,2,714243.4884, 2013
135,2,714243.5184, 2014
136,2,714243.5343, 2015
137,2,714243.5509, 2016
138,2,714243.5664, 2017
139,2,714243.5805, 2018
140,2,714243.5955, 2019
141,2,714243.6110, 2020
142,2,714243.6277, 2021
143,2,714243.6449, 2022
144,2,714243.6598, 2023
145,2,714243.6761, 2024
146,2,714243.6932, 2025
147,2,714243.7088, 2026
148,2,714243.7249, 2027
149,2,714243.7409, 2028
150,2,714243.7590, 2029
151,2,714243.7752, 2030
152,2,714243.7902, 2031
153,2,714243.8067, 2032
154,2,714243.8225, 2033
155,2,714243.8382, 2034
156,2,714243.8533, 2035
157,2,714243.8667, 2036
158,2,714243.9008, 2037
159,2,714243.9170, 2038
160,2,714243.9316, 2039
161,2,714243.9470, 2040
162,2,714243.9637, 2041
163,2,714243.9803, 2042
164,2,714243.9957, 2043
165,2,714244.0137, 2044
166,2,714244.0322, 2045
167,2,714244.0459, 2046
168,2,714244.0618, 2047
169,2,714244.0789, 2048
170,2,714244.0937, 2049
171,2,714244.1100, 2050
172,2,714244.1275, 2051
173,2,714244.1416, 2052
174,2,714244.1559, 2053
175,2,714244.1705, 2054
176,2,714244.1881, 2055
177,2,714244.2022, 2056
178,2,714244.2199, 2057
179,2,714244.2363, 2058
180,2,714244.2528, 2059
181,2,714244.2679, 2060
182,2,714244.3022, 2061
183,2,714244.3183, 2062
184,2,714244.3353, 2063
185,2,714244.3516, 2064
186,2,714244.3665, 2065
187,2,714244.3823, 2066
188,2,714244.3974, 2067
189,2,714244.4146, 2068
190,2,714244.4289, 2069
191,2,714244.4451, 2070
192,2,714244.4606, 2071
193,2,714244.4755, 2072
194,2,714244.4914, 2073
195,2,714244.5081, 2074
196,2,714244.5226, 2075
197,2,714244.5401, 2076
198,2,714244.5571, 2077
199,2,714244.5728, 2078
200,2,714244.5887, 2079
201,2,714244.6066, 2080
202,2,714244.6229, 2081
203,2,714244.6386, 2082
204,2,714244.6553, 2083
205,2,714244.6856, 2084
206,2,714244.7011, 2085
207,2,714244.7161, 2086
208,2,714244.7330, 2087
209,2,714244.7486, 2088
210,2,714244.7657, 2089
211,2,714244.7816, 2090
212,2,714244.7971, 2091
213,2,714244.8136, 2092
214,2,714244.8267, 2093
215,2,714244.8439, 2094
216,2,714244.8631, 2095
217,2,714244.8784, 2096
218,2,714244.8951, 2097
219,2,714244.9108, 2098
220,2,714244.9272, 2099
221,2,714244.9425, 2100
222,2,714244.9590, 2101
223,2,714244.9744, 2102
224,2,714244.9883, 2103
225,2,714245.0048, 2104
226,2,714245.0200, 2105
227,2,714245.0354, 2106
228,2,714245.0522, 2107
229,2,714245.0826, 2108
230,2,714245.1015, 2109
231,2,714245.1157, 2110
232,2,714245.1352, 2111
233,2,714245.1526, 2112
234,2,714245.1659, 2113
235,2,714245.1828, 2114
236,2,714245.1981, 2115
237,2,714245.2133, 2116
238,2,714245.2312, 2117
239,2,714245.2465, 2118
240,2,714245.2616, 2119
241,2,714245.2780, 2120
242,2,714245.2922, 2121
243,2,714245.3093, 2122
244,2,714245.3239, 2123
245,2,714245.3394, 2124
246,2,714245.3566, 2125
247,2,714245.3723, 2126
248,2,714245.3887, 2127
