current_time,predicted_x,predicted_y,predicted_z
714243.265627700021,-6.416338217769,4.237212462368,72.832138617250
714243.269618500024,-6.416338217769,4.237212462368,72.832238247264
714243.274605400045,-6.416338217769,4.237212462368,72.832339141373
714243.277605899959,-6.416338217769,4.237212462368,72.832441322939
714243.281625999953,-6.416338217769,4.237212462368,72.832544848211
714243.285577500006,-6.416338217769,4.237212462368,72.832647713603
714243.290579500026,-6.416338217769,4.237212462368,72.832749980950
714243.294550599996,-6.416338217769,4.237212462368,72.832851702633
714243.298535599955,-6.416338217769,4.237212462368,72.832952151111
714243.303525299998,-6.416338217769,4.237212462368,72.833051373467
714243.307515399996,-6.416338217769,4.237212462368,72.833149416581
714243.311504799989,-6.416338217769,4.237212462368,72.833247419263
714243.315500200028,-6.416338217769,4.237212462368,72.833345406284
714243.319485499989,-6.416338217769,4.237212462368,72.833443401239
714243.323471199954,-6.416338217769,4.237212462368,72.833541426681
714243.327458800049,-6.416338217769,4.237212462368,72.833642234786
714243.332450399990,-6.416338217769,4.237212462368,72.833745885389
714243.336446300033,-6.416338217769,4.237212462368,72.833852397588
714243.340423800051,-6.416338217769,4.237212462368,72.833961791834
714243.344409500016,-6.416338217769,4.237212462368,72.834073772388
714243.349402199965,-6.416338217769,4.237212462368,72.834188420296
714243.353386700037,-6.416338217769,4.237212462368,72.834305772070
714243.357372099999,-6.416338217769,4.237212462368,72.834423908614
714243.361366400030,-6.416338217769,4.237212462368,72.834542853915
714243.365362399956,-6.416338217769,4.237212462368,72.834662631122
714243.369350100053,-6.416338217769,4.237212462368,72.834783262406
714243.373328699963,-6.416338217769,4.237212462368,72.834905496298
714243.378323100042,-6.416338217769,4.237212462368,72.835029394600
714243.382357000024,-6.416338217769,4.237212462368,72.835154989115
714243.386304800049,-6.416338217769,4.237212462368,72.835282309049
714243.390290600015,-6.416338217769,4.237212462368,72.835413947811
714243.394277999992,-6.416338217769,4.237212462368,72.835549962919
714243.399286699947,-6.416338217769,4.237212462368,72.835690490020
714243.403253199998,-6.416338217769,4.237212462368,72.835835588304
714243.407242699992,-6.416338217769,4.237212462368,72.835984920878
714243.411232799990,-6.416338217769,4.237212462368,72.836138553002
