CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
714300.204480757, 714300.204480757, 5414, 714300.204480757, 714300.204480757, 5414, 714300.204480757, 1642
714300.221154371, 714300.221154371, 5415, 714300.221154371, 714300.221154371, 5415, 714300.221154371, 1643
714300.237827985, 714300.237827985, 5416, 714300.237827985, 714300.237827985, 5416, 714300.237827985, 1644
714300.254501599, 714300.254501599, 5417, 714300.254501599, 714300.254501599, 5417, 714300.254501599, 1645
714300.271175213, 714300.271175213, 5418, 714300.271175213, 714300.271175213, 5418, 714300.271175213, 1646
714300.287848827, 714300.287848827, 5419, 714300.287848827, 714300.287848827, 5419, 714300.287848827, 1647
714300.304522441, 714300.304522441, 5420, 714300.304522441, 714300.304522441, 5420, 714300.304522441, 1648
714300.321196055, 714300.321196055, 5421, 714300.321196055, 714300.321196055, 5421, 714300.321196055, 1649
714300.337869669, 714300.337869669, 5422, 714300.337869669, 714300.337869669, 5422, 714300.337869669, 1650
714300.354543283, 714300.354543283, 5423, 714300.354543283, 714300.354543283, 5423, 714300.354543283, 1651
714300.371216897, 714300.371216897, 5424, 714300.371216897, 714300.371216897, 5424, 714300.371216897, 1652
714300.387844829, 714300.387844829, 5425, 714300.387844829, 714300.387844829, 5425, 714300.387844829, 1653
714300.404511496, 714300.404511496, 5426, 714300.404511496, 714300.404511496, 5426, 714300.404511496, 1654
714300.421178162, 714300.421178162, 5427, 714300.421178162, 714300.421178162, 5427, 714300.421178162, 1655
714300.437844829, 714300.437844829, 5428, 714300.437844829, 714300.437844829, 5428, 714300.437844829, 1656
714300.454511496, 714300.454511496, 5429, 714300.454511496, 714300.454511496, 5429, 714300.454511496, 1657
714300.471178162, 714300.471178162, 5430, 714300.471178162, 714300.471178162, 5430, 714300.471178162, 1658
714300.487844829, 714300.487844829, 5431, 714300.487844829, 714300.487844829, 5431, 714300.487844829, 1659
714300.504511496, 714300.504511496, 5432, 714300.504511496, 714300.504511496, 5432, 714300.504511496, 1660
714300.521178163, 714300.521178163, 5433, 714300.521178163, 714300.521178163, 5433, 714300.521178163, 1661
714300.537844829, 714300.537844829, 5434, 714300.537844829, 714300.537844829, 5434, 714300.537844829, 1662
714300.554511496, 714300.554511496, 5435, 714300.554511496, 714300.554511496, 5435, 714300.554511496, 1663
714300.571178163, 714300.571178163, 5436, 714300.571178163, 714300.571178163, 5436, 714300.571178163, 1664
714300.587844830, 714300.587844830, 5437, 714300.587844830, 714300.587844830, 5437, 714300.587844830, 1665
714300.604511496, 714300.604511496, 5438, 714300.604511496, 714300.604511496, 5438, 714300.604511496, 1666
714300.621178163, 714300.621178163, 5439, 714300.621178163, 714300.621178163, 5439, 714300.621178163, 1667
714300.637844830, 714300.637844830, 5440, 714300.637844830, 714300.637844830, 5440, 714300.637844830, 1668
714300.654511496, 714300.654511496, 5441, 714300.654511496, 714300.654511496, 5441, 714300.654511496, 1669
714300.671178163, 714300.671178163, 5442, 714300.671178163, 714300.671178163, 5442, 714300.671178163, 1670
714300.687844830, 714300.687844830, 5443, 714300.687844830, 714300.687844830, 5443, 714300.687844830, 1671
714300.704511497, 714300.704511497, 5444, 714300.704511497, 714300.704511497, 5444, 714300.704511497, 1672
714300.721178163, 714300.721178163, 5445, 714300.721178163, 714300.721178163, 5445, 714300.721178163, 1673
714300.737844830, 714300.737844830, 5446, 714300.737844830, 714300.737844830, 5446, 714300.737844830, 1674
714300.754511497, 714300.754511497, 5447, 714300.754511497, 714300.754511497, 5447, 714300.754511497, 1675
714300.771267171, 714300.771267171, 5448, 714300.771267171, 714300.771267171, 5448, 714300.771267171, 1676
714300.787940785, 714300.787940785, 5449, 714300.787940785, 714300.787940785, 5449, 714300.787940785, 1677
714300.804614399, 714300.804614399, 5450, 714300.804614399, 714300.804614399, 5450, 714300.804614399, 1678
714300.821288013, 714300.821288013, 5451, 714300.821288013, 714300.821288013, 5451, 714300.821288013, 1679
714300.837961627, 714300.837961627, 5452, 714300.837961627, 714300.837961627, 5452, 714300.837961627, 1680
714300.854635241, 714300.854635241, 5453, 714300.854635241, 714300.854635241, 5453, 714300.854635241, 1681
714300.871308855, 714300.871308855, 5454, 714300.871308855, 714300.871308855, 5454, 714300.871308855, 1682
714300.887982469, 714300.887982469, 5455, 714300.887982469, 714300.887982469, 5455, 714300.887982469, 1683
714300.904656083, 714300.904656083, 5456, 714300.904656083, 714300.904656083, 5456, 714300.904656083, 1684
714300.921329697, 714300.921329697, 5457, 714300.921329697, 714300.921329697, 5457, 714300.921329697, 1685
714300.938003311, 714300.938003311, 5458, 714300.938003311, 714300.938003311, 5458, 714300.938003311, 1686
714300.954676925, 714300.954676925, 5459, 714300.954676925, 714300.954676925, 5459, 714300.954676925, 1687
714300.971350539, 714300.971350539, 5460, 714300.971350539, 714300.971350539, 5460, 714300.971350539, 1688
714300.988024153, 714300.988024153, 5461, 714300.988024153, 714300.988024153, 5461, 714300.988024153, 1689
714301.004697767, 714301.004697767, 5462, 714301.004697767, 714301.004697767, 5462, 714301.004697767, 1690
714301.021371381, 714301.021371381, 5463, 714301.021371381, 714301.021371381, 5463, 714301.021371381, 1691
714301.038044995, 714301.038044995, 5464, 714301.038044995, 714301.038044995, 5464, 714301.038044995, 1692
714301.054718609, 714301.054718609, 5465, 714301.054718609, 714301.054718609, 5465, 714301.054718609, 1693
714301.071392223, 714301.071392223, 5466, 714301.071392223, 714301.071392223, 5466, 714301.071392223, 1694
714301.088065838, 714301.088065838, 5467, 714301.088065838, 714301.088065838, 5467, 714301.088065838, 1695
714301.104739452, 714301.104739452, 5468, 714301.104739452, 714301.104739452, 5468, 714301.104739452, 1696
714301.121413066, 714301.121413066, 5469, 714301.121413066, 714301.121413066, 5469, 714301.121413066, 1697
714301.138086680, 714301.138086680, 5470, 714301.138086680, 714301.138086680, 5470, 714301.138086680, 1698
714301.154760294, 714301.154760294, 5471, 714301.154760294, 714301.154760294, 5471, 714301.154760294, 1699
714301.171475606, 714301.171475606, 5472, 714301.171475606, 714301.171475606, 5472, 714301.171475606, 1700
714301.188156173, 714301.188156173, 5473, 714301.188156173, 714301.188156173, 5473, 714301.188156173, 1701
714301.204836741, 714301.204836741, 5474, 714301.204836741, 714301.204836741, 5474, 714301.204836741, 1702
714301.221517308, 714301.221517308, 5475, 714301.221517308, 714301.221517308, 5475, 714301.221517308, 1703
714301.238197875, 714301.238197875, 5476, 714301.238197875, 714301.238197875, 5476, 714301.238197875, 1704
714301.254878442, 714301.254878442, 5477, 714301.254878442, 714301.254878442, 5477, 714301.254878442, 1705
714301.271559009, 714301.271559009, 5478, 714301.271559009, 714301.271559009, 5478, 714301.271559009, 1706
714301.288239576, 714301.288239576, 5479, 714301.288239576, 714301.288239576, 5479, 714301.288239576, 1707
714301.304920144, 714301.304920144, 5480, 714301.304920144, 714301.304920144, 5480, 714301.304920144, 1708
714301.321600711, 714301.321600711, 5481, 714301.321600711, 714301.321600711, 5481, 714301.321600711, 1709
714301.338281278, 714301.338281278, 5482, 714301.338281278, 714301.338281278, 5482, 714301.338281278, 1710
714301.354961845, 714301.354961845, 5483, 714301.354961845, 714301.354961845, 5483, 714301.354961845, 1711
714301.371642412, 714301.371642412, 5484, 714301.371642412, 714301.371642412, 5484, 714301.371642412, 1712
714301.388322979, 714301.388322979, 5485, 714301.388322979, 714301.388322979, 5485, 714301.388322979, 1713
