CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
714300.2045, -52.4575, 75.3012, 705.1351, 0.0879, -0.0879, 0.0060, -52.4575, 75.3012, 705.1351, 0.0879, -0.0879, 0.0060, 5414
714300.2212, -51.9599, 74.9709, 703.2492, 0.0834, -0.0899, 0.0087, -51.9599, 74.9709, 703.2492, 0.0834, -0.0899, 0.0087, 5415
714300.2378, -52.3885, 75.0138, 703.3391, 0.0803, -0.0894, 0.0084, -52.3885, 75.0138, 703.3391, 0.0803, -0.0894, 0.0084, 5416
714300.2545, -52.5533, 75.4175, 706.3872, 0.0689, -0.0883, 0.0061, -52.5533, 75.4175, 706.3872, 0.0689, -0.0883, 0.0061, 5417
714300.2712, -52.6769, 75.2939, 705.8965, 0.0752, -0.0809, 0.0093, -52.6769, 75.2939, 705.8965, 0.0752, -0.0809, 0.0093, 5418
714300.2878, -52.6551, 75.3049, 704.8293, 0.0735, -0.0929, 0.0062, -52.6551, 75.3049, 704.8293, 0.0735, -0.0929, 0.0062, 5419
714300.3045, -52.8305, 75.2728, 707.5786, 0.0706, -0.0888, 0.0108, -52.8305, 75.2728, 707.5786, 0.0706, -0.0888, 0.0108, 5420
714300.3212, -52.9090, 75.7800, 708.2437, 0.0722, -0.0955, 0.0069, -52.9090, 75.7800, 708.2437, 0.0722, -0.0955, 0.0069, 5421
714300.3379, -53.1758, 76.0354, 709.5466, 0.0827, -0.0925, 0.0056, -53.1758, 76.0354, 709.5466, 0.0827, -0.0925, 0.0056, 5422
714300.3545, -53.0616, 75.9801, 710.0764, 0.0686, -0.0875, 0.0059, -53.0616, 75.9801, 710.0764, 0.0686, -0.0875, 0.0059, 5423
714300.3712, -53.4117, 76.4492, 712.9419, 0.0672, -0.0916, 0.0099, -53.4117, 76.4492, 712.9419, 0.0672, -0.0916, 0.0099, 5424
714300.3878, -53.1169, 76.2096, 710.8205, 0.0719, -0.0920, 0.0042, -53.1169, 76.2096, 710.8205, 0.0719, -0.0920, 0.0042, 5425
714300.4045, -53.5790, 76.5114, 713.7706, 0.0713, -0.0897, 0.0121, -53.5790, 76.5114, 713.7706, 0.0713, -0.0897, 0.0121, 5426
714300.4212, -53.2698, 76.0555, 710.3722, 0.0687, -0.0967, 0.0070, -53.2698, 76.0555, 710.3722, 0.0687, -0.0967, 0.0070, 5427
714300.4378, -53.7979, 75.8265, 712.1163, 0.0500, -0.0828, 0.0094, -53.7979, 75.8265, 712.1163, 0.0500, -0.0828, 0.0094, 5428
714300.4545, -53.5653, 75.3884, 712.1403, 0.0655, -0.0852, 0.0108, -53.5653, 75.3884, 712.1403, 0.0655, -0.0852, 0.0108, 5429
714300.4712, -53.6094, 75.4121, 711.7665, 0.0683, -0.0845, 0.0103, -53.6094, 75.4121, 711.7665, 0.0683, -0.0845, 0.0103, 5430
714300.4878, -53.9432, 74.9837, 711.2674, 0.0701, -0.0875, 0.0075, -53.9432, 74.9837, 711.2674, 0.0701, -0.0875, 0.0075, 5431
714300.5045, -54.1321, 75.2828, 714.7934, 0.0404, -0.0886, 0.0067, -54.1321, 75.2828, 714.7934, 0.0404, -0.0886, 0.0067, 5432
714300.5212, -54.0859, 74.9012, 712.9207, 0.0597, -0.0890, 0.0061, -54.0859, 74.9012, 712.9207, 0.0597, -0.0890, 0.0061, 5433
714300.5378, -54.1025, 75.0746, 714.6761, 0.0522, -0.0868, 0.0081, -54.1025, 75.0746, 714.6761, 0.0522, -0.0868, 0.0081, 5434
