CaptureTime, LeftLM1.x, LeftLM1.y, LeftLM2.x, LeftLM2.y, LeftLM3.x, LeftLM3.y, LeftLM4.x, LeftLM4.y, LeftLM5.x, LeftLM5.y, LeftLM6.x, LeftLM6.y, RightLM1.x, RightLM1.y, RightLM2.x, RightLM2.y, RightLM3.x, RightLM3.y, RightLM4.x, RightLM4.y, RightLM5.x, RightLM5.y, RightLM6.x, RightLM6.y, frameNumber
714300.2045, 254.3456, 270.1038,252.8457, 272.7018,249.8458, 272.7020,248.3457, 270.1041,249.8453, 267.5059,252.8452, 267.5055,297.0327, 272.5649,294.0327, 272.5650,292.5326, 269.9671,294.0322, 267.3690,297.0322, 267.3686,298.5326, 269.9663,316.8763, 269.3367,315.3763, 271.9348,312.3764, 271.9349,310.8763, 269.3370,312.3759, 266.7389,315.3759, 266.7384,359.6863, 272.2352,356.6863, 272.2353,355.1862, 269.6374,356.6859, 267.0392,359.6858, 267.0388,361.1862, 269.6366,5414
714300.2212, 254.7062, 269.8253,253.2063, 272.4233,250.2063, 272.4235,248.7062, 269.8256,250.2059, 267.2274,253.2058, 267.2270,297.2683, 272.5342,294.2684, 272.5343,292.7683, 269.9364,294.2679, 267.3383,297.2679, 267.3378,298.7682, 269.9356,316.9785, 269.2560,315.4786, 271.8540,312.4787, 271.8541,310.9785, 269.2562,312.4782, 266.6581,315.4781, 266.6577,359.7961, 272.2720,356.7961, 272.2721,355.2960, 269.6743,356.7957, 267.0761,359.7956, 267.0757,361.2960, 269.6734,5415
714300.2378, 254.3917, 269.7433,252.8918, 272.3413,249.8919, 272.3414,248.3917, 269.7436,249.8914, 267.1454,252.8913, 267.1450,296.9462, 272.3398,293.9462, 272.3399,292.4461, 269.7421,293.9457, 267.1439,296.9457, 267.1435,298.4461, 269.7412,316.8613, 269.4343,315.3614, 272.0323,312.3615, 272.0324,310.8613, 269.4345,312.3610, 266.8364,315.3609, 266.8359,359.6712, 272.3445,356.6713, 272.3447,355.1711, 269.7468,356.6708, 267.1486,359.6707, 267.1482,361.1711, 269.7459,5416
714300.2545, 254.4579, 269.9484,252.9579, 272.5464,249.9580, 272.5466,248.4579, 269.9487,249.9576, 267.3505,252.9575, 267.3501,296.9883, 272.4639,293.9883, 272.4641,292.4882, 269.8662,293.9879, 267.2680,296.9878, 267.2676,298.4882, 269.8654,316.9545, 269.1194,315.4546, 271.7174,312.4547, 271.7176,310.9545, 269.1197,312.4542, 266.5215,315.4541, 266.5211,359.7101, 272.1932,356.7101, 272.1934,355.2100, 269.5955,356.7097, 266.9973,359.7096, 266.9969,361.2100, 269.5946,5417
714300.2712, 254.2593, 269.8549,252.7594, 272.4529,249.7595, 272.4530,248.2593, 269.8552,249.7590, 267.2570,252.7589, 267.2566,297.0919, 272.5435,294.0920, 272.5436,292.5919, 269.9458,294.0915, 267.3476,297.0914, 267.3472,298.5918, 269.9449,316.8971, 269.0755,315.3972, 271.6735,312.3973, 271.6736,310.8971, 269.0758,312.3968, 266.4776,315.3967, 266.4772,359.5706, 272.0114,356.5707, 272.0115,355.0706, 269.4137,356.5702, 266.8155,359.5701, 266.8151,361.0705, 269.4128,5418
714300.2878, 254.2225, 270.0586,252.7226, 272.6566,249.7227, 272.6568,248.2225, 270.0589,249.7222, 267.4607,252.7221, 267.4603,296.8297, 272.5396,293.8298, 272.5398,292.3297, 269.9419,293.8293, 267.3437,296.8293, 267.3433,298.3297, 269.9411,316.8041, 269.1335,315.3042, 271.7316,312.3043, 271.7317,310.8041, 269.1338,312.3038, 266.5356,315.3037, 266.5352,359.5860, 272.1481,356.5861, 272.1483,355.0860, 269.5504,356.5856, 266.9522,359.5855, 266.9518,361.0859, 269.5495,5419
714300.3045, 254.5070, 269.8691,253.0071, 272.4671,250.0072, 272.4673,248.5070, 269.8694,250.0067, 267.2712,253.0066, 267.2708,296.9867, 272.6628,293.9868, 272.6630,292.4866, 270.0651,293.9863, 267.4669,296.9862, 267.4665,298.4866, 270.0642,316.7139, 269.6062,315.2140, 272.2043,312.2141, 272.2044,310.7140, 269.6065,312.2136, 267.0083,315.2135, 267.0079,359.6335, 272.3732,356.6335, 272.3733,355.1334, 269.7755,356.6331, 267.1773,359.6330, 267.1768,361.1334, 269.7746,5420
714300.3212, 254.1732, 270.3887,252.6733, 272.9867,249.6734, 272.9868,248.1732, 270.3890,249.6729, 267.7908,252.6728, 267.7904,296.7962, 273.0634,293.7963, 273.0635,292.2961, 270.4656,293.7958, 267.8674,296.7957, 267.8670,298.2961, 270.4648,316.9578, 269.5123,315.4579, 272.1104,312.4579, 272.1105,310.9578, 269.5126,312.4574, 266.9145,315.4574, 266.9140,359.3454, 272.6065,356.3455, 272.6067,354.8453, 270.0088,356.3450, 267.4106,359.3449, 267.4102,360.8453, 270.0079,5421
714300.3379, 254.1194, 270.8557,252.6194, 273.4537,249.6195, 273.4538,248.1194, 270.8559,249.6190, 268.2578,252.6189, 268.2573,296.6736, 273.3217,293.6737, 273.3219,292.1736, 270.7240,293.6732, 268.1258,296.6731, 268.1254,298.1735, 270.7232,316.6394, 270.1277,315.1395, 272.7257,312.1396, 272.7258,310.6394, 270.1279,312.1391, 267.5298,315.1390, 267.5294,359.2776, 272.9859,356.2777, 272.9860,354.7776, 270.3882,356.2773, 267.7900,359.2772, 267.7896,360.7776, 270.3873,5422
714300.3545, 254.2509, 270.9833,252.7510, 273.5813,249.7511, 273.5814,248.2509, 270.9836,249.7506, 268.3854,252.7505, 268.3849,296.8666, 273.5569,293.8666, 273.5570,292.3665, 270.9592,293.8661, 268.3610,296.8661, 268.3606,298.3665, 270.9583,316.7079, 270.4407,315.2080, 273.0387,312.2081, 273.0388,310.7079, 270.4409,312.2076, 267.8428,315.2076, 267.8424,359.1631, 273.0952,356.1632, 273.0954,354.6630, 270.4975,356.1627, 267.8993,359.1626, 267.8989,360.6630, 270.4967,5423
