frameCounter, trackingStatus, timeLogged, frameNumber
3652,2,4064.1547, 46033
3653,2,4064.1719, 46034
3654,2,4064.1871, 46035
3655,2,4064.2029, 46036
3656,2,4064.2191, 46037
3657,2,4064.2349, 46038
3658,2,4064.2504, 46039
3659,2,4064.2665, 46040
3660,2,4064.2829, 46041
3661,2,4064.2987, 46042
3662,2,4064.3149, 46043
3663,2,4064.3305, 46044
3664,2,4064.3474, 46045
3665,2,4064.3628, 46046
3666,2,4064.3790, 46047
3667,2,4064.3945, 46048
3668,2,4064.4108, 46049
3669,2,4064.4273, 46050
3670,2,4064.4426, 46051
3671,2,4064.4588, 46052
3672,2,4064.4762, 46053
3673,2,4064.5070, 46054
3674,2,4064.5228, 46055
3675,2,4064.5388, 46056
3676,2,4064.5548, 46057
3677,2,4064.5708, 46058
3678,2,4064.5868, 46059
3679,2,4064.6027, 46060
3680,2,4064.6184, 46061
3681,2,4064.6349, 46062
3682,2,4064.6505, 46063
3683,2,4064.6669, 46064
3684,2,4064.6828, 46065
3685,2,4064.7002, 46066
3686,2,4064.7146, 46067
3687,2,4064.7305, 46068
3688,2,4064.7466, 46069
3689,2,4064.7631, 46070
3690,2,4064.7783, 46071
3691,2,4064.7964, 46072
3692,2,4064.8109, 46073
3693,2,4064.8271, 46074
3694,2,4064.8426, 46075
3695,2,4064.8589, 46076
3696,2,4064.8754, 46077
3697,2,4064.9077, 46078
3698,2,4064.9231, 46079
3699,2,4064.9392, 46080
3700,2,4064.9546, 46081
3701,2,4064.9710, 46082
3702,2,4064.9868, 46083
3703,2,4065.0026, 46084
3704,2,4065.0214, 46085
3705,2,4065.0349, 46086
3706,2,4065.0508, 46087
3707,2,4065.0670, 46088
3708,2,4065.0829, 46089
3709,2,4065.0987, 46090
3710,2,4065.1147, 46091
3711,2,4065.1307, 46092
3712,2,4065.1467, 46093
3713,2,4065.1630, 46094
3714,2,4065.1784, 46095
3715,2,4065.1952, 46096
3716,2,4065.2106, 46097
3717,2,4065.2276, 46098
3718,2,4065.2425, 46099
3719,2,4065.2590, 46100
3720,2,4065.2917, 46101
3721,2,4065.3073, 46102
3722,2,4065.3240, 46103
3723,2,4065.3388, 46104
3724,2,4065.3546, 46105
3725,2,4065.3710, 46106
3726,2,4065.3868, 46107
3727,2,4065.4031, 46108
3728,2,4065.4186, 46109
3729,2,4065.4350, 46110
3730,2,4065.4506, 46111
3731,2,4065.4668, 46112
3732,2,4065.4827, 46113
3733,2,4065.4995, 46114
3734,2,4065.5148, 46115
3735,2,4065.5306, 46116
3736,2,4065.5466, 46117
3737,2,4065.5628, 46118
3738,2,4065.5789, 46119
3739,2,4065.5948, 46120
3740,2,4065.6107, 46121
3741,2,4065.6268, 46122
