CaptureTime, LeftLM1.x, LeftLM1.y, LeftLM2.x, LeftLM2.y, LeftLM3.x, LeftLM3.y, LeftLM4.x, LeftLM4.y, LeftLM5.x, LeftLM5.y, LeftLM6.x, LeftLM6.y, RightLM1.x, RightLM1.y, RightLM2.x, RightLM2.y, RightLM3.x, RightLM3.y, RightLM4.x, RightLM4.y, RightLM5.x, RightLM5.y, RightLM6.x, RightLM6.y, frameNumber
519356.3068, 249.0469, 199.0405,247.5470, 201.6385,244.5470, 201.6387,243.0469, 199.0408,244.5466, 196.4426,247.5465, 196.4422,303.0777, 205.0695,300.0778, 205.0696,298.5776, 202.4717,300.0773, 199.8736,303.0772, 199.8731,304.5776, 202.4709,373.4214, 215.9160,371.9215, 218.5141,368.9216, 218.5142,367.4214, 215.9163,368.9211, 213.3182,371.9211, 213.3177,426.4947, 221.7627,423.4948, 221.7629,421.9946, 219.1650,423.4943, 216.5668,426.4942, 216.5664,427.9946, 219.1641,999
519356.3234, 249.5999, 198.8864,248.1000, 201.4844,245.1001, 201.4846,243.5999, 198.8867,245.0996, 196.2885,248.0995, 196.2881,303.6031, 205.7494,300.6032, 205.7495,299.1030, 203.1517,300.6027, 200.5535,303.6026, 200.5531,305.1030, 203.1508,373.0216, 215.8421,371.5217, 218.4401,368.5218, 218.4403,367.0216, 215.8424,368.5213, 213.2442,371.5212, 213.2438,426.3488, 221.7482,423.3489, 221.7483,421.8488, 219.1504,423.3484, 216.5522,426.3483, 216.5518,427.8487, 219.1496,1000
519356.3401, 249.5005, 198.7013,248.0006, 201.2993,245.0007, 201.2995,243.5005, 198.7016,245.0002, 196.1034,248.0001, 196.1030,303.7364, 204.9992,300.7365, 204.9994,299.2363, 202.4015,300.7360, 199.8033,303.7359, 199.8029,305.2363, 202.4007,372.8959, 215.8007,371.3960, 218.3987,368.3960, 218.3989,366.8959, 215.8010,368.3955, 213.2028,371.3955, 213.2024,426.2838, 221.6185,423.2838, 221.6186,421.7837, 219.0207,423.2833, 216.4225,426.2833, 216.4221,427.7837, 219.0199,1001
519356.3568, 249.1293, 198.7617,247.6294, 201.3597,244.6295, 201.3599,243.1293, 198.7620,244.6290, 196.1638,247.6289, 196.1634,303.7628, 205.0644,300.7629, 205.0645,299.2628, 202.4666,300.7625, 199.8684,303.7624, 199.8680,305.2628, 202.4658,373.0452, 215.6145,371.5453, 218.2125,368.5453, 218.2126,367.0452, 215.6147,368.5448, 213.0166,371.5448, 213.0162,426.8964, 221.1991,423.8965, 221.1992,422.3963, 218.6013,423.8960, 216.0031,426.8959, 216.0027,428.3963, 218.6005,1002
519356.3735, 249.3436, 199.1033,247.8437, 201.7013,244.8438, 201.7015,243.3436, 199.1036,244.8433, 196.5054,247.8432, 196.5050,303.8348, 205.6823,300.8349, 205.6824,299.3347, 203.0845,300.8344, 200.4863,303.8343, 200.4859,305.3347, 203.0837,373.0878, 215.6553,371.5879, 218.2533,368.5880, 218.2534,367.0878, 215.6555,368.5875, 213.0574,371.5874, 213.0570,426.9249, 221.6411,423.9250, 221.6413,422.4248, 219.0434,423.9245, 216.4452,426.9244, 216.4448,428.4248, 219.0426,1003
519356.3905, 249.6920, 198.9358,248.1921, 201.5338,245.1921, 201.5339,243.6920, 198.9360,245.1917, 196.3379,248.1916, 196.3374,303.7805, 205.5246,300.7806, 205.5248,299.2805, 202.9269,300.7802, 200.3287,303.7801, 200.3283,305.2805, 202.9260,373.6262, 215.8435,372.1263, 218.4415,369.1263, 218.4417,367.6262, 215.8438,369.1259, 213.2456,372.1258, 213.2452,426.9211, 221.5298,423.9212, 221.5299,422.4211, 218.9320,423.9207, 216.3338,426.9206, 216.3334,428.4210, 218.9312,1004
519356.4072, 249.6279, 199.3403,248.1279, 201.9383,245.1280, 201.9384,243.6279, 199.3405,245.1275, 196.7424,248.1275, 196.7420,303.9045, 205.3652,300.9046, 205.3653,299.4044, 202.7674,300.9041, 200.1693,303.9041, 200.1689,305.4044, 202.7666,373.6050, 215.7516,372.1051, 218.3497,369.1052, 218.3498,367.6050, 215.7519,369.1047, 213.1537,372.1046, 213.1533,426.9515, 221.7822,423.9516, 221.7823,422.4514, 219.1844,423.9511, 216.5863,426.9510, 216.5858,428.4514, 219.1836,1005
519356.4238, 250.1049, 199.0987,248.6050, 201.6967,245.6051, 201.6968,244.1049, 199.0989,245.6046, 196.5008,248.6046, 196.5004,304.4070, 205.3976,301.4071, 205.3978,299.9070, 202.7999,301.4066, 200.2017,304.4066, 200.2013,305.9070, 202.7991,374.1774, 215.9146,372.6774, 218.5126,369.6775, 218.5127,368.1774, 215.9148,369.6770, 213.3167,372.6769, 213.3163,427.3377, 221.6147,424.3377, 221.6148,422.8376, 219.0169,424.3372, 216.4187,427.3372, 216.4183,428.8376, 219.0161,1006
519356.4405, 249.9883, 198.9690,248.4884, 201.5670,245.4885, 201.5672,243.9884, 198.9693,245.4880, 196.3711,248.4879, 196.3707,304.2841, 205.3925,301.2842, 205.3927,299.7840, 202.7948,301.2837, 200.1966,304.2836, 200.1962,305.7840, 202.7940,374.1506, 215.8333,372.6507, 218.4314,369.6508, 218.4315,368.1506, 215.8336,369.6503, 213.2354,372.6502, 213.2350,427.4924, 221.7285,424.4925, 221.7287,422.9923, 219.1308,424.4920, 216.5326,427.4919, 216.5322,428.9923, 219.1299,1007
519356.4572, 250.5728, 198.9696,249.0729, 201.5676,246.0729, 201.5677,244.5728, 198.9698,246.0724, 196.3717,249.0724, 196.3712,304.7070, 205.5358,301.7071, 205.5359,300.2069, 202.9380,301.7066, 200.3399,304.7065, 200.3394,306.2069, 202.9372,374.4069, 215.9145,372.9070, 218.5126,369.9071, 218.5127,368.4069, 215.9148,369.9066, 213.3167,372.9065, 213.3162,428.1736, 221.7023,425.1737, 221.7024,423.6735, 219.1045,425.1732, 216.5063,428.1731, 216.5059,429.6735, 219.1037,1008
519356.4739, 250.4012, 198.4635,248.9013, 201.0615,245.9014, 201.0617,244.4012, 198.4638,245.9009, 195.8656,248.9008, 195.8652,304.7438, 205.1648,301.7439, 205.1649,300.2437, 202.5670,301.7434, 199.9689,304.7433, 199.9684,306.2437, 202.5662,374.9096, 215.7019,373.4097, 218.2999,370.4097, 218.3001,368.9096, 215.7022,370.4092, 213.1040,373.4092, 213.1036,428.2725, 221.4839,425.2725, 221.4840,423.7724, 218.8861,425.2720, 216.2880,428.2720, 216.2875,429.7724, 218.8853,1009
519356.4906, 250.9070, 198.6504,249.4071, 201.2484,246.4072, 201.2485,244.9070, 198.6507,246.4067, 196.0525,249.4066, 196.0521,305.2962, 205.0793,302.2963, 205.0795,300.7961, 202.4816,302.2958, 199.8834,305.2957, 199.8830,306.7961, 202.4807,375.0838, 215.6550,373.5839, 218.2530,370.5840, 218.2531,369.0838, 215.6552,370.5835, 213.0571,373.5834, 213.0567,428.5616, 221.4174,425.5616, 221.4176,424.0615, 218.8197,425.5612, 216.2215,428.5611, 216.2211,430.0615, 218.8188,1010
519356.5073, 251.5325, 198.2169,250.0325, 200.8149,247.0326, 200.8151,245.5325, 198.2172,247.0321, 195.6190,250.0321, 195.6186,306.1675, 205.2980,303.1676, 205.2982,301.6675, 202.7003,303.1671, 200.1021,306.1671, 200.1017,307.6674, 202.6994,375.8028, 215.4490,374.3029, 218.0470,371.3029, 218.0472,369.8028, 215.4493,371.3025, 212.8511,374.3024, 212.8507,429.4402, 221.1413,426.4402, 221.1415,424.9401, 218.5436,426.4398, 215.9454,429.4397, 215.9450,430.9401, 218.5427,1011
519356.5240, 251.8931, 198.8468,250.3932, 201.4449,247.3933, 201.4450,245.8931, 198.8471,247.3928, 196.2489,250.3927, 196.2485,306.2093, 205.0074,303.2093, 205.0076,301.7092, 202.4097,303.2088, 199.8115,306.2088, 199.8111,307.7092, 202.4088,376.1617, 215.7068,374.6617, 218.3049,371.6618, 218.3050,370.1617, 215.7071,371.6613, 213.1090,374.6613, 213.1086,429.8453, 221.3742,426.8453, 221.3744,425.3452, 218.7765,426.8448, 216.1783,429.8448, 216.1779,431.3452, 218.7757,1012
