Current_time,Latest_data_timestamp
519357.282573200,519357.233372620
519357.287642000,519357.233372620
519357.291589200,519357.233372620
519357.296831800,519357.250060146
519357.299867700,519357.250060146
519357.305073600,519357.250060146
519357.309029700,519357.266747672
519357.313196300,519357.266747672
519357.317008000,519357.266747672
519357.321026400,519357.266747672
519357.324987700,519357.283435198
519357.328413100,519357.283435198
519357.333118400,519357.283435198
519357.338158600,519357.283435198
519357.342184700,519357.300122724
519357.345811500,519357.300122724
519357.349190900,519357.300122724
519357.353759300,519357.300122724
519357.359151400,519357.316810250
519357.363125000,519357.316810250
519357.366732400,519357.316810250
519357.370739700,519357.316810250
519357.375113600,519357.333497776
519357.379496800,519357.333497776
519357.383748900,519357.333497776
519357.387732000,519357.333497776
519357.391107400,519357.350185302
519357.395573100,519357.350185302
519357.400343400,519357.350185302
519357.404324600,519357.350185302
519357.408325900,519357.366872828
519357.411642700,519357.366872828
519357.416220400,519357.366872828
519357.421349200,519357.383560354
519357.425526900,519357.383560354
519357.429182800,519357.383560354
519357.433040600,519357.383560354
519357.437975800,519357.400247880
519357.441427100,519357.400247880
519357.446672200,519357.400247880
519357.450612300,519357.400247880
519357.454602400,519357.416935407
519357.459112600,519357.416935407
519357.463442200,519357.416935407
519357.466399400,519357.416935407
519357.470793500,519357.433622933
519357.474764400,519357.433622933
519357.479703800,519357.433622933
519357.483690900,519357.433622933
519357.487067600,519357.450310459
519357.491401100,519357.450310459
519357.496233900,519357.450310459
519357.500213400,519357.450310459
519357.504960100,519357.466997985
519357.508785800,519357.466997985
519357.512958900,519357.466997985
519357.516903800,519357.466997985
519357.520544100,519357.483685511
519357.525013000,519357.483685511
519357.529003400,519357.483685511
519357.534342900,519357.500373037
519357.537302900,519357.500373037
519357.542672700,519357.500373037
519357.545555300,519357.500373037
519357.550927500,519357.517060563
519357.553630600,519357.517060563
519357.558079600,519357.517060563
519357.562895200,519357.517060563
519357.567222800,519357.517060563
519357.571202700,519357.517060563
519357.574822000,519357.517060563
519357.579869400,519357.517060563
519357.583426700,519357.533748089
519357.587398700,519357.533748089
519357.592380400,519357.533748089
519357.596372800,519357.533748089
519357.601680600,519357.550086738
519357.605961400,519357.550086738
519357.610735500,519357.550086738
519357.616325800,519357.566767305
519357.619145700,519357.566767305
519357.623678800,519357.566767305
519357.627625800,519357.566767305
519357.631271900,519357.583447873
519357.636418500,519357.583447873
519357.640708500,519357.583447873
519357.644675200,519357.583447873
519357.648060800,519357.600128440
519357.652403500,519357.600128440
519357.657665900,519357.600128440
519357.661629100,519357.600128440
519357.665007600,519357.616809007
519357.669798000,519357.616809007
519357.673443200,519357.616809007
519357.677589400,519357.633489574
519357.682497000,519357.633489574
519357.686356300,519357.633489574
519357.690307400,519357.633489574
519357.694686900,519357.650170141
519357.698405100,519357.650170141
519357.703719700,519357.650170141
519357.706675100,519357.650170141
519357.711784000,519357.666850708
519357.715274800,519357.666850708
519357.719394200,519357.666850708
519357.723373900,519357.666850708
519357.728017600,519357.683531275
519357.732243700,519357.683531275
519357.735661700,519357.683531275
519357.740672000,519357.683531275
519357.744278300,519357.700211842
519357.747852000,519357.700211842
519357.752541300,519357.700211842
519357.757668300,519357.716892410
519357.761332400,519357.716892410
519357.764931100,519357.716892410
519357.769906400,519357.716892410
519357.773904600,519357.733572977
519357.777518800,519357.733572977
519357.781272200,519357.733572977
519357.786210600,519357.733572977
519357.790222600,519357.750253544
519357.793706300,519357.750253544
519357.798762800,519357.750253544
519357.802750000,519357.750253544
519357.806906300,519357.766934111
519357.810893700,519357.766934111
519357.815758800,519357.766934111
519357.819706300,519357.766934111
519357.823175200,519357.783614678
519357.827666400,519357.783614678
519357.831627200,519357.783614678
519357.836565400,519357.783614678
519357.840097000,519357.800295245
519357.843571400,519357.800295245
519357.848233800,519357.800295245
519357.853172000,519357.816975812
519357.856980700,519357.816975812
519357.861223900,519357.816975812
519357.864688000,519357.816975812
519357.869655000,519357.816975812
519357.873001900,519357.833656379
519357.877796400,519357.833656379
519357.882044200,519357.833656379
519357.885962900,519357.833656379
519357.889349200,519357.850336946
519357.894536500,519357.850336946
519357.898162600,519357.850336946
519357.903239100,519357.867017514
519357.906736000,519357.867017514
519357.911834900,519357.867017514
519357.915817900,519357.867017514
519357.920166500,519357.883698081
519357.923768900,519357.883698081
519357.927410000,519357.883698081
519357.932430000,519357.883698081
519357.936077600,519357.900378648
519357.939424300,519357.900378648
519357.943987100,519357.900378648
519357.948793300,519357.900378648
519357.953073700,519357.917059215
519357.957556600,519357.917059215
519357.960986300,519357.917059215
519357.964805000,519357.917059215
519357.969250000,519357.917059215
519357.973223100,519357.917059215
519357.978176100,519357.917059215
519357.981742600,519357.934160415
519357.985731800,519357.934160415
519357.990695100,519357.934160415
519357.994677000,519357.934160415
519357.998685700,519357.950847941
519358.002399800,519357.950847941
519358.007258000,519357.950847941
519358.011257100,519357.950847941
519358.015383400,519357.967535467
519358.019740600,519357.967535467
519358.023025100,519357.967535467
519358.028055000,519357.967535467
519358.031433400,519357.984222993
519358.037086900,519357.984222993
519358.039728900,519357.984222993
519358.044705100,519357.984222993
519358.048705900,519358.000910519
519358.052045200,519358.000910519
519358.056626300,519358.000910519
519358.060609300,519358.000910519
519358.065551000,519358.017598045
519358.069339300,519358.017598045
519358.073369800,519358.017598045
519358.078730900,519358.034285571
519358.081981300,519358.034285571
519358.085639000,519358.034285571
519358.090173700,519358.034285571
519358.094392900,519358.050973098
519358.097842200,519358.050973098
519358.106264100,519358.050973098
519358.110620300,519358.067660624
519358.115733300,519358.067660624
519358.119857200,519358.067660624
519358.123847200,519358.067660624
519358.128469400,519358.084348150
519358.131766400,519358.084348150
519358.136970500,519358.084348150
519358.140870600,519358.084348150
519358.145217300,519358.101035676
519358.149134200,519358.101035676
519358.153317700,519358.101035676
519358.157255600,519358.117723202
519358.161125700,519358.117723202
519358.166525400,519358.117723202
519358.169128900,519358.117723202
519358.174119100,519358.134410728
519358.178286500,519358.134410728
519358.182001500,519358.134410728
519358.186840700,519358.134410728
519358.190985500,519358.151098254
519358.194543900,519358.151098254
519358.199569700,519358.151098254
519358.203494400,519358.151098254
519358.207859400,519358.167785780
519358.211854100,519358.167785780
519358.215292100,519358.167785780
519358.220282700,519358.167785780
519358.224244700,519358.184473306
519358.228097200,519358.184473306
519358.231561100,519358.184473306
519358.236552000,519358.184473306
519358.240651900,519358.201160832
519358.244497500,519358.201160832
519358.249582400,519358.201160832
519358.253528100,519358.201160832
519358.257196200,519358.217848358
519358.261451400,519358.217848358
519358.265679800,519358.217848358
519358.269597600,519358.234535884
519358.273949800,519358.234535884
519358.277533800,519358.234535884
519358.282646600,519358.234535884
519358.286650800,519358.251223410
519358.290422400,519358.251223410
519358.295632200,519358.251223410
519358.299624900,519358.251223410
519358.303594800,519358.267910937
519358.307417300,519358.267910937
519358.311439000,519358.267910937
519358.315438000,519358.267910937
519358.319770300,519358.284598463
519358.324129700,519358.284598463
519358.327568500,519358.284598463
519358.332528900,519358.284598463
519358.335857600,519358.301285989
519358.340554700,519358.301285989
519358.345162600,519358.301285989
519358.349021200,519358.301285989
519358.352804200,519358.301285989
519358.358466700,519358.301285989
519358.361047300,519358.301285989
519358.366408500,519358.317973515
519358.370745600,519358.317973515
519358.373557000,519358.317973515
519358.378187500,519358.317973515
519358.381647500,519358.334318554
519358.385985000,519358.334318554
519358.390357900,519358.334318554
519358.393872700,519358.334318554
519358.398862000,519358.350999121
519358.402844100,519358.350999121
519358.407675700,519358.350999121
519358.411657900,519358.350999121
519358.415790400,519358.367679688
519358.419515500,519358.367679688
519358.424017100,519358.367679688
519358.427993400,519358.367679688
519358.432336500,519358.384360256
519358.436033200,519358.384360256
519358.440945800,519358.384360256
519358.444883900,519358.384360256
519358.448756300,519358.401040823
519358.454144100,519358.401040823
519358.457245200,519358.401040823
519358.461197500,519358.417721390
519358.466464300,519358.417721390
519358.470822600,519358.417721390
519358.473442900,519358.417721390
519358.478793800,519358.434401957
519358.482750600,519358.434401957
519358.486649300,519358.434401957
519358.490380500,519358.434401957
519358.494700400,519358.451082524
519358.498534300,519358.451082524
519358.503545700,519358.451082524
519358.507532300,519358.451082524
519358.511499200,519358.467763091
519358.514760300,519358.467763091
519358.519944400,519358.467763091
519358.523928700,519358.467763091
519358.528385600,519358.484443658
519358.532744500,519358.484443658
519358.536910700,519358.484443658
519358.540927700,519358.484443658
519358.544581800,519358.501124225
519358.548907900,519358.501124225
519358.553073400,519358.501124225
519358.557034300,519358.501124225
519358.561363400,519358.517804793
519358.565686000,519358.517804793
519358.569762600,519358.517804793
519358.573754000,519358.534485360
519358.579024700,519358.534485360
519358.582063500,519358.534485360
519358.587052800,519358.534485360
519358.590441800,519358.551165927
519358.595229900,519358.551165927
519358.598763800,519358.551165927
519358.603797100,519358.551165927
519358.607742600,519358.567846494
519358.620715400,519358.567846494
519358.626210900,519358.584527061
519358.630095800,519358.584527061
519358.634126400,519358.584527061
519358.638066300,519358.601207628
519358.643501100,519358.601207628
519358.646616500,519358.601207628
519358.650597200,519358.601207628
519358.655006500,519358.617888195
519358.659396300,519358.617888195
519358.663454700,519358.617888195
519358.667381700,519358.617888195
519358.670782700,519358.634568762
519358.676138500,519358.634568762
519358.679739600,519358.634568762
519358.684307400,519358.634568762
519358.687618700,519358.651249329
519358.692916500,519358.651249329
519358.696393200,519358.651249329
519358.700364800,519358.651249329
519358.705477400,519358.667929897
519358.709305700,519358.667929897
519358.713290000,519358.667929897
519358.717377800,519358.667929897
519358.721630300,519358.684610464
519358.725554400,519358.684610464
519358.730206400,519358.684610464
519358.734562400,519358.701291031
519358.737980000,519358.701291031
519358.742336100,519358.701291031
519358.746162500,519358.701291031
519358.751034600,519358.701291031
519358.755359400,519358.701291031
519358.759256200,519358.701291031
519358.763197100,519358.701291031
519358.766580000,519358.717979882
519358.772261000,519358.717979882
519358.776521600,519358.717979882
519358.780540500,519358.717979882
519358.784787600,519358.734667409
519358.788238400,519358.734667409
519358.791670900,519358.734667409
519358.796667300,519358.734667409
519358.799996600,519358.751354935
519358.805274100,519358.751354935
519358.808671600,519358.751354935
519358.813625900,519358.768042461
519358.817414800,519358.768042461
519358.820947500,519358.768042461
519358.825938200,519358.768042461
519358.829959000,519358.784729987
519358.834137600,519358.784729987
519358.837506100,519358.784729987
519358.842186300,519358.784729987
519358.846193300,519358.801417513
519358.850824000,519358.801417513
519358.854557800,519358.801417513
519358.859555100,519358.801417513
519358.862944900,519358.818105039
519358.867336800,519358.818105039
519358.870673300,519358.818105039
519358.875555000,519358.818105039
519358.878923000,519358.834792565
519358.883588000,519358.834792565
519358.888482400,519358.834792565
519358.892434500,519358.834792565
519358.895793100,519358.851480091
519358.900361800,519358.851480091
519358.904905500,519358.851480091
519358.908879100,519358.851480091
519358.913368400,519358.868167617
519358.917163600,519358.868167617
519358.922147600,519358.868167617
519358.926115100,519358.868167617
519358.929489900,519358.884855143
519358.934426700,519358.884855143
519358.938376600,519358.884855143
519358.942370900,519358.901542669
519358.946729800,519358.901542669
519358.950130900,519358.901542669
519358.955133500,519358.901542669
519358.958478100,519358.918230195
519358.962913700,519358.918230195
519358.968134700,519358.918230195
519358.972123600,519358.918230195
519358.975476800,519358.934917721
519358.979863700,519358.934917721
519358.983682700,519358.934917721
519358.988707400,519358.934917721
519358.992339700,519358.951605248
519358.996103800,519358.951605248
519359.001106700,519358.951605248
519359.005075600,519358.951605248
519359.008892100,519358.968292774
519359.012683800,519358.968292774
519359.017664100,519358.968292774
519359.022014900,519358.984980300
519359.025911900,519358.984980300
519359.029989400,519358.984980300
519359.033911000,519358.984980300
519359.037885300,519358.984980300
519359.042567900,519359.001667826
519359.046338400,519359.001667826
519359.050329000,519359.001667826
519359.054716100,519359.018355352
519359.058529200,519359.018355352
519359.063545000,519359.018355352
519359.067503700,519359.018355352
519359.071641900,519359.035042878
519359.075092300,519359.035042878
519359.080230100,519359.035042878
519359.083726700,519359.035042878
519359.088490400,519359.051730404
519359.091905100,519359.051730404
519359.096643900,519359.051730404
519359.100638600,519359.051730404
519359.104120900,519359.068417930
519359.109017900,519359.068417930
519359.113198900,519359.068417930
519359.117293600,519359.085105456
519359.132464300,519359.085105456
519359.137202200,519359.085105456
519359.141589900,519359.085105456
519359.146211000,519359.085105456
519359.150274200,519359.101792982
519359.154582600,519359.101792982
519359.158556400,519359.101792982
519359.162196600,519359.101792982
519359.167488100,519359.118328758
519359.171516800,519359.118328758
519359.174941100,519359.118328758
519359.179907100,519359.118328758
519359.183494200,519359.135009325
519359.187780100,519359.135009325
519359.191070700,519359.135009325
519359.196094400,519359.135009325
519359.199734800,519359.151689893
519359.205324400,519359.151689893
519359.207618700,519359.151689893
519359.212609200,519359.151689893
519359.215937800,519359.168370460
519359.220367600,519359.168370460
519359.224893600,519359.168370460
519359.229954900,519359.185051027
519359.233837600,519359.185051027
519359.237778600,519359.185051027
519359.241802200,519359.185051027
519359.245758300,519359.201731594
519359.250079500,519359.201731594
519359.254438600,519359.201731594
519359.258078500,519359.201731594
519359.262390000,519359.218412161
519359.267419500,519359.218412161
519359.270834800,519359.218412161
519359.275827300,519359.218412161
519359.279226300,519359.235092728
519359.282639700,519359.235092728
519359.286946500,519359.235092728
519359.291970500,519359.235092728
519359.295341700,519359.251773295
519359.301039600,519359.251773295
519359.304079400,519359.251773295
519359.309050700,519359.251773295
519359.312392500,519359.268453862
519359.317666900,519359.268453862
519359.320619500,519359.268453862
519359.326118800,519359.285134430
519359.328618600,519359.285134430
519359.333666600,519359.285134430
519359.337577800,519359.285134430
519359.341664900,519359.285134430
519359.345626000,519359.301814997
519359.350606800,519359.301814997
519359.354541000,519359.301814997
519359.358933600,519359.318495564
519359.362812200,519359.318495564
519359.366632400,519359.318495564
519359.371638300,519359.318495564
519359.375558900,519359.335176131
519359.379236600,519359.335176131
519359.383086700,519359.335176131
519359.388053000,519359.335176131
519359.391470500,519359.351856698
519359.395876600,519359.351856698
519359.399686400,519359.351856698
519359.404682000,519359.351856698
519359.408009700,519359.368537265
519359.413475700,519359.368537265
519359.417501200,519359.368537265
519359.421491800,519359.385217832
519359.425762700,519359.385217832
519359.430109100,519359.385217832
519359.433754800,519359.385217832
519359.437707100,519359.401898399
519359.441275400,519359.401898399
519359.446565400,519359.401898399
519359.450213000,519359.401898399
519359.454166500,519359.401898399
519359.458534300,519359.418578966
519359.462403000,519359.418578966
519359.467385000,519359.418578966
519359.471011100,519359.435259534
519359.474880500,519359.435259534
519359.479801200,519359.435259534
519359.483291500,519359.435259534
519359.487638400,519359.451940101
519359.491338000,519359.451940101
519359.495790900,519359.451940101
519359.500803300,519359.451940101
519359.504295400,519359.468620668
519359.508156200,519359.468620668
519359.513184400,519359.468620668
519359.517144800,519359.468620668
519359.521481600,519359.485301235
519359.525345100,519359.485301235
519359.528700900,519359.485301235
519359.533991200,519359.485301235
519359.537781400,519359.485301235
519359.541472000,519359.485301235
519359.546630300,519359.485301235
519359.550962500,519359.501981802
519359.553601300,519359.501981802
519359.558611800,519359.501981802
519359.562594700,519359.501981802
519359.566691000,519359.518456285
519359.570352800,519359.518456285
519359.574683300,519359.518456285
519359.579640500,519359.518456285
519359.583676600,519359.535129899
519359.587469500,519359.535129899
519359.591458700,519359.535129899
519359.596429300,519359.535129899
519359.600012100,519359.551803513
519359.603605200,519359.551803513
519359.608074200,519359.551803513
519359.613055100,519359.551803513
519359.617047800,519359.568477127
519359.621209300,519359.568477127
519359.624984500,519359.568477127
519359.629105900,519359.585150741
519359.634359700,519359.585150741
519359.641050800,519359.585150741
519359.645870300,519359.601824354
519359.650471400,519359.601824354
519359.654133900,519359.601824354
519359.659076100,519359.601824354
519359.663447700,519359.618497968
519359.667097600,519359.618497968
519359.670557800,519359.618497968
519359.675502600,519359.618497968
519359.678878500,519359.635171582
519359.684393900,519359.635171582
519359.688399600,519359.635171582
519359.692384300,519359.635171582
519359.696776700,519359.651845196
519359.700238400,519359.651845196
519359.705260500,519359.651845196
519359.709290500,519359.668518810
519359.712572300,519359.668518810
519359.717312400,519359.668518810
519359.721092900,519359.668518810
519359.726454400,519359.685192424
519359.729266800,519359.685192424
519359.734047700,519359.685192424
519359.737823100,519359.685192424
519359.741331700,519359.701866038
519359.745637100,519359.701866038
519359.750214200,519359.701866038
519359.755227700,519359.701866038
519359.758814900,519359.718539652
519359.762641000,519359.718539652
519359.767625000,519359.718539652
519359.771613700,519359.718539652
519359.776099400,519359.735213266
519359.779477900,519359.735213266
519359.783150200,519359.735213266
519359.787674300,519359.735213266
519359.792046900,519359.751886880
519359.795921100,519359.751886880
519359.800993200,519359.751886880
519359.804953000,519359.751886880
519359.808642400,519359.768560494
519359.812571900,519359.768560494
519359.817524100,519359.768560494
519359.821484300,519359.785234108
519359.825810100,519359.785234108
519359.829233200,519359.785234108
519359.834276900,519359.785234108
519359.838617600,519359.801907722
519359.842086700,519359.801907722
519359.845666700,519359.801907722
519359.850248000,519359.801907722
519359.854642100,519359.818581336
519359.859033000,519359.818581336
519359.862431000,519359.818581336
519359.866923700,519359.818581336
519359.872299000,519359.835254950
519359.874793900,519359.835254950
519359.879775200,519359.835254950
519359.883864200,519359.835254950
519359.888646500,519359.851928564
519359.892452900,519359.851928564
519359.896659600,519359.851928564
519359.900656800,519359.851928564
519359.904964800,519359.868602178
519359.909136700,519359.868602178
519359.912836200,519359.868602178
519359.916400400,519359.868602178
519359.920819900,519359.868602178
519359.926144100,519359.868602178
519359.930220300,519359.868602178
519359.934554400,519359.885275792
519359.938082200,519359.885275792
519359.941890800,519359.885275792
519359.946908500,519359.885275792
519359.950239400,519359.901931492
519359.955700200,519359.901931492
519359.958115100,519359.901931492
519359.963108000,519359.901931492
519359.966485100,519359.918598159
519359.971040000,519359.918598159
519359.976027400,519359.918598159
519359.979978900,519359.918598159
519359.984066200,519359.935264826
519359.987576700,519359.935264826
519359.992542600,519359.935264826
519359.996552100,519359.935264826
519360.000191300,519359.951931492
519360.005820000,519359.951931492
519360.008823400,519359.951931492
519360.012794500,519359.951931492
519360.016153500,519359.968598159
519360.020770800,519359.968598159
519360.025833500,519359.968598159
519360.030152400,519359.985264826
519360.034035600,519359.985264826
519360.037439200,519359.985264826
519360.042497400,519359.985264826
519360.046443800,519360.001931492
519360.050372300,519360.001931492
519360.054171500,519360.001931492
519360.059190300,519360.001931492
519360.063171600,519360.018598159
519360.066504300,519360.018598159
519360.070896700,519360.018598159
519360.075883400,519360.018598159
519360.079481500,519360.035264826
519360.083152200,519360.035264826
519360.087638000,519360.035264826
519360.092692200,519360.035264826
519360.096410600,519360.051931492
519360.100431400,519360.051931492
519360.104690700,519360.051931492
519360.108680900,519360.051931492
519360.112078500,519360.068598159
519360.116438000,519360.068598159
519360.120928100,519360.068598159
519360.125959100,519360.085264826
519360.129628000,519360.085264826
519360.133883600,519360.085264826
519360.137456400,519360.085264826
519360.155017800,519360.101931492
519360.160006700,519360.118598159
519360.164697500,519360.118598159
519360.168565600,519360.118598159
519360.172552300,519360.118598159
519360.176892400,519360.135264826
519360.180308600,519360.135264826
519360.185078100,519360.135264826
519360.189535000,519360.135264826
519360.193341900,519360.151931492
519360.197773400,519360.151931492
519360.201825200,519360.151931492
519360.205928500,519360.168598159
519360.211328400,519360.168598159
519360.213826700,519360.168598159
519360.218856800,519360.168598159
519360.222166600,519360.185264826
519360.226854900,519360.185264826
519360.230908800,519360.185264826
519360.235839800,519360.185264826
519360.239240500,519360.201931492
519360.243945200,519360.201931492
519360.247752600,519360.201931492
519360.251689800,519360.201931492
519360.256387200,519360.218598159
519360.260258300,519360.218598159
519360.263683700,519360.218598159
519360.268682400,519360.218598159
519360.272044100,519360.235264826
519360.276721400,519360.235264826
519360.281177900,519360.235264826
519360.285074400,519360.235264826
519360.289693000,519360.251931492
519360.293229500,519360.251931492
