current_time,predicted_x,predicted_y,predicted_z
1126921.827101199888,-5.260623768774,-5.446152222580,49.422383809935
1126921.832122599939,-5.260623768774,-5.446152222580,49.422344273704
1126921.836051000049,-5.260623768774,-5.446152222580,49.422274274664
1126921.840076999972,-5.260623768774,-5.446152222580,49.422173281249
1126921.844057800015,-5.260623768774,-5.446152222580,49.422040775049
1126921.849036799977,-5.260623768774,-5.446152222580,49.421885963589
1126921.853048299905,-5.260623768774,-5.446152222580,49.421708281490
1126921.857027000049,-5.260623768774,-5.446152222580,49.421507179118
1126921.860528999940,-5.260623768774,-5.446152222580,49.421282353349
1126921.865548100090,-5.260623768774,-5.446152222580,49.421046615689
1126921.870074100094,-5.260623768774,-5.446152222580,49.420799323023
1126921.872991800075,-5.260623768774,-5.446152222580,49.420540363900
1126921.878030000022,-5.260623768774,-5.446152222580,49.420268943888
1126921.881968700094,-5.260623768774,-5.446152222580,49.419995458251
1126921.886009499896,-5.260623768774,-5.446152222580,49.419719477887
1126921.890009100083,-5.260623768774,-5.446152222580,49.419440604565
1126921.895020599943,-5.260623768774,-5.446152222580,49.419158287870
1126921.898970900103,-5.260623768774,-5.446152222580,49.418881635732
1126921.902956200065,-5.260623768774,-5.446152222580,49.418610341620
1126921.906940399902,-5.260623768774,-5.446152222580,49.418344127569
1126921.910951199941,-5.260623768774,-5.446152222580,49.418082742083
1126921.915055799996,-5.260623768774,-5.446152222580,49.417837244640
1126921.918857200071,-5.260623768774,-5.446152222580,49.417607512253
1126921.923976300051,-5.260623768774,-5.446152222580,49.417393716609
1126921.928441300057,-5.260623768774,-5.446152222580,49.417208083736
1126921.932856600033,-5.260623768774,-5.446152222580,49.417050959021
1126921.935643499950,-5.260623768774,-5.446152222580,49.416921982182
1126921.940201000078,-5.260623768774,-5.446152222580,49.416821666360
1126921.944568699924,-5.260623768774,-5.446152222580,49.416754860482
1126921.948524700012,-5.260623768774,-5.446152222580,49.416721973304
