CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
1126921.8317, 58.1650, -14.7205, 517.0091, 0.2918, -0.0025, 0.0550, 58.1650, -14.7205, 517.0091, 0.2918, -0.0025, 0.0550, 853
1126921.8484, 58.3000, -14.4827, 515.5617, 0.2867, -0.0087, 0.0537, 58.3000, -14.4827, 515.5617, 0.2867, -0.0087, 0.0537, 854
1126921.8651, 58.5271, -14.7675, 517.9195, 0.2912, -0.0046, 0.0551, 58.5271, -14.7675, 517.9195, 0.2912, -0.0046, 0.0551, 855
1126921.8818, 58.2111, -14.2761, 514.7060, 0.2692, -0.0014, 0.0594, 58.2111, -14.2761, 514.7060, 0.2692, -0.0014, 0.0594, 856
1126921.8984, 58.2973, -14.5203, 515.1271, 0.2827, -0.0090, 0.0572, 58.2973, -14.5203, 515.1271, 0.2827, -0.0090, 0.0572, 857
1126921.9151, 58.6215, -14.7644, 518.1711, 0.2839, 0.0025, 0.0571, 58.6215, -14.7644, 518.1711, 0.2839, 0.0025, 0.0571, 858
1126921.9318, 57.9461, -14.2533, 514.4032, 0.2821, -0.0034, 0.0580, 57.9461, -14.2533, 514.4032, 0.2821, -0.0034, 0.0580, 859
1126921.9485, 58.2083, -14.6601, 517.5248, 0.3046, -0.0089, 0.0584, 58.2083, -14.6601, 517.5248, 0.3046, -0.0089, 0.0584, 860
1126921.9652, 57.6796, -14.3550, 514.0109, 0.2928, 0.0010, 0.0545, 57.6796, -14.3550, 514.0109, 0.2928, 0.0010, 0.0545, 861
1126921.9818, 58.0482, -14.6605, 516.7974, 0.2843, -0.0070, 0.0569, 58.0482, -14.6605, 516.7974, 0.2843, -0.0070, 0.0569, 862
1126921.9985, 58.6799, -14.9947, 518.3006, 0.2817, -0.0109, 0.0523, 58.6799, -14.9947, 518.3006, 0.2817, -0.0109, 0.0523, 863
1126922.0152, 58.2461, -14.6338, 513.5799, 0.2658, -0.0039, 0.0523, 58.2461, -14.6338, 513.5799, 0.2658, -0.0039, 0.0523, 864
1126922.0319, 58.6116, -15.3743, 519.5424, 0.2813, -0.0007, 0.0531, 58.6116, -15.3743, 519.5424, 0.2813, -0.0007, 0.0531, 865
1126922.0482, 58.0622, -14.6741, 516.9546, 0.2611, -0.0059, 0.0554, 58.0622, -14.6741, 516.9546, 0.2611, -0.0059, 0.0554, 866
1126922.0648, 58.1631, -14.4924, 517.1249, 0.2757, -0.0025, 0.0534, 58.1631, -14.4924, 517.1249, 0.2757, -0.0025, 0.0534, 867
1126922.0815, 58.3599, -14.5310, 515.8590, 0.2882, -0.0115, 0.0496, 58.3599, -14.5310, 515.8590, 0.2882, -0.0115, 0.0496, 868
1126922.0982, 57.8663, -14.4175, 513.8539, 0.2875, -0.0079, 0.0576, 57.8663, -14.4175, 513.8539, 0.2875, -0.0079, 0.0576, 869
1126922.1149, 58.6991, -14.8113, 519.0001, 0.2791, -0.0076, 0.0542, 58.6991, -14.8113, 519.0001, 0.2791, -0.0076, 0.0542, 870
1126922.1315, 57.7204, -14.4223, 514.7374, 0.2807, -0.0096, 0.0609, 57.7204, -14.4223, 514.7374, 0.2807, -0.0096, 0.0609, 871
1126922.1482, 58.2887, -14.8944, 516.6031, 0.2782, -0.0195, 0.0535, 58.2887, -14.8944, 516.6031, 0.2782, -0.0195, 0.0535, 872
