CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
1214878.8188, -61.8375, -14.3761, 581.2302, 0.3017, -0.0347, 0.0473, 61.5539, -6.1306, 573.4894, 0.3295, -0.0639, 0.0260, 1924
1214878.8355, -60.4546, -14.7785, 578.6439, 0.3150, -0.0259, 0.0513, 62.6225, -6.6989, 576.9697, 0.3272, -0.0582, 0.0343, 1925
1214878.8522, -59.2982, -15.1483, 579.1653, 0.3248, -0.0267, 0.0514, 64.5984, -7.0311, 577.5439, 0.3276, -0.0436, 0.0255, 1926
1214878.8689, -57.2114, -15.6366, 577.2041, 0.3084, -0.0264, 0.0524, 66.5403, -7.5351, 579.3795, 0.3046, -0.0541, 0.0369, 1927
1214878.8856, -55.2090, -15.3232, 574.3333, 0.3266, -0.0105, 0.0583, 68.5361, -7.1759, 577.9559, 0.2933, -0.0366, 0.0362, 1928
1214878.9023, -53.2983, -15.3546, 576.5118, 0.3109, -0.0147, 0.0582, 70.0153, -6.7087, 572.7528, 0.3072, -0.0581, 0.0367, 1929
1214878.9190, -51.4623, -15.1029, 576.9028, 0.3162, 0.0052, 0.0593, 72.1034, -7.0519, 575.3100, 0.3184, -0.0539, 0.0364, 1930
1214878.9357, -49.3598, -15.0920, 578.6176, 0.3131, -0.0046, 0.0615, 74.2562, -6.7065, 576.4688, 0.3309, -0.0344, 0.0363, 1931
1214878.9524, -46.9481, -14.9324, 575.5546, 0.3403, -0.0006, 0.0667, 76.3533, -6.3516, 574.9769, 0.3156, -0.0419, 0.0371, 1932
1214878.9691, -44.4087, -14.2716, 573.6746, 0.3306, -0.0054, 0.0663, 78.7552, -6.0000, 574.3183, 0.3235, -0.0189, 0.0422, 1933
1214878.9858, -42.1209, -14.9976, 577.3611, 0.3406, -0.0141, 0.0714, 81.8152, -6.4247, 577.2203, 0.3038, -0.0161, 0.0430, 1934
1214879.0025, -39.4720, -15.1309, 574.5983, 0.3381, -0.0162, 0.0711, 84.2839, -6.7883, 575.1395, 0.2958, -0.0214, 0.0472, 1935
1214879.0191, -36.9395, -15.3811, 572.6838, 0.3239, -0.0145, 0.0744, 86.2143, -6.9784, 572.2628, 0.3072, -0.0201, 0.0484, 1936
1214879.0358, -34.3923, -15.7807, 568.7888, 0.3568, -0.0053, 0.0773, 89.1622, -7.4589, 573.3515, 0.3051, -0.0114, 0.0511, 1937
1214879.0525, -31.9492, -16.0856, 570.4857, 0.3434, -0.0123, 0.0750, 91.8825, -7.9244, 573.8123, 0.3065, -0.0024, 0.0551, 1938
1214879.0692, -29.5277, -15.9977, 571.3599, 0.3294, -0.0084, 0.0718, 94.1127, -7.9357, 572.9407, 0.3097, -0.0048, 0.0562, 1939
1214879.0859, -26.5823, -15.7523, 569.4836, 0.3303, -0.0032, 0.0718, 96.5706, -7.5354, 570.9361, 0.3144, -0.0175, 0.0515, 1940
1214879.1026, -24.4897, -15.6522, 568.0668, 0.3206, 0.0070, 0.0764, 99.1113, -7.7987, 572.0818, 0.3230, -0.0109, 0.0549, 1941
1214879.1193, -21.8965, -15.6909, 570.0483, 0.3236, 0.0022, 0.0767, 101.7948, -7.5432, 571.9600, 0.3238, -0.0043, 0.0531, 1942
1214879.1360, -19.9894, -15.6369, 567.2321, 0.3484, 0.0100, 0.0836, 104.3375, -7.6907, 573.7632, 0.3225, -0.0087, 0.0564, 1943
1214879.1527, -17.1154, -15.0846, 565.6243, 0.3237, 0.0229, 0.0745, 106.0231, -7.3007, 570.7564, 0.3275, 0.0050, 0.0597, 1944
