CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
714380.536869160, 240.143173218, 265.483123779, 283.487854004, 265.842926025, 302.048767090, 264.695373535, 345.222503662, 265.736663818, -103.829605103, 32.850269318, 724.844360352, -38.087486267, 33.728969574, 721.845336914, 10230
714380.553556686, 240.369918823, 265.937500000, 283.500671387, 266.298553467, 302.024261475, 265.194641113, 345.224365234, 265.911590576, -103.890258789, 33.018291473, 724.916748047, -38.149433136, 33.871036530, 722.026550293, 10231
714380.570244212, 240.349960327, 266.259155273, 283.532562256, 266.595031738, 301.984008789, 265.573059082, 345.169189453, 266.311584473, -103.939079285, 33.219699860, 725.098388672, -38.211524963, 34.059635162, 722.221313477, 10232
714380.586931738, 240.498214722, 266.513000488, 283.626678467, 266.681854248, 301.808715820, 265.528686523, 345.304565430, 266.417938232, -104.065994263, 33.516040802, 725.860107422, -38.250053406, 34.294479370, 722.289672852, 10233
714380.603619264, 240.140258789, 266.654296875, 283.452270508, 266.931091309, 301.826019287, 265.473999023, 345.137817383, 266.410797119, -104.102630615, 33.772029877, 725.803161621, -38.306457520, 34.539020538, 722.261779785, 10234
714380.620306790, 240.499389648, 266.463684082, 283.493255615, 266.930480957, 302.035522461, 265.635864258, 345.305267334, 266.553619385, -104.173095703, 34.040985107, 726.452514648, -38.341278076, 34.786647797, 722.435363770, 10235
714380.636994316, 240.077026367, 266.515869141, 283.504577637, 266.915588379, 301.876586914, 265.526550293, 345.133880615, 266.507476807, -104.226058960, 34.242671967, 726.546752930, -38.387252808, 35.004287720, 722.677001953, 10236
714380.653681842, 240.156173706, 266.561828613, 283.533813477, 267.068389893, 301.873046875, 266.153320312, 344.826629639, 267.001922607, -104.237518311, 34.504325867, 726.711181641, -38.454429626, 35.293342590, 723.351135254, 10237
714380.670369368, 240.289245605, 266.614562988, 283.698181152, 267.003753662, 302.045410156, 265.778259277, 345.152770996, 266.775451660, -104.239295959, 34.683296204, 726.700744629, -38.465991974, 35.524230957, 723.923889160, 10238
714380.687056894, 240.578170776, 266.587829590, 283.649200439, 266.992156982, 302.373291016, 265.840881348, 345.271820068, 266.756256104, -104.183021545, 34.849460602, 726.572448730, -38.473674774, 35.705657959, 724.196289062, 10239
714380.703744420, 240.341232300, 266.516967773, 283.807586670, 267.004455566, 302.028137207, 265.705627441, 345.250244141, 266.700958252, -104.144798279, 34.972675323, 726.303039551, -38.466476440, 35.860393524, 724.368225098, 10240
714380.720431946, 240.549987793, 266.364624023, 283.639770508, 266.920989990, 302.368652344, 265.578308105, 345.477539062, 266.625457764, -104.072288513, 35.043575287, 726.063232422, -38.448909760, 35.960090637, 724.258850098, 10241
714380.737119472, 240.898773193, 266.122619629, 284.035278320, 266.813140869, 302.413909912, 265.632385254, 345.571655273, 266.608215332, -104.044883728, 35.101112366, 726.553771973, -38.390289307, 36.022827148, 724.510986328, 10242
714380.753806998, 240.702880859, 265.944152832, 283.972869873, 266.681427002, 302.520935059, 265.415954590, 345.597351074, 266.399322510, -103.960319519, 35.045703888, 726.304077148, -38.329059601, 36.025444031, 724.615783691, 10243
714380.770494524, 240.594772339, 266.084777832, 284.091522217, 266.559143066, 302.312591553, 265.326232910, 345.594085693, 266.289459229, -103.908058167, 34.976730347, 726.191833496, -38.262302399, 35.993797302, 724.792358398, 10244
714380.787182050, 240.906463623, 266.043579102, 284.210540771, 266.584503174, 302.800354004, 265.095275879, 345.862792969, 266.295471191, -103.727531433, 34.850524902, 725.417663574, -38.171699524, 35.950164795, 724.828430176, 10245
714380.803815501, 241.075439453, 266.126098633, 284.507690430, 266.515777588, 302.642211914, 265.290771484, 346.100585938, 266.270812988, -103.617347717, 34.794139862, 725.567199707, -38.030967712, 35.902881622, 724.960449219, 10246
