frameCounter, trackingStatus, timeLogged, frameNumber
5121,2,714380.5592, 10230
5122,2,714380.5725, 10231
5123,2,714380.5869, 10232
5124,2,714380.6031, 10233
5125,2,714380.6189, 10234
5126,2,714380.6345, 10235
5127,2,714380.6522, 10236
5128,2,714380.6684, 10237
5129,2,714380.6861, 10238
5130,2,714380.6989, 10239
5131,2,714380.7159, 10240
5132,2,714380.7334, 10241
5133,2,714380.7488, 10242
5134,2,714380.7661, 10243
5135,2,714380.7822, 10244
5136,2,714380.8144, 10245
5137,2,714380.8300, 10246
5138,2,714380.8446, 10247
5139,2,714380.8596, 10248
5140,2,714380.8758, 10249
5141,2,714380.8905, 10250
5142,2,714380.9084, 10251
5143,2,714380.9222, 10252
5144,2,714380.9389, 10253
5145,2,714380.9553, 10254
5146,2,714380.9709, 10255
5147,2,714380.9897, 10256
5148,2,714381.0053, 10257
5149,2,714381.0217, 10258
5150,2,714381.0379, 10259
5151,2,714381.0539, 10260
5152,2,714381.0692, 10261
5153,2,714381.0850, 10262
5154,2,714381.1011, 10263
5155,2,714381.1148, 10264
5156,2,714381.1318, 10265
5157,2,714381.1485, 10266
5158,2,714381.1632, 10267
5159,2,714381.1794, 10268
5160,2,714381.2113, 10269
5161,2,714381.2284, 10270
5162,2,714381.2453, 10271
5163,2,714381.2613, 10272
5164,2,714381.2784, 10273
5165,2,714381.2928, 10274
5166,2,714381.3115, 10275
5167,2,714381.3256, 10276
5168,2,714381.3420, 10277
5169,2,714381.3575, 10278
5170,2,714381.3722, 10279
5171,2,714381.3881, 10280
5172,2,714381.4045, 10281
5173,2,714381.4192, 10282
5174,2,714381.4358, 10283
5175,2,714381.4519, 10284
5176,2,714381.4664, 10285
5177,2,714381.4836, 10286
5178,2,714381.4989, 10287
5179,2,714381.5160, 10288
5180,2,714381.5319, 10289
5181,2,714381.5480, 10290
5182,2,714381.5657, 10291
5183,2,714381.5981, 10292
5184,2,714381.6143, 10293
5185,2,714381.6303, 10294
5186,2,714381.6464, 10295
5187,2,714381.6620, 10296
5188,2,714381.6764, 10297
5189,2,714381.6924, 10298
5190,2,714381.7067, 10299
5191,2,714381.7246, 10300
5192,2,714381.7395, 10301
5193,2,714381.7542, 10302
5194,2,714381.7703, 10303
5195,2,714381.7869, 10304
5196,2,714381.8038, 10305
5197,2,714381.8194, 10306
5198,2,714381.8365, 10307
5199,2,714381.8538, 10308
5200,2,714381.8704, 10309
5201,2,714381.8858, 10310
5202,2,714381.9017, 10311
5203,2,714381.9184, 10312
5204,2,714381.9343, 10313
5205,2,714381.9513, 10314
5206,2,714381.9650, 10315
5207,2,714381.9952, 10316
5208,2,714382.0103, 10317
5209,2,714382.0267, 10318
5210,2,714382.0455, 10319
5211,2,714382.0588, 10320
5212,2,714382.0762, 10321
5213,2,714382.0913, 10322
5214,2,714382.1072, 10323
5215,2,714382.1262, 10324
5216,2,714382.1433, 10325
5217,2,714382.1579, 10326
5218,2,714382.1745, 10327
5219,2,714382.1902, 10328
5220,2,714382.2066, 10329
5221,2,714382.2223, 10330
5222,2,714382.2388, 10331
5223,2,714382.2554, 10332
5224,2,714382.2699, 10333
5225,2,714382.2835, 10334
5226,2,714382.2994, 10335
5227,2,714382.3144, 10336
5228,2,714382.3324, 10337
5229,2,714382.3482, 10338
5230,2,714382.3792, 10339
5231,2,714382.3941, 10340
5232,2,714382.4122, 10341
5233,2,714382.4291, 10342
5234,2,714382.4457, 10343
5235,2,714382.4620, 10344
5236,2,714382.4789, 10345
5237,2,714382.4936, 10346
5238,2,714382.5097, 10347
5239,2,714382.5254, 10348
5240,2,714382.5405, 10349
5241,2,714382.5572, 10350
5242,2,714382.5715, 10351
5243,2,714382.5875, 10352
5244,2,714382.6031, 10353
5245,2,714382.6182, 10354
5246,2,714382.6352, 10355
5247,2,714382.6510, 10356
5248,2,714382.6687, 10357
5249,2,714382.6831, 10358
5250,2,714382.7020, 10359
5251,2,714382.7173, 10360
5252,2,714382.7330, 10361
5253,2,714382.7499, 10362
5254,2,714382.7821, 10363
5255,2,714382.7988, 10364
5256,2,714382.8146, 10365
5257,2,714382.8290, 10366
5258,2,714382.8438, 10367
5259,2,714382.8603, 10368
5260,2,714382.8759, 10369
5261,2,714382.8918, 10370
5262,2,714382.9073, 10371
5263,2,714382.9232, 10372
5264,2,714382.9393, 10373
5265,2,714382.9543, 10374
5266,2,714382.9715, 10375
5267,2,714382.9892, 10376
5268,2,714383.0068, 10377
5269,2,714383.0218, 10378
5270,2,714383.0385, 10379
5271,2,714383.0532, 10380
5272,2,714383.0699, 10381
5273,2,714383.0850, 10382
5274,2,714383.1037, 10383
5275,2,714383.1148, 10384
5276,2,714383.1318, 10385
5277,2,714383.1621, 10386
5278,2,714383.1780, 10387
5279,2,714383.1967, 10388
5280,2,714383.2115, 10389
5281,2,714383.2269, 10390
5282,2,714383.2438, 10391
5283,2,714383.2606, 10392
5284,2,714383.2789, 10393
5285,2,714383.2939, 10394
5286,2,714383.3113, 10395
5287,2,714383.3257, 10396
5288,2,714383.3424, 10397
5289,2,714383.3576, 10398
5290,2,714383.3731, 10399
5291,2,714383.3889, 10400
5292,2,714383.4047, 10401
5293,2,714383.4187, 10402
5294,2,714383.4351, 10403
5295,2,714383.4519, 10404
5296,2,714383.4664, 10405
5297,2,714383.4847, 10406
5298,2,714383.4987, 10407
5299,2,714383.5149, 10408
5300,2,714383.5324, 10409
5301,2,714383.5647, 10410
5302,2,714383.5809, 10411
5303,2,714383.5978, 10412
5304,2,714383.6143, 10413
5305,2,714383.6301, 10414
5306,2,714383.6465, 10415
5307,2,714383.6607, 10416
5308,2,714383.6780, 10417
5309,2,714383.6921, 10418
5310,2,714383.7064, 10419
5311,2,714383.7222, 10420
5312,2,714383.7401, 10421
5313,2,714383.7538, 10422
5314,2,714383.7713, 10423
5315,2,714383.7863, 10424
5316,2,714383.8024, 10425
5317,2,714383.8204, 10426
5318,2,714383.8349, 10427
5319,2,714383.8541, 10428
5320,2,714383.8693, 10429
5321,2,714383.8858, 10430
5322,2,714383.9009, 10431
5323,2,714383.9173, 10432
5324,2,714383.9504, 10433
5325,2,714383.9656, 10434
5326,2,714383.9792, 10435
5327,2,714383.9955, 10436
