CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
714380.5369, -71.6192, 69.7345, 725.9355, 0.0108, -0.0495, 0.0043, -71.6192, 69.7345, 725.9355, 0.0108, -0.0495, 0.0043, 10230
714380.5536, -71.9688, 70.0780, 728.6669, -0.0025, -0.0430, 0.0071, -71.9688, 70.0780, 728.6669, -0.0025, -0.0430, 0.0071, 10231
714380.5702, -72.0098, 70.3863, 729.3020, -0.0066, -0.0480, 0.0071, -72.0098, 70.3863, 729.3020, -0.0066, -0.0480, 0.0071, 10232
714380.5869, -72.0966, 70.5779, 730.9016, -0.0023, -0.0439, 0.0057, -72.0966, 70.5779, 730.9016, -0.0023, -0.0439, 0.0057, 10233
714380.6036, -72.0316, 70.6725, 730.4634, -0.0064, -0.0415, 0.0005, -72.0316, 70.6725, 730.4634, -0.0064, -0.0415, 0.0005, 10234
714380.6203, -72.2487, 70.8167, 731.8934, -0.0048, -0.0493, 0.0081, -72.2487, 70.8167, 731.8934, -0.0048, -0.0493, 0.0081, 10235
714380.6370, -72.4528, 70.6622, 732.2939, -0.0047, -0.0446, 0.0070, -72.4528, 70.6622, 732.2939, -0.0047, -0.0446, 0.0070, 10236
714380.6537, -72.2761, 70.6685, 731.8041, -0.0107, -0.0439, 0.0056, -72.2761, 70.6685, 731.8041, -0.0107, -0.0439, 0.0056, 10237
714380.6704, -71.9381, 70.5447, 729.8221, -0.0158, -0.0442, 0.0058, -71.9381, 70.5447, 729.8221, -0.0158, -0.0442, 0.0058, 10238
714380.6871, -72.0945, 70.9092, 732.5991, -0.0123, -0.0446, 0.0058, -72.0945, 70.9092, 732.5991, -0.0123, -0.0446, 0.0058, 10239
714380.7037, -71.8549, 70.5617, 730.6151, -0.0061, -0.0474, 0.0060, -71.8549, 70.5617, 730.6151, -0.0061, -0.0474, 0.0060, 10240
714380.7204, -71.8315, 70.5136, 730.2518, -0.0087, -0.0499, 0.0066, -71.8315, 70.5136, 730.2518, -0.0087, -0.0499, 0.0066, 10241
714380.7371, -71.6592, 70.2737, 730.2976, -0.0089, -0.0448, 0.0131, -71.6592, 70.2737, 730.2976, -0.0089, -0.0448, 0.0131, 10242
714380.7538, -71.4993, 70.0132, 729.7689, -0.0138, -0.0438, 0.0097, -71.4993, 70.0132, 729.7689, -0.0138, -0.0438, 0.0097, 10243
714380.7705, -71.2529, 69.8882, 727.9416, -0.0171, -0.0446, 0.0072, -71.2529, 69.8882, 727.9416, -0.0171, -0.0446, 0.0072, 10244
714380.7872, -71.3797, 70.0330, 731.6125, -0.0152, -0.0410, 0.0087, -71.3797, 70.0330, 731.6125, -0.0152, -0.0410, 0.0087, 10245
714380.8038, -70.7082, 69.9028, 728.9592, -0.0177, -0.0399, 0.0060, -70.7082, 69.9028, 728.9592, -0.0177, -0.0399, 0.0060, 10246
714380.8205, -70.6022, 69.9577, 730.2056, -0.0145, -0.0435, 0.0058, -70.6022, 69.9577, 730.2056, -0.0145, -0.0435, 0.0058, 10247
714380.8372, -70.1999, 69.9590, 729.4583, -0.0304, -0.0405, 0.0031, -70.1999, 69.9590, 729.4583, -0.0304, -0.0405, 0.0031, 10248
714380.8539, -69.7923, 70.1010, 730.8552, -0.0158, -0.0464, 0.0041, -69.7923, 70.1010, 730.8552, -0.0158, -0.0464, 0.0041, 10249
714380.8705, -69.1253, 70.2083, 730.1501, -0.0218, -0.0471, -0.0003, -69.1253, 70.2083, 730.1501, -0.0218, -0.0471, -0.0003, 10250
714380.8872, -68.5851, 70.2129, 729.7701, -0.0048, -0.0378, 0.0043, -68.5851, 70.2129, 729.7701, -0.0048, -0.0378, 0.0043, 10251
714380.9039, -67.8990, 70.6938, 731.4851, -0.0061, -0.0501, 0.0025, -67.8990, 70.6938, 731.4851, -0.0061, -0.0501, 0.0025, 10252
714380.9206, -66.9116, 70.4471, 728.4386, -0.0034, -0.0459, -0.0004, -66.9116, 70.4471, 728.4386, -0.0034, -0.0459, -0.0004, 10253
714380.9373, -66.2730, 70.3551, 727.9247, 0.0016, -0.0456, 0.0031, -66.2730, 70.3551, 727.9247, 0.0016, -0.0456, 0.0031, 10254
714380.9539, -65.2360, 70.2141, 728.4250, -0.0083, -0.0473, 0.0039, -65.2360, 70.2141, 728.4250, -0.0083, -0.0473, 0.0039, 10255
714380.9706, -64.8606, 70.2508, 729.0827, -0.0190, -0.0489, 0.0040, -64.8606, 70.2508, 729.0827, -0.0190, -0.0489, 0.0040, 10256
714380.9873, -64.0028, 69.9199, 727.4406, -0.0041, -0.0524, 0.0033, -64.0028, 69.9199, 727.4406, -0.0041, -0.0524, 0.0033, 10257
714381.0040, -62.8994, 69.6774, 724.7317, 0.0010, -0.0524, 0.0070, -62.8994, 69.6774, 724.7317, 0.0010, -0.0524, 0.0070, 10258
714381.0207, -62.7476, 70.0429, 727.3619, -0.0228, -0.0499, 0.0116, -62.7476, 70.0429, 727.3619, -0.0228, -0.0499, 0.0116, 10259
