CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
4306.3309, 142.5585, 119.7126, 712.4268, 0.0044, 0.0479, -0.0179, 142.5585, 119.7126, 712.4268, 0.0044, 0.0479, -0.0179, 60553
4306.3476, 142.3323, 119.7916, 711.8447, 0.0078, 0.0571, -0.0193, 142.3323, 119.7916, 711.8447, 0.0078, 0.0571, -0.0193, 60554
4306.3643, 144.0000, 120.5192, 719.9188, 0.0098, 0.0479, -0.0151, 144.0000, 120.5192, 719.9188, 0.0098, 0.0479, -0.0151, 60555
4306.3810, 141.7956, 119.5246, 709.7253, -0.0140, 0.0569, -0.0153, 141.7956, 119.5246, 709.7253, -0.0140, 0.0569, -0.0153, 60556
4306.3977, 142.1837, 119.7637, 711.8563, -0.0018, 0.0598, -0.0190, 142.1837, 119.7637, 711.8563, -0.0018, 0.0598, -0.0190, 60557
4306.4143, 142.1609, 119.6443, 711.6147, 0.0078, 0.0577, -0.0175, 142.1609, 119.6443, 711.6147, 0.0078, 0.0577, -0.0175, 60558
4306.4310, 143.0681, 120.1483, 714.9811, 0.0047, 0.0568, -0.0169, 143.0681, 120.1483, 714.9811, 0.0047, 0.0568, -0.0169, 60559
4306.4477, 142.1286, 119.7229, 710.4698, -0.0019, 0.0571, -0.0245, 142.1286, 119.7229, 710.4698, -0.0019, 0.0571, -0.0245, 60560
4306.4644, 142.3547, 119.6272, 712.4614, -0.0015, 0.0522, -0.0145, 142.3547, 119.6272, 712.4614, -0.0015, 0.0522, -0.0145, 60561
4306.4811, 142.0609, 119.6323, 709.4988, -0.0142, 0.0468, -0.0223, 142.0609, 119.6323, 709.4988, -0.0142, 0.0468, -0.0223, 60562
4306.4977, 142.9810, 119.9364, 714.7681, 0.0067, 0.0486, -0.0170, 142.9810, 119.9364, 714.7681, 0.0067, 0.0486, -0.0170, 60563
4306.5144, 142.5654, 119.8589, 712.4734, -0.0090, 0.0534, -0.0193, 142.5654, 119.8589, 712.4734, -0.0090, 0.0534, -0.0193, 60564
4306.5311, 143.5767, 120.2463, 717.1808, 0.0039, 0.0542, -0.0117, 143.5767, 120.2463, 717.1808, 0.0039, 0.0542, -0.0117, 60565
4306.5478, 141.9731, 119.7682, 710.1141, 0.0002, 0.0603, -0.0255, 141.9731, 119.7682, 710.1141, 0.0002, 0.0603, -0.0255, 60566
4306.5644, 142.9295, 119.9053, 714.5054, 0.0094, 0.0528, -0.0136, 142.9295, 119.9053, 714.5054, 0.0094, 0.0528, -0.0136, 60567
4306.5811, 142.6185, 119.9253, 712.7192, 0.0040, 0.0522, -0.0221, 142.6185, 119.9253, 712.7192, 0.0040, 0.0522, -0.0221, 60568
4306.5978, 143.0599, 119.9941, 716.1658, 0.0137, 0.0507, -0.0143, 143.0599, 119.9941, 716.1658, 0.0137, 0.0507, -0.0143, 60569
4306.6145, 142.4253, 119.6862, 712.6741, 0.0156, 0.0522, -0.0158, 142.4253, 119.6862, 712.6741, 0.0156, 0.0522, -0.0158, 60570
4306.6311, 142.1287, 119.8734, 711.3516, -0.0089, 0.0647, -0.0216, 142.1287, 119.8734, 711.3516, -0.0089, 0.0647, -0.0216, 60571
4306.6478, 143.1127, 120.1969, 715.5058, -0.0018, 0.0611, -0.0163, 143.1127, 120.1969, 715.5058, -0.0018, 0.0611, -0.0163, 60572
4306.6645, 142.6455, 119.8087, 712.9322, 0.0045, 0.0563, -0.0215, 142.6455, 119.8087, 712.9322, 0.0045, 0.0563, -0.0215, 60573
4306.6812, 143.3215, 119.9448, 715.6288, 0.0157, 0.0471, -0.0158, 143.3215, 119.9448, 715.6288, 0.0157, 0.0471, -0.0158, 60574
4306.6978, 142.6769, 119.9738, 713.5592, -0.0075, 0.0520, -0.0175, 142.6769, 119.9738, 713.5592, -0.0075, 0.0520, -0.0175, 60575
4306.7145, 142.8879, 120.0845, 714.9739, 0.0000, 0.0551, -0.0144, 142.8879, 120.0845, 714.9739, 0.0000, 0.0551, -0.0144, 60576
4306.7312, 142.9633, 119.9647, 715.2151, 0.0076, 0.0530, -0.0168, 142.9633, 119.9647, 715.2151, 0.0076, 0.0530, -0.0168, 60577
4306.7479, 142.7930, 119.9522, 714.0568, 0.0051, 0.0466, -0.0177, 142.7930, 119.9522, 714.0568, 0.0051, 0.0466, -0.0177, 60578
4306.7645, 142.8958, 119.9225, 714.2584, -0.0056, 0.0403, -0.0166, 142.8958, 119.9225, 714.2584, -0.0056, 0.0403, -0.0166, 60579
4306.7812, 141.5363, 119.4193, 709.2186, 0.0006, 0.0477, -0.0196, 141.5363, 119.4193, 709.2186, 0.0006, 0.0477, -0.0196, 60580
4306.7979, 143.0839, 119.8615, 714.8682, -0.0038, 0.0470, -0.0159, 143.0839, 119.8615, 714.8682, -0.0038, 0.0470, -0.0159, 60581
