CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
3363.843172274, 308.390380859, 269.458312988, 351.633178711, 269.183929443, 413.859466553, 286.517028809, 458.058105469, 285.608551025, -11.424167633, 67.933349609, 663.852478027, 48.409683228, 66.593208313, 659.974853516, 5738
3363.861687268, 307.917083740, 269.781555176, 350.645355225, 269.063415527, 413.941589355, 286.008300781, 458.410400391, 285.454345703, -12.000636101, 67.370559692, 659.643371582, 46.335517883, 65.391654968, 649.988281250, 5739
3363.882116278, 308.027343750, 269.826538086, 351.488403320, 268.888092041, 414.655212402, 286.508666992, 457.247985840, 285.434112549, -11.769572258, 67.276901245, 655.112854004, 48.574573517, 66.776420593, 664.964965820, 5740
3363.902545287, 308.607788086, 269.913330078, 351.252044678, 268.961090088, 414.862976074, 286.013366699, 458.072387695, 285.578277588, -11.016664505, 67.288635254, 657.947143555, 47.665863037, 66.115135193, 656.976684570, 5741
3363.922974296, 309.320922852, 270.244750977, 351.810485840, 268.911285400, 413.990905762, 286.501922607, 457.891357422, 285.002838135, -10.220185280, 69.120674133, 670.127929688, 48.848484039, 66.249809265, 662.570861816, 5742
3363.941755506, 308.532104492, 269.757934570, 351.214569092, 269.251373291, 413.364135742, 286.101257324, 458.480895996, 285.449920654, -11.306184769, 68.363159180, 668.803100586, 47.378463745, 65.892265320, 653.698425293, 5743
3363.962132480, 307.547790527, 269.667938232, 350.684265137, 269.080688477, 413.595214844, 286.107543945, 458.085052490, 285.417663574, -12.508636475, 67.340576172, 659.442382812, 46.578575134, 65.649101257, 652.649658203, 5744
3363.982509454, 309.656616211, 269.603942871, 351.095642090, 269.096160889, 413.206115723, 286.471740723, 457.862182617, 285.012725830, -9.881304741, 69.562850952, 678.948974609, 47.483589172, 65.860954285, 657.374633789, 5745
3364.005459789, 308.404541016, 269.820007324, 351.498626709, 269.116241455, 413.642425537, 286.096618652, 458.908935547, 285.311950684, -11.430585861, 68.079261780, 665.664306641, 47.691585541, 65.599723816, 652.665466309, 5746
3364.025972609, 308.330169678, 269.638610840, 351.574798584, 269.267822266, 415.080627441, 286.632019043, 458.407897949, 285.154937744, -11.340009689, 67.137603760, 654.198852539, 48.109703064, 66.030044556, 656.937194824, 5747
3364.046485430, 307.992431641, 270.070312500, 350.803955078, 269.294738770, 414.809570312, 286.362274170, 458.499237061, 285.567474365, -11.789953232, 67.199348450, 653.724975586, 46.589347839, 65.679420471, 650.522888184, 5748
3364.066998250, 307.637786865, 269.922668457, 350.960052490, 269.026336670, 414.651611328, 286.510009766, 457.875183105, 285.551116943, -12.249691010, 67.045730591, 652.238403320, 47.212802887, 66.068305969, 656.248596191, 5749
3364.085673087, 308.406127930, 269.894836426, 350.861450195, 269.315002441, 413.590454102, 286.422607422, 457.543823242, 284.953643799, -11.436935425, 68.400962830, 666.074035645, 47.206939697, 66.034095764, 657.990112305, 5750
3364.106133445, 308.228332520, 269.679748535, 351.760986328, 268.871215820, 416.181243896, 286.388305664, 458.884155273, 285.654724121, -11.323229790, 66.087677002, 645.390625000, 48.202701569, 65.880676270, 654.783508301, 5751
3364.126593803, 308.422973633, 269.593719482, 351.675537109, 268.775207520, 414.699554443, 286.760803223, 457.577758789, 285.754089355, -11.274549484, 67.562049866, 657.736572266, 48.753643036, 66.810127258, 663.891418457, 5752
3364.147054161, 307.893798828, 269.823852539, 351.970458984, 269.009826660, 414.831237793, 286.537719727, 458.321289062, 285.545379639, -11.911004066, 67.055946350, 652.807373047, 48.917842865, 66.487419128, 660.555358887, 5753
