frameCounter, trackingStatus, timeLogged, frameNumber
921,2,3363.8703, 5738
922,2,3363.8852, 5739
923,2,3363.9010, 5740
924,2,3363.9157, 5741
925,2,3363.9477, 5742
926,2,3363.9634, 5743
927,2,3363.9817, 5744
928,2,3364.0119, 5745
929,2,3364.0278, 5746
930,2,3364.0435, 5747
931,2,3364.0594, 5748
932,2,3364.0924, 5749
933,2,3364.1078, 5750
934,2,3364.1238, 5751
935,2,3364.1400, 5752
936,2,3364.1715, 5753
937,2,3364.1886, 5754
938,2,3364.2041, 5755
939,2,3364.2362, 5756
940,2,3364.2514, 5757
941,2,3364.2673, 5758
942,2,3364.2833, 5759
943,2,3364.3155, 5760
944,2,3364.3321, 5761
945,2,3364.3480, 5762
946,2,3364.3797, 5763
947,2,3364.3956, 5764
948,2,3364.4116, 5765
949,2,3364.4279, 5766
950,2,3364.4597, 5767
951,2,3364.4755, 5768
952,2,3364.4912, 5769
953,2,3364.5077, 5770
954,2,3364.5400, 5771
955,2,3364.5566, 5772
956,2,3364.5717, 5773
957,2,3364.6037, 5774
958,2,3364.6197, 5775
959,2,3364.6365, 5776
960,2,3364.6531, 5777
961,2,3364.6838, 5778
962,2,3364.6996, 5779
963,2,3364.7164, 5780
964,2,3364.7474, 5781
965,2,3364.7640, 5782
966,2,3364.7797, 5783
967,2,3364.7954, 5784
968,2,3364.8274, 5785
969,2,3364.8442, 5786
970,2,3364.8609, 5787
971,2,3364.8755, 5788
972,2,3364.9072, 5789
973,2,3364.9234, 5790
974,2,3364.9396, 5791
975,2,3364.9717, 5792
976,2,3364.9880, 5793
977,2,3365.0034, 5794
978,2,3365.0192, 5795
979,2,3365.0516, 5796
980,2,3365.0675, 5797
981,2,3365.0848, 5798
982,2,3365.1160, 5799
983,2,3365.1315, 5800
984,2,3365.1477, 5801
985,2,3365.1637, 5802
986,2,3365.1962, 5803
987,2,3365.2118, 5804
988,2,3365.2282, 5805
989,2,3365.2436, 5806
990,2,3365.2756, 5807
991,2,3365.2921, 5808
992,2,3365.3076, 5809
993,2,3365.3405, 5810
994,2,3365.3559, 5811
995,2,3365.3715, 5812
996,2,3365.3876, 5813
997,2,3365.4199, 5814
998,2,3365.4357, 5815
999,2,3365.4517, 5816
1000,2,3365.4845, 5817
1001,2,3365.5012, 5818
1002,2,3365.5159, 5819
1003,2,3365.5314, 5820
1004,2,3365.5635, 5821
1005,2,3365.5796, 5822
1006,2,3365.5958, 5823
1007,2,3365.6115, 5824
1008,2,3365.6435, 5825
1009,2,3365.6596, 5826
1010,2,3365.6757, 5827
1011,2,3365.7077, 5828
1012,2,3365.7239, 5829
1013,2,3365.7398, 5830
1014,2,3365.7559, 5831
1015,2,3365.7886, 5832
1016,2,3365.8055, 5833
1017,2,3365.8197, 5834
1018,2,3365.8354, 5835
1019,2,3365.8676, 5836
1020,2,3365.8835, 5837
1021,2,3365.9005, 5838
1022,2,3365.9317, 5839
1023,2,3365.9479, 5840
1024,2,3365.9636, 5841
1025,2,3365.9795, 5842
1026,2,3366.0120, 5843
1027,2,3366.0277, 5844
1028,2,3366.0436, 5845
1029,2,3366.0756, 5846
1030,2,3366.0915, 5847
1031,2,3366.1078, 5848
1032,2,3366.1237, 5849
1033,2,3366.1555, 5850
1034,2,3366.1714, 5851
1035,2,3366.1875, 5852
1036,2,3366.2043, 5853
1037,2,3366.2358, 5854
1038,2,3366.2518, 5855
1039,2,3366.2698, 5856
1040,2,3366.2995, 5857
1041,2,3366.3162, 5858
1042,2,3366.3318, 5859
1043,2,3366.3480, 5860
1044,2,3366.3797, 5861
1045,2,3366.3959, 5862
1046,2,3366.4120, 5863
1047,2,3366.4442, 5864
1048,2,3366.4602, 5865
1049,2,3366.4761, 5866
1050,2,3366.4916, 5867
1051,2,3366.5237, 5868
1052,2,3366.5399, 5869
1053,2,3366.5556, 5870
1054,2,3366.5750, 5871
1055,2,3366.6034, 5872
1056,2,3366.6194, 5873
1057,2,3366.6358, 5874
1058,2,3366.6685, 5875
1059,2,3366.6836, 5876
1060,2,3366.6995, 5877
1061,2,3366.7154, 5878
1062,2,3366.7481, 5879
1063,2,3366.7638, 5880
1064,2,3366.7797, 5881
1065,2,3366.8116, 5882
1066,2,3366.8274, 5883
1067,2,3366.8435, 5884
1068,2,3366.8600, 5885
1069,2,3366.8916, 5886
1070,2,3366.9076, 5887
1071,2,3366.9235, 5888
1072,2,3366.9397, 5889
1073,2,3366.9719, 5890
1074,2,3366.9875, 5891
1075,2,3367.0044, 5892
1076,2,3367.0357, 5893
1077,2,3367.0520, 5894
1078,2,3367.0675, 5895
1079,2,3367.0849, 5896
1080,2,3367.1166, 5897
1081,2,3367.1317, 5898
1082,2,3367.1477, 5899
1083,2,3367.1796, 5900
1084,2,3367.1956, 5901
1085,2,3367.2117, 5902
1086,2,3367.2284, 5903
1087,2,3367.2596, 5904
1088,2,3367.2756, 5905
1089,2,3367.2917, 5906
1090,2,3367.3077, 5907
1091,2,3367.3395, 5908
1092,2,3367.3555, 5909
1093,2,3367.3719, 5910
1094,2,3367.4037, 5911
1095,2,3367.4198, 5912
1096,2,3367.4372, 5913
1097,2,3367.4518, 5914
1098,2,3367.4838, 5915
1099,2,3367.4998, 5916
1100,2,3367.5168, 5917
1101,2,3367.5314, 5918
1102,2,3367.5638, 5919
1103,2,3367.5793, 5920
1104,2,3367.5956, 5921
1105,2,3367.6276, 5922
1106,2,3367.6438, 5923
1107,2,3367.6597, 5924
1108,2,3367.6757, 5925
1109,2,3367.7083, 5926
1110,2,3367.7236, 5927
1111,2,3367.7416, 5928
1112,2,3367.7719, 5929
1113,2,3367.7888, 5930
1114,2,3367.8037, 5931
1115,2,3367.8198, 5932
1116,2,3367.8521, 5933
1117,2,3367.8685, 5934
1118,2,3367.8838, 5935
1119,2,3367.9001, 5936
1120,2,3367.9317, 5937
1121,2,3367.9474, 5938
1122,2,3367.9635, 5939
1123,2,3367.9954, 5940
1124,2,3368.0113, 5941
1125,2,3368.0277, 5942
1126,2,3368.0436, 5943
1127,2,3368.0757, 5944
1128,2,3368.0918, 5945
1129,2,3368.1080, 5946
1130,2,3368.1395, 5947
1131,2,3368.1554, 5948
1132,2,3368.1715, 5949
1133,2,3368.1876, 5950
1134,2,3368.2199, 5951
1135,2,3368.2357, 5952
1136,2,3368.2517, 5953
1137,2,3368.2687, 5954
1138,2,3368.2998, 5955
1139,2,3368.3159, 5956
1140,2,3368.3320, 5957
1141,2,3368.3639, 5958
1142,2,3368.3805, 5959
1143,2,3368.3959, 5960
1144,2,3368.4120, 5961
1145,2,3368.4440, 5962
1146,2,3368.4592, 5963
1147,2,3368.4755, 5964
1148,2,3368.5075, 5965
1149,2,3368.5240, 5966
1150,2,3368.5394, 5967
1151,2,3368.5556, 5968
1152,2,3368.5873, 5969
1153,2,3368.6036, 5970
1154,2,3368.6209, 5971
1155,2,3368.6357, 5972
1156,2,3368.6684, 5973
1157,2,3368.6842, 5974
1158,2,3368.6995, 5975
1159,2,3368.7319, 5976
1160,2,3368.7481, 5977
1161,2,3368.7641, 5978
1162,2,3368.7798, 5979
1163,2,3368.8116, 5980
1164,2,3368.8279, 5981
1165,2,3368.8453, 5982
1166,2,3368.8758, 5983
1167,2,3368.8918, 5984
1168,2,3368.9074, 5985
1169,2,3368.9234, 5986
1170,2,3368.9555, 5987
1171,2,3368.9717, 5988
1172,2,3368.9876, 5989
1173,2,3369.0043, 5990
1174,2,3369.0355, 5991
1175,2,3369.0519, 5992
1176,2,3369.0687, 5993
1177,2,3369.1013, 5994
1178,2,3369.1159, 5995
1179,2,3369.1317, 5996
1180,2,3369.1475, 5997
1181,2,3369.1804, 5998
1182,2,3369.1956, 5999
1183,2,3369.2118, 6000
1184,2,3369.2436, 6001
1185,2,3369.2598, 6002
1186,2,3369.2754, 6003
1187,2,3369.2919, 6004
1188,2,3369.3238, 6005
1189,2,3369.3395, 6006
1190,2,3369.3556, 6007
1191,2,3369.3715, 6008
1192,2,3369.4049, 6009
1193,2,3369.4212, 6010
1194,2,3369.4360, 6011
1195,2,3369.4678, 6012
1196,2,3369.4839, 6013
1197,2,3369.5003, 6014
1198,2,3369.5164, 6015
1199,2,3369.5478, 6016
1200,2,3369.5640, 6017
1201,2,3369.5800, 6018
1202,2,3369.5963, 6019
1203,2,3369.6279, 6020
1204,2,3369.6435, 6021
1205,2,3369.6599, 6022
1206,2,3369.6917, 6023
1207,2,3369.7075, 6024
1208,2,3369.7235, 6025
1209,2,3369.7404, 6026
1210,2,3369.7717, 6027
1211,2,3369.7876, 6028
1212,2,3369.8042, 6029
1213,2,3369.8366, 6030
1214,2,3369.8516, 6031
1215,2,3369.8678, 6032
1216,2,3369.8837, 6033
1217,2,3369.9155, 6034
1218,2,3369.9318, 6035
1219,2,3369.9477, 6036
1220,2,3369.9636, 6037
1221,2,3369.9957, 6038
