Current_time,Latest_data_timestamp
1534813.197426200,1534813.152936573
1534813.201768900,1534813.169631063
1534813.205401400,1534813.169631063
1534813.209391200,1534813.169631063
1534813.214384800,1534813.169631063
1534813.218373800,1534813.169631063
1534813.222359600,1534813.169631063
1534813.226344900,1534813.186325554
1534813.230334100,1534813.186325554
1534813.235350700,1534813.203020045
1534813.239337800,1534813.203020045
1534813.243299300,1534813.203020045
1534813.247289200,1534813.203020045
1534813.251279300,1534813.219714536
1534813.255266400,1534813.219714536
1534813.260255500,1534813.219714536
1534813.264253600,1534813.219714536
1534813.267770400,1534813.219714536
1534813.272758300,1534813.219714536
1534813.276774400,1534813.219714536
1534813.280738800,1534813.219714536
1534813.284756600,1534813.253103517
1534813.288747100,1534813.253103517
1534813.292733300,1534813.253103517
1534813.297721900,1534813.253103517
1534813.301706200,1534813.253103517
1534813.305667900,1534813.253103517
1534813.309685200,1534813.253103517
1534813.313648100,1534813.253103517
1534813.318661900,1534813.269798008
1534813.322680700,1534813.269798008
1534813.326631000,1534813.269798008
1534813.330633000,1534813.269798008
1534813.334647900,1534813.285900411
1534813.338611100,1534813.285900411
1534813.342572700,1534813.285900411
1534813.347558200,1534813.285900411
1534813.351578600,1534813.302587937
1534813.355567900,1534813.302587937
1534813.359543000,1534813.302587937
1534813.363517400,1534813.302587937
1534813.368018900,1534813.302587937
1534813.372005400,1534813.302587937
1534813.375998600,1534813.302587937
1534813.380979900,1534813.335962989
1534813.384968900,1534813.335962989
1534813.388959100,1534813.335962989
1534813.392953700,1534813.335962989
1534813.396936600,1534813.352650516
1534813.401921900,1534813.352650516
1534813.405915100,1534813.352650516
1534813.409904800,1534813.369338042
1534813.413932900,1534813.369338042
1534813.417892800,1534813.369338042
1534813.421879500,1534813.369338042
1534813.426888100,1534813.369338042
1534813.430864400,1534813.386025568
1534813.434840600,1534813.386025568
1534813.438832700,1534813.386025568
1534813.442816000,1534813.402713094
1534813.447804400,1534813.402713094
1534813.451815100,1534813.402713094
1534813.455782100,1534813.402713094
1534813.459771200,1534813.402713094
1534813.463760400,1534813.419400620
1534813.467265100,1534813.419400620
1534813.472256700,1534813.419400620
1534813.476243200,1534813.436088146
1534813.480230300,1534813.436088146
1534813.485225300,1534813.436088146
1534813.489213200,1534813.436088146
1534813.493228300,1534813.452775672
1534813.497186100,1534813.452775672
1534813.501176300,1534813.452775672
1534813.505204300,1534813.452775672
1534813.509180600,1534813.469463198
1534813.514145000,1534813.469463198
1534813.518133200,1534813.469463198
1534813.522118100,1534813.469463198
1534813.526166300,1534813.469463198
1534813.530162800,1534813.469463198
1534813.535119600,1534813.469463198
1534813.539163300,1534813.469463198
1534813.543092600,1534813.469463198
1534813.547084200,1534813.469463198
1534813.551041300,1534813.469463198
1534813.556080300,1534813.469463198
1534813.560061000,1534813.469463198
1534813.564003300,1534813.469463198
1534813.567509600,1534813.469463198
1534813.572531100,1534813.469463198
1534813.576495000,1534813.469463198
1534813.580473900,1534813.469463198
1534813.584520200,1534813.469463198
1534813.588486300,1534813.469463198
1534813.593482400,1534813.469463198
1534813.597430900,1534813.469463198
1534813.601478000,1534813.469463198
1534813.605455800,1534813.469463198
1534813.609401100,1534813.569588355
1534813.614385900,1534813.569588355
1534813.618451900,1534813.569588355
1534813.622362200,1534813.586275881
1534813.626362800,1534813.586275881
1534813.630346700,1534813.586275881
1534813.634334000,1534813.602963408
1534813.639347400,1534813.602963408
1534813.643307200,1534813.602963408
1534813.647309900,1534813.602963408
1534813.651286700,1534813.619650934
1534813.655274700,1534813.619650934
1534813.660261100,1534813.619650934
1534813.664251900,1534813.619650934
1534813.671773100,1534813.636338460
1534813.676763000,1534813.636338460
1534813.681722900,1534813.636338460
1534813.685710300,1534813.636338460
1534813.689698100,1534813.636338460
1534813.693705400,1534813.636338460
1534813.697682500,1534813.636338460
1534813.701674200,1534813.653025986
1534813.706655700,1534813.653025986
1534813.710650500,1534813.653025986
1534813.714636500,1534813.669791413
1534813.718626400,1534813.669791413
1534813.722614700,1534813.669791413
1534813.727601500,1534813.669791413
1534813.731587500,1534813.686485904
1534813.735580400,1534813.686485904
1534813.739568500,1534813.686485904
1534813.743599700,1534813.686485904
1534813.747548200,1534813.686485904
1534813.752535300,1534813.703180394
1534813.756520900,1534813.703180394
1534813.760510900,1534813.703180394
1534813.764513100,1534813.703180394
1534813.768005500,1534813.719874885
1534813.773030600,1534813.719874885
1534813.777011300,1534813.719874885
1534813.781005300,1534813.736569376
1534813.784986800,1534813.736569376
1534813.789989800,1534813.736569376
1534813.793932900,1534813.736569376
1534813.797920600,1534813.753263867
1534813.801944100,1534813.753263867
1534813.805964300,1534813.753263867
1534813.809899900,1534813.753263867
1534813.814909900,1534813.769958358
1534813.818901400,1534813.769958358
1534813.822865000,1534813.769958358
1534813.826880500,1534813.769958358
1534813.830902700,1534813.786652848
1534813.834849800,1534813.786652848
1534813.839856000,1534813.786652848
1534813.842845200,1534813.786652848
1534813.847827900,1534813.786652848
1534813.851786600,1534813.786652848
1534813.855776700,1534813.786652848
1534813.860818000,1534813.803347339
1534813.864775900,1534813.820041830
1534813.868276600,1534813.820041830
1534813.872772000,1534813.820041830
1534813.876771300,1534813.836736321
1534813.881778400,1534813.836736321
1534813.885705500,1534813.836736321
1534813.889719000,1534813.836736321
1534813.893682400,1534813.853430812
1534813.897668800,1534813.853430812
1534813.901668800,1534813.853430812
1534813.906710900,1534813.853430812
1534813.910633700,1534813.870125302
1534813.914653800,1534813.870125302
1534813.918637700,1534813.870125302
1534813.922613900,1534813.870125302
1534813.926590000,1534813.886819793
1534813.931576500,1534813.886819793
1534813.935566200,1534813.886819793
1534813.939553600,1534813.903514284
1534813.943602900,1534813.903514284
1534813.947569300,1534813.903514284
1534813.952559300,1534813.903514284
1534813.956543700,1534813.920208775
1534813.960523400,1534813.920208775
1534813.964522400,1534813.920208775
1534813.968482000,1534813.920208775
1534813.972008300,1534813.936903266
1534813.976996000,1534813.936903266
