CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
1534813.4568, -41.3150, 54.9096, 523.7619, 0.1841, -0.1007, 0.0550, 81.1051, 62.3609, 512.9501, 0.1371, -0.0402, 0.0361, 376
1534813.4735, -41.4353, 54.9010, 524.5717, 0.2176, -0.1108, 0.0732, 81.4540, 61.9443, 510.9492, 0.1255, -0.0335, 0.0421, 377
1534813.4902, -39.0964, 55.0204, 521.6855, 0.1865, -0.0919, 0.0672, 83.5407, 62.0193, 513.7201, 0.1183, -0.0339, 0.0375, 378
1534813.5069, -38.2119, 54.7994, 525.4993, 0.2001, -0.1002, 0.0665, 84.4927, 61.8004, 511.7333, 0.1251, -0.0373, 0.0407, 379
1534813.5235, -35.7311, 54.8274, 522.6674, 0.1881, -0.1214, 0.0708, 87.1834, 62.1814, 515.2040, 0.1126, -0.0354, 0.0406, 380
1534813.5402, -34.1863, 54.4108, 522.3158, 0.2043, -0.1086, 0.0699, 88.5400, 61.6592, 512.4790, 0.1164, -0.0562, 0.0358, 381
1534813.5569, -32.2461, 54.3309, 522.5106, 0.2007, -0.0994, 0.0766, 90.5345, 61.3115, 511.1294, 0.1323, -0.0549, 0.0402, 382
1534813.5736, -29.1006, 54.1548, 521.7289, 0.1947, -0.1088, 0.0715, 93.0153, 61.1983, 513.6439, 0.1573, -0.0509, 0.0466, 383
1534813.5903, -25.4651, 54.2461, 525.0471, 0.1854, -0.1131, 0.0724, 95.2862, 60.7958, 510.7991, 0.1617, -0.0540, 0.0464, 384
1534813.6070, -22.4993, 54.8296, 519.2981, 0.1669, -0.1056, 0.0742, 99.0434, 61.6928, 516.4029, 0.1327, -0.0168, 0.0496, 385
1534813.6237, -19.1554, 54.3108, 521.1854, 0.1906, -0.0948, 0.0834, 101.8857, 61.1661, 511.1570, 0.1334, -0.0296, 0.0492, 386
1534813.6404, -15.1700, 54.0173, 520.2528, 0.2003, -0.1046, 0.0785, 105.7726, 61.3032, 514.5132, 0.1390, -0.0277, 0.0550, 387
1534813.6570, -11.8231, 54.2312, 522.9067, 0.1687, -0.0771, 0.0811, 108.8763, 61.4454, 511.9095, 0.1355, -0.0246, 0.0605, 388
1534813.6737, -7.9154, 54.2880, 523.2745, 0.1791, -0.0616, 0.0864, 112.6667, 61.1974, 510.4113, 0.1457, -0.0365, 0.0629, 389
1534813.6905, -3.7191, 53.9309, 524.7784, 0.1742, -0.0721, 0.0912, 117.1954, 61.3133, 511.4533, 0.1108, 0.0056, 0.0709, 390
1534813.7072, -0.2224, 54.1253, 524.4294, 0.1768, -0.0353, 0.0861, 121.3207, 61.0613, 513.7697, 0.1408, -0.0028, 0.0663, 391
1534813.7239, 3.6375, 53.8701, 523.8391, 0.1601, -0.0302, 0.0878, 124.8487, 61.6749, 512.3607, 0.1175, -0.0047, 0.0754, 392
1534813.7406, 8.4913, 53.8782, 518.9233, 0.1499, -0.0395, 0.0925, 128.7731, 61.5135, 512.0334, 0.1294, 0.0111, 0.0800, 393
1534813.7573, 11.2950, 53.7706, 520.6075, 0.1348, -0.0146, 0.0898, 133.2636, 61.8214, 518.3881, 0.1415, 0.0056, 0.0768, 394
1534813.7740, 14.7227, 54.0980, 516.9095, 0.1231, -0.0083, 0.0883, 136.0163, 61.7912, 516.2752, 0.1350, 0.0148, 0.0820, 395
1534813.7907, 17.7690, 53.7488, 516.8660, 0.1509, -0.0167, 0.1030, 139.0710, 61.5249, 517.7873, 0.1487, 0.0067, 0.0890, 396
1534813.8074, 19.9778, 53.8261, 517.2134, 0.1379, -0.0046, 0.0983, 141.7928, 61.6314, 516.2921, 0.1230, -0.0105, 0.0833, 397
1534813.8240, 22.3427, 53.3537, 519.4584, 0.1528, -0.0126, 0.1080, 143.6838, 61.4284, 517.3143, 0.1413, -0.0020, 0.0906, 398
1534813.8407, 23.8918, 53.2922, 515.5784, 0.1350, 0.0043, 0.1032, 146.0302, 61.1720, 518.0816, 0.1331, -0.0110, 0.0905, 399
1534813.8574, 25.4232, 53.0821, 518.3090, 0.1426, -0.0061, 0.1073, 145.9071, 60.5403, 514.1513, 0.1368, -0.0105, 0.0934, 400
1534813.8741, 25.7528, 52.7698, 516.5844, 0.1489, -0.0122, 0.1180, 147.3831, 60.6520, 514.9703, 0.1246, -0.0001, 0.0882, 401
1534813.8908, 26.0476, 52.2458, 516.1105, 0.1321, 0.0132, 0.1097, 149.4907, 60.7163, 523.6185, 0.1243, 0.0135, 0.0900, 402
1534813.9075, 25.8221, 51.9256, 514.9473, 0.1276, 0.0161, 0.1101, 148.7336, 60.3391, 521.3677, 0.1336, 0.0029, 0.0928, 403
1534813.9242, 24.6918, 51.5606, 514.4196, 0.1369, 0.0140, 0.1143, 147.8486, 60.3588, 519.3165, 0.1218, 0.0000, 0.0912, 404
1534813.9409, 23.5047, 51.3732, 513.4709, 0.1213, 0.0030, 0.1128, 146.3842, 59.8681, 519.4741, 0.1106, -0.0029, 0.0887, 405
1534813.9576, 21.8446, 51.0839, 516.9249, 0.1367, 0.0096, 0.1142, 145.3390, 60.0675, 522.1796, 0.1138, 0.0263, 0.0888, 406
1534813.9743, 19.9156, 51.0131, 514.8327, 0.1384, 0.0173, 0.1073, 143.1466, 59.7473, 520.5579, 0.1287, 0.0252, 0.0832, 407
1534813.9910, 16.8563, 50.7972, 515.3828, 0.1170, 0.0203, 0.1021, 139.3997, 58.9289, 516.6298, 0.1387, 0.0139, 0.0785, 408
1534814.0077, 13.5962, 50.6083, 513.1530, 0.0988, 0.0146, 0.0982, 136.3369, 58.6151, 518.6688, 0.1398, 0.0356, 0.0821, 409
1534814.0244, 10.0267, 50.3197, 511.5553, 0.1196, 0.0063, 0.0937, 132.2497, 57.9034, 514.8707, 0.1360, 0.0235, 0.0769, 410
1534814.0411, 5.4309, 50.2097, 514.7179, 0.1433, 0.0014, 0.0879, 127.3523, 57.8248, 510.8218, 0.1073, 0.0253, 0.0767, 411
1534814.0578, 1.5678, 49.9434, 515.4346, 0.1251, -0.0103, 0.0821, 122.3491, 57.0011, 505.6246, 0.1237, 0.0149, 0.0627, 412
1534814.0745, -2.4753, 49.3619, 509.8320, 0.1177, -0.0179, 0.0797, 118.3797, 56.7995, 511.2012, 0.1652, 0.0008, 0.0667, 413
1534814.0906, -7.7745, 49.1756, 512.8068, 0.1420, -0.0196, 0.0777, 113.5912, 56.4902, 508.7403, 0.1537, 0.0059, 0.0659, 414
1534814.1240, -17.9270, 49.4450, 511.3670, 0.1577, -0.0581, 0.0679, 103.0153, 56.3997, 507.0187, 0.1489, 0.0135, 0.0504, 416
1534814.1406, -24.5361, 49.4849, 514.0206, 0.1565, -0.0669, 0.0770, 97.0928, 56.2206, 504.9847, 0.1574, -0.0168, 0.0450, 417
1534814.1573, -29.6413, 49.2991, 512.1572, 0.1546, -0.0831, 0.0710, 92.5097, 56.0143, 508.9548, 0.1433, -0.0089, 0.0421, 418
1534814.1740, -36.6222, 49.5798, 515.3484, 0.1688, -0.0790, 0.0671, 85.8748, 56.2228, 504.8412, 0.1258, -0.0183, 0.0437, 419
1534814.1907, -42.3105, 48.9693, 512.9681, 0.1439, -0.0947, 0.0612, 80.4730, 55.8037, 506.9446, 0.1379, -0.0254, 0.0319, 420
1534814.2074, -47.8633, 49.0147, 509.7606, 0.1436, -0.0924, 0.0541, 73.7368, 55.3040, 499.6022, 0.1360, -0.0522, 0.0296, 421
1534814.2241, -53.7739, 49.3011, 509.8109, 0.1614, -0.0909, 0.0437, 68.0223, 55.7259, 500.2514, 0.1309, -0.0394, 0.0201, 422
1534814.2408, -60.5459, 49.0985, 511.5555, 0.1547, -0.0844, 0.0446, 61.3718, 55.8033, 494.5179, 0.1217, -0.0382, 0.0170, 423
1534814.2575, -65.6212, 48.9195, 510.2893, 0.1544, -0.0701, 0.0397, 56.2050, 55.7618, 499.0487, 0.1328, -0.0566, 0.0119, 424
1534814.2741, -69.4904, 49.7230, 503.9878, 0.1112, -0.0771, 0.0272, 51.3916, 56.1632, 499.6537, 0.0960, -0.0717, -0.0022, 425
1534814.2908, -76.0332, 50.1975, 504.9201, 0.0887, -0.0664, 0.0243, 45.5991, 56.4066, 498.3603, 0.1102, -0.0855, -0.0075, 426
1534814.3075, -79.1011, 50.4721, 496.6592, 0.0957, -0.0747, 0.0178, 40.9545, 56.2443, 500.7670, 0.1266, -0.0924, -0.0112, 427
1534814.3242, -84.1716, 51.2250, 498.4006, 0.0838, -0.0850, 0.0132, 35.7279, 56.1439, 496.7169, 0.1064, -0.1023, -0.0141, 428
1534814.3409, -88.4557, 51.4789, 498.5546, 0.1129, -0.0941, 0.0001, 31.5310, 57.0092, 501.1869, 0.1157, -0.0679, -0.0153, 429
1534814.3576, -93.9772, 51.2146, 499.5117, 0.1012, -0.0667, -0.0010, 27.7389, 57.0255, 499.9624, 0.1150, -0.0642, -0.0227, 430
1534814.3743, -95.9387, 51.9963, 492.9361, 0.0502, -0.0786, -0.0120, 24.1996, 56.4673, 499.3570, 0.1174, -0.0686, -0.0185, 431
1534814.3910, -100.9491, 51.4019, 499.6849, 0.1140, -0.0503, -0.0046, 21.1523, 56.9714, 501.5896, 0.1134, -0.0602, -0.0264, 432
1534814.4076, -102.6272, 51.3154, 497.9244, 0.0676, -0.0633, -0.0111, 18.3769, 57.0397, 500.0869, 0.1102, -0.0615, -0.0238, 433
1534814.4243, -103.8402, 51.5760, 497.7015, 0.0712, -0.0997, -0.0118, 16.3632, 57.4031, 501.4798, 0.0932, -0.0652, -0.0361, 434
1534814.4410, -105.6595, 51.3205, 496.4690, 0.0776, -0.0580, -0.0193, 14.1446, 57.6076, 502.5778, 0.0892, -0.0659, -0.0351, 435
1534814.4577, -106.7595, 51.2781, 495.9122, 0.0546, -0.0834, -0.0227, 13.3706, 57.4233, 503.3482, 0.0777, -0.0604, -0.0362, 436
1534814.4745, -109.9607, 51.6717, 504.0573, 0.0593, -0.0690, -0.0304, 12.6233, 56.7241, 502.4698, 0.0967, -0.0660, -0.0375, 437
1534814.4912, -109.1692, 51.9524, 500.2247, 0.0404, -0.0796, -0.0175, 12.5641, 56.7831, 503.1980, 0.0814, -0.0612, -0.0453, 438
1534814.5079, -108.5191, 51.5710, 501.2715, 0.0467, -0.0744, -0.0249, 13.1354, 57.2095, 502.0234, 0.1039, -0.0670, -0.0414, 439
1534814.5246, -108.2892, 51.4475, 503.5042, 0.0759, -0.0584, -0.0266, 14.0707, 57.0409, 504.2356, 0.0952, -0.0567, -0.0510, 440
1534814.5413, -107.0845, 51.6703, 502.6884, 0.0558, -0.0616, -0.0297, 15.6141, 56.7316, 499.8016, 0.0954, -0.0427, -0.0440, 441
1534814.5580, -104.6989, 50.9572, 503.4684, 0.0505, -0.0501, -0.0359, 17.7081, 57.0419, 502.7330, 0.1012, -0.0378, -0.0461, 442
1534814.5747, -103.3505, 51.6587, 505.8926, 0.0886, -0.0541, -0.0286, 20.4411, 56.6821, 502.1289, 0.1145, -0.0562, -0.0424, 443
1534814.5913, -99.1235, 51.3663, 504.8391, 0.0900, -0.0579, -0.0358, 23.1068, 56.7784, 502.2401, 0.1158, -0.0379, -0.0452, 444
1534814.6080, -96.8095, 51.3253, 509.4851, 0.1130, -0.0810, -0.0187, 26.8577, 56.3919, 500.5074, 0.1255, -0.0519, -0.0421, 445
1534814.6247, -92.2823, 51.2884, 505.5477, 0.1200, -0.0946, 0.0057, 30.8072, 56.2562, 497.5609, 0.1112, -0.0535, -0.0356, 446
1534814.6414, -87.9248, 51.1764, 508.9336, 0.1083, -0.0880, -0.0034, 34.8857, 56.5850, 499.5884, 0.1291, -0.0811, -0.0272, 447
1534814.6581, -82.1361, 50.6576, 506.8970, 0.1285, -0.0893, -0.0062, 40.3016, 56.0438, 499.6541, 0.1185, -0.1030, -0.0320, 448
1534814.6748, -78.6619, 49.3421, 511.9435, 0.1529, -0.0870, 0.0077, 45.3378, 55.9891, 499.5948, 0.1179, -0.0888, -0.0259, 449
1534814.6915, -73.2626, 49.7447, 514.2608, 0.1497, -0.0685, 0.0104, 50.2807, 56.4355, 500.4285, 0.1117, -0.0839, -0.0159, 450
1534814.7082, -66.6316, 49.7848, 509.7906, 0.1384, -0.1030, 0.0172, 55.7256, 56.1772, 497.2758, 0.1194, -0.0749, -0.0174, 451
1534814.7249, -61.4087, 49.7970, 511.1105, 0.1839, -0.1092, 0.0316, 60.7186, 56.2903, 495.2505, 0.1305, -0.0406, -0.0116, 452
1534814.7416, -54.2157, 49.4983, 504.7059, 0.1550, -0.0880, 0.0248, 67.4962, 56.1366, 497.2231, 0.1319, -0.0409, -0.0046, 453
1534814.7583, -48.4393, 49.5569, 509.5561, 0.1446, -0.1114, 0.0433, 74.1982, 56.2088, 499.1174, 0.1175, -0.0562, -0.0017, 454
1534814.7750, -42.4895, 49.7044, 510.4429, 0.1436, -0.1114, 0.0363, 80.1319, 56.4782, 499.1621, 0.1192, -0.0443, 0.0158, 455
