CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
606437.9817, 76.3375, 11.2752, 510.0228, 0.3635, -0.0241, 0.0643, 76.3375, 11.2752, 510.0228, 0.3635, -0.0241, 0.0643, 1145
606437.9984, 76.6989, 10.8120, 512.5235, 0.3573, -0.0219, 0.0642, 76.6989, 10.8120, 512.5235, 0.3573, -0.0219, 0.0642, 1146
606438.0150, 76.3072, 10.7159, 513.3623, 0.3610, -0.0100, 0.0654, 76.3072, 10.7159, 513.3623, 0.3610, -0.0100, 0.0654, 1147
606438.0317, 75.8156, 10.5192, 511.3225, 0.3477, -0.0132, 0.0662, 75.8156, 10.5192, 511.3225, 0.3477, -0.0132, 0.0662, 1148
606438.0484, 75.8807, 10.4663, 512.3437, 0.3478, -0.0225, 0.0671, 75.8807, 10.4663, 512.3437, 0.3478, -0.0225, 0.0671, 1149
606438.0651, 75.9701, 10.2643, 513.0949, 0.3495, -0.0232, 0.0634, 75.9701, 10.2643, 513.0949, 0.3495, -0.0232, 0.0634, 1150
606438.0817, 76.0830, 10.0203, 514.0412, 0.3552, -0.0177, 0.0603, 76.0830, 10.0203, 514.0412, 0.3552, -0.0177, 0.0603, 1151
606438.0984, 75.7105, 9.9138, 513.1755, 0.3518, -0.0133, 0.0615, 75.7105, 9.9138, 513.1755, 0.3518, -0.0133, 0.0615, 1152
606438.1151, 75.9440, 9.6944, 513.6641, 0.3416, -0.0114, 0.0598, 75.9440, 9.6944, 513.6641, 0.3416, -0.0114, 0.0598, 1153
606438.1318, 75.6537, 9.5187, 514.9263, 0.3447, -0.0119, 0.0643, 75.6537, 9.5187, 514.9263, 0.3447, -0.0119, 0.0643, 1154
606438.1484, 75.4724, 9.4518, 511.7854, 0.3401, -0.0062, 0.0579, 75.4724, 9.4518, 511.7854, 0.3401, -0.0062, 0.0579, 1155
606438.1651, 75.0320, 9.4414, 510.2894, 0.3441, -0.0113, 0.0615, 75.0320, 9.4414, 510.2894, 0.3441, -0.0113, 0.0615, 1156
606438.1818, 75.1594, 9.4453, 509.0149, 0.3379, -0.0141, 0.0593, 75.1594, 9.4453, 509.0149, 0.3379, -0.0141, 0.0593, 1157
606438.1985, 74.9855, 9.4712, 505.9703, 0.3354, -0.0114, 0.0598, 74.9855, 9.4712, 505.9703, 0.3354, -0.0114, 0.0598, 1158
606438.2151, 74.6953, 9.4319, 505.4266, 0.3443, -0.0080, 0.0605, 74.6953, 9.4319, 505.4266, 0.3443, -0.0080, 0.0605, 1159
606438.2318, 74.6152, 9.7225, 501.1392, 0.3374, -0.0141, 0.0543, 74.6152, 9.7225, 501.1392, 0.3374, -0.0141, 0.0543, 1160
