frameCounter, trackingStatus, timeLogged, frameNumber
299,2,606438.0050, 1145
300,2,606438.0199, 1146
301,2,606438.0347, 1147
302,2,606438.0507, 1148
303,2,606438.0669, 1149
304,2,606438.0825, 1150
305,2,606438.0993, 1151
306,2,606438.1159, 1152
307,2,606438.1308, 1153
308,2,606438.1472, 1154
309,2,606438.1628, 1155
310,2,606438.1789, 1156
311,2,606438.1953, 1157
312,2,606438.2108, 1158
313,2,606438.2272, 1159
314,2,606438.2430, 1160
315,2,606438.2586, 1161
316,2,606438.2745, 1162
317,2,606438.2912, 1163
318,2,606438.3065, 1164
319,2,606438.3229, 1165
320,2,606438.3544, 1166
321,2,606438.3706, 1167
322,2,606438.3868, 1168
323,2,606438.4030, 1169
324,2,606438.4189, 1170
325,2,606438.4366, 1171
326,2,606438.4511, 1172
327,2,606438.4671, 1173
328,2,606438.4825, 1174
329,2,606438.4988, 1175
330,2,606438.5150, 1176
331,2,606438.5317, 1177
332,2,606438.5469, 1178
333,2,606438.5630, 1179
334,2,606438.5786, 1180
335,2,606438.5946, 1181
336,2,606438.6110, 1182
337,2,606438.6278, 1183
338,2,606438.6434, 1184
339,2,606438.6596, 1185
340,2,606438.6756, 1186
341,2,606438.6907, 1187
342,2,606438.7067, 1188
343,2,606438.7396, 1189
344,2,606438.7555, 1190
345,2,606438.7709, 1191
346,2,606438.7872, 1192
347,2,606438.8027, 1193
348,2,606438.8188, 1194
349,2,606438.8349, 1195
350,2,606438.8521, 1196
351,2,606438.8683, 1197
352,2,606438.8826, 1198
353,2,606438.8985, 1199
354,2,606438.9148, 1200
355,2,606438.9309, 1201
356,2,606438.9464, 1202
357,2,606438.9631, 1203
358,2,606438.9791, 1204
359,2,606439.0019, 1205
360,2,606439.0111, 1206
361,2,606439.0270, 1207
362,2,606439.0431, 1208
363,2,606439.0594, 1209
364,2,606439.0749, 1210
365,2,606439.0911, 1211
366,2,606439.1072, 1212
367,2,606439.1388, 1213
368,2,606439.1543, 1214
369,2,606439.1710, 1215
370,2,606439.1885, 1216
371,2,606439.2026, 1217
372,2,606439.2190, 1218
373,2,606439.2348, 1219
374,2,606439.2509, 1220
375,2,606439.2671, 1221
376,2,606439.2841, 1222
377,2,606439.2992, 1223
378,2,606439.3155, 1224
379,2,606439.3501, 1225
380,2,606439.3501, 1226
381,2,606439.3627, 1227
382,2,606439.3790, 1228
383,2,606439.3948, 1229
384,2,606439.4108, 1230
385,2,606439.4273, 1231
386,2,606439.4429, 1232
387,2,606439.4590, 1233
388,2,606439.4751, 1234
389,2,606439.4914, 1235
390,2,606439.5231, 1236
391,2,606439.5396, 1237
392,2,606439.5551, 1238
393,2,606439.5711, 1239
394,2,606439.5868, 1240
395,2,606439.6047, 1241
396,2,606439.6189, 1242
397,2,606439.6348, 1243
398,2,606439.6517, 1244
399,2,606439.6671, 1245
400,2,606439.6834, 1246
401,2,606439.6997, 1247
402,2,606439.7157, 1248
403,2,606439.7310, 1249
404,2,606439.7469, 1250
405,2,606439.7631, 1251
406,2,606439.7787, 1252
407,2,606439.7949, 1253
408,2,606439.8108, 1254
409,2,606439.8265, 1255
410,2,606439.8431, 1256
411,2,606439.8585, 1257
412,2,606439.8747, 1258
413,2,606439.8907, 1259
414,2,606439.9230, 1260
415,2,606439.9389, 1261
416,2,606439.9548, 1262
417,2,606439.9712, 1263
418,2,606439.9867, 1264
419,2,606440.0035, 1265
420,2,606440.0214, 1266
421,2,606440.0353, 1267
422,2,606440.0508, 1268
423,2,606440.0668, 1269
424,2,606440.0830, 1270
425,2,606440.0994, 1271
426,2,606440.1161, 1272
427,2,606440.1310, 1273
428,2,606440.1468, 1274
429,2,606440.1630, 1275
430,2,606440.1791, 1276
431,2,606440.1957, 1277
432,2,606440.2116, 1278
433,2,606440.2272, 1279
434,2,606440.2427, 1280
435,2,606440.2587, 1281
436,2,606440.2746, 1282
437,2,606440.3072, 1283
438,2,606440.3239, 1284
