CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
606437.648128222, 606437.648128222, 1125, 606437.648128222, 606437.648128222, 1125, 606437.648128222, 281
606437.664808789, 606437.664808789, 1126, 606437.664808789, 606437.664808789, 1126, 606437.664808789, 282
606437.681489356, 606437.681489356, 1127, 606437.681489356, 606437.681489356, 1127, 606437.681489356, 283
606437.698169923, 606437.698169923, 1128, 606437.698169923, 606437.698169923, 1128, 606437.698169923, 284
606437.714850490, 606437.714850490, 1129, 606437.714850490, 606437.714850490, 1129, 606437.714850490, 285
606437.731531058, 606437.731531058, 1130, 606437.731531058, 606437.731531058, 1130, 606437.731531058, 286
606437.748211625, 606437.748211625, 1131, 606437.748211625, 606437.748211625, 1131, 606437.748211625, 287
606437.764892192, 606437.764892192, 1132, 606437.764892192, 606437.764892192, 1132, 606437.764892192, 288
606437.781572759, 606437.781572759, 1133, 606437.781572759, 606437.781572759, 1133, 606437.781572759, 289
606437.798253326, 606437.798253326, 1134, 606437.798253326, 606437.798253326, 1134, 606437.798253326, 290
606437.814933893, 606437.814933893, 1135, 606437.814933893, 606437.814933893, 1135, 606437.814933893, 291
606437.831614461, 606437.831614461, 1136, 606437.831614461, 606437.831614461, 1136, 606437.831614461, 292
606437.848295028, 606437.848295028, 1137, 606437.848295028, 606437.848295028, 1137, 606437.848295028, 293
606437.864975595, 606437.864975595, 1138, 606437.864975595, 606437.864975595, 1138, 606437.864975595, 294
606437.881656162, 606437.881656162, 1139, 606437.881656162, 606437.881656162, 1139, 606437.881656162, 295
606437.898336729, 606437.898336729, 1140, 606437.898336729, 606437.898336729, 1140, 606437.898336729, 296
606437.915017296, 606437.915017296, 1141, 606437.915017296, 606437.915017296, 1141, 606437.915017296, 297
606437.931697864, 606437.931697864, 1142, 606437.931697864, 606437.931697864, 1142, 606437.931697864, 298
606437.948350063, 606437.948350063, 1143, 606437.948350063, 606437.948350063, 1143, 606437.948350063, 299
606437.965023677, 606437.965023677, 1144, 606437.965023677, 606437.965023677, 1144, 606437.965023677, 300
606437.981697291, 606437.981697291, 1145, 606437.981697291, 606437.981697291, 1145, 606437.981697291, 301
606437.998370905, 606437.998370905, 1146, 606437.998370905, 606437.998370905, 1146, 606437.998370905, 302
606438.015044519, 606438.015044519, 1147, 606438.015044519, 606438.015044519, 1147, 606438.015044519, 303
606438.031718133, 606438.031718133, 1148, 606438.031718133, 606438.031718133, 1148, 606438.031718133, 304
606438.048391747, 606438.048391747, 1149, 606438.048391747, 606438.048391747, 1149, 606438.048391747, 305
606438.065065361, 606438.065065361, 1150, 606438.065065361, 606438.065065361, 1150, 606438.065065361, 306
606438.081738975, 606438.081738975, 1151, 606438.081738975, 606438.081738975, 1151, 606438.081738975, 307
606438.098412589, 606438.098412589, 1152, 606438.098412589, 606438.098412589, 1152, 606438.098412589, 308
606438.115086203, 606438.115086203, 1153, 606438.115086203, 606438.115086203, 1153, 606438.115086203, 309
606438.131759817, 606438.131759817, 1154, 606438.131759817, 606438.131759817, 1154, 606438.131759817, 310
606438.148433431, 606438.148433431, 1155, 606438.148433431, 606438.148433431, 1155, 606438.148433431, 311
606438.165107045, 606438.165107045, 1156, 606438.165107045, 606438.165107045, 1156, 606438.165107045, 312
606438.181780659, 606438.181780659, 1157, 606438.181780659, 606438.181780659, 1157, 606438.181780659, 313
606438.198454273, 606438.198454273, 1158, 606438.198454273, 606438.198454273, 1158, 606438.198454273, 314
606438.215127887, 606438.215127887, 1159, 606438.215127887, 606438.215127887, 1159, 606438.215127887, 315
606438.231801501, 606438.231801501, 1160, 606438.231801501, 606438.231801501, 1160, 606438.231801501, 316
606438.248475116, 606438.248475116, 1161, 606438.248475116, 606438.248475116, 1161, 606438.248475116, 317
606438.265148730, 606438.265148730, 1162, 606438.265148730, 606438.265148730, 1162, 606438.265148730, 318
606438.281822344, 606438.281822344, 1163, 606438.281822344, 606438.281822344, 1163, 606438.281822344, 319
606438.298495958, 606438.298495958, 1164, 606438.298495958, 606438.298495958, 1164, 606438.298495958, 320
606438.315169572, 606438.315169572, 1165, 606438.315169572, 606438.315169572, 1165, 606438.315169572, 321
606438.331886830, 606438.331886830, 1166, 606438.331886830, 606438.331886830, 1166, 606438.331886830, 322
606438.348567397, 606438.348567397, 1167, 606438.348567397, 606438.348567397, 1167, 606438.348567397, 323
606438.365247964, 606438.365247964, 1168, 606438.365247964, 606438.365247964, 1168, 606438.365247964, 324
606438.381928531, 606438.381928531, 1169, 606438.381928531, 606438.381928531, 1169, 606438.381928531, 325
606438.398609099, 606438.398609099, 1170, 606438.398609099, 606438.398609099, 1170, 606438.398609099, 326
606438.415289666, 606438.415289666, 1171, 606438.415289666, 606438.415289666, 1171, 606438.415289666, 327
606438.431970233, 606438.431970233, 1172, 606438.431970233, 606438.431970233, 1172, 606438.431970233, 328
606438.448650800, 606438.448650800, 1173, 606438.448650800, 606438.448650800, 1173, 606438.448650800, 329
606438.465331367, 606438.465331367, 1174, 606438.465331367, 606438.465331367, 1174, 606438.465331367, 330
606438.482011934, 606438.482011934, 1175, 606438.482011934, 606438.482011934, 1175, 606438.482011934, 331
606438.498692502, 606438.498692502, 1176, 606438.498692502, 606438.498692502, 1176, 606438.498692502, 332
606438.515373069, 606438.515373069, 1177, 606438.515373069, 606438.515373069, 1177, 606438.515373069, 333
606438.532053636, 606438.532053636, 1178, 606438.532053636, 606438.532053636, 1178, 606438.532053636, 334
606438.548734203, 606438.548734203, 1179, 606438.548734203, 606438.548734203, 1179, 606438.548734203, 335
606438.565414770, 606438.565414770, 1180, 606438.565414770, 606438.565414770, 1180, 606438.565414770, 336
606438.582095337, 606438.582095337, 1181, 606438.582095337, 606438.582095337, 1181, 606438.582095337, 337
606438.598775905, 606438.598775905, 1182, 606438.598775905, 606438.598775905, 1182, 606438.598775905, 338
606438.615456472, 606438.615456472, 1183, 606438.615456472, 606438.615456472, 1183, 606438.615456472, 339
606438.632137039, 606438.632137039, 1184, 606438.632137039, 606438.632137039, 1184, 606438.632137039, 340
606438.648817606, 606438.648817606, 1185, 606438.648817606, 606438.648817606, 1185, 606438.648817606, 341
606438.665498173, 606438.665498173, 1186, 606438.665498173, 606438.665498173, 1186, 606438.665498173, 342
606438.682178741, 606438.682178741, 1187, 606438.682178741, 606438.682178741, 1187, 606438.682178741, 343
606438.698859308, 606438.698859308, 1188, 606438.698859308, 606438.698859308, 1188, 606438.698859308, 344
606438.715539875, 606438.715539875, 1189, 606438.715539875, 606438.715539875, 1189, 606438.715539875, 345
606438.732251021, 606438.732251021, 1190, 606438.732251021, 606438.732251021, 1190, 606438.732251021, 346
606438.748938547, 606438.748938547, 1191, 606438.748938547, 606438.748938547, 1191, 606438.748938547, 347
606438.765626073, 606438.765626073, 1192, 606438.765626073, 606438.765626073, 1192, 606438.765626073, 348
606438.782313599, 606438.782313599, 1193, 606438.782313599, 606438.782313599, 1193, 606438.782313599, 349
606438.799001125, 606438.799001125, 1194, 606438.799001125, 606438.799001125, 1194, 606438.799001125, 350
606438.815688651, 606438.815688651, 1195, 606438.815688651, 606438.815688651, 1195, 606438.815688651, 351
