CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
714338.835897707, 256.506713867, 265.051635742, 297.128967285, 265.960845947, 315.540649414, 264.389526367, 356.698364258, 265.559936523, -83.708007812, 34.628128052, 762.937500000, -18.567922592, 36.164318085, 760.765441895, 7730
714338.852578274, 256.313842773, 265.043640137, 297.095642090, 265.996887207, 315.481445312, 264.633911133, 356.563171387, 265.768981934, -83.759910583, 34.686656952, 763.279602051, -18.590450287, 36.203048706, 760.696960449, 7731
714338.869258841, 256.352539062, 265.021209717, 297.115844727, 266.043853760, 315.835296631, 264.501586914, 356.453704834, 265.724792480, -83.758888245, 34.708873749, 763.047790527, -18.606185913, 36.250965118, 760.667297363, 7732
714338.885939409, 256.299072266, 265.137390137, 297.140350342, 266.103271484, 315.654785156, 264.504089355, 356.548675537, 265.661102295, -83.777236938, 34.735725403, 762.965454102, -18.634704590, 36.292823792, 760.791076660, 7733
714338.902619976, 256.128051758, 264.954772949, 297.080047607, 266.016082764, 315.636657715, 264.514526367, 356.476654053, 265.698669434, -83.792716980, 34.732662201, 762.678833008, -18.663364410, 36.314598083, 760.955444336, 7734
714338.919300543, 256.287475586, 264.978637695, 297.099487305, 265.919250488, 315.640014648, 264.287597656, 356.496307373, 265.619903564, -83.828216553, 34.741825104, 762.733520508, -18.691303253, 36.351741791, 761.246643066, 7735
714338.935981110, 256.171569824, 265.091125488, 297.066223145, 266.081451416, 315.422668457, 264.427551270, 356.370086670, 265.686706543, -83.905731201, 34.766994476, 762.968627930, -18.727653503, 36.391189575, 761.531982422, 7736
714338.952661677, 256.050628662, 264.940887451, 296.919494629, 266.026580811, 315.633544922, 264.369384766, 356.448486328, 265.607818604, -83.953590393, 34.752864838, 762.948547363, -18.782541275, 36.398200989, 761.445861816, 7737
714338.969342244, 256.247772217, 264.817077637, 296.862762451, 265.797393799, 315.517944336, 264.320129395, 356.406005859, 265.592254639, -83.995574951, 34.742416382, 762.984375000, -18.851882935, 36.391239166, 761.228088379, 7738
714338.986022812, 256.214050293, 264.878112793, 297.038757324, 265.950958252, 315.716156006, 264.364807129, 356.441345215, 265.705261230, -84.034431458, 34.738208771, 762.865966797, -18.909185410, 36.396640778, 761.026672363, 7739
