CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
714338.819217140, 714338.819217140, 7729, 714338.819217140, 714338.819217140, 7729, 714338.819217140, 3340
714338.835897707, 714338.835897707, 7730, 714338.835897707, 714338.835897707, 7730, 714338.835897707, 3341
714338.852578274, 714338.852578274, 7731, 714338.852578274, 714338.852578274, 7731, 714338.852578274, 3342
714338.869258841, 714338.869258841, 7732, 714338.869258841, 714338.869258841, 7732, 714338.869258841, 3343
714338.885939409, 714338.885939409, 7733, 714338.885939409, 714338.885939409, 7733, 714338.885939409, 3344
714338.902619976, 714338.902619976, 7734, 714338.902619976, 714338.902619976, 7734, 714338.902619976, 3345
714338.919300543, 714338.919300543, 7735, 714338.919300543, 714338.919300543, 7735, 714338.919300543, 3346
714338.935981110, 714338.935981110, 7736, 714338.935981110, 714338.935981110, 7736, 714338.935981110, 3347
714338.952661677, 714338.952661677, 7737, 714338.952661677, 714338.952661677, 7737, 714338.952661677, 3348
714338.969342244, 714338.969342244, 7738, 714338.969342244, 714338.969342244, 7738, 714338.969342244, 3349
714338.986022812, 714338.986022812, 7739, 714338.986022812, 714338.986022812, 7739, 714338.986022812, 3350
714339.002703379, 714339.002703379, 7740, 714339.002703379, 714339.002703379, 7740, 714339.002703379, 3351
714339.019383946, 714339.019383946, 7741, 714339.019383946, 714339.019383946, 7741, 714339.019383946, 3352
714339.036064513, 714339.036064513, 7742, 714339.036064513, 714339.036064513, 7742, 714339.036064513, 3353
714339.052745080, 714339.052745080, 7743, 714339.052745080, 714339.052745080, 7743, 714339.052745080, 3354
714339.069425647, 714339.069425647, 7744, 714339.069425647, 714339.069425647, 7744, 714339.069425647, 3355
714339.086106215, 714339.086106215, 7745, 714339.086106215, 714339.086106215, 7745, 714339.086106215, 3356
714339.102786782, 714339.102786782, 7746, 714339.102786782, 714339.102786782, 7746, 714339.102786782, 3357
714339.119467349, 714339.119467349, 7747, 714339.119467349, 714339.119467349, 7747, 714339.119467349, 3358
714339.136147916, 714339.136147916, 7748, 714339.136147916, 714339.136147916, 7748, 714339.136147916, 3359
714339.152828483, 714339.152828483, 7749, 714339.152828483, 714339.152828483, 7749, 714339.152828483, 3360
714339.169509051, 714339.169509051, 7750, 714339.169509051, 714339.169509051, 7750, 714339.169509051, 3361
714339.186189618, 714339.186189618, 7751, 714339.186189618, 714339.186189618, 7751, 714339.186189618, 3362
714339.202870185, 714339.202870185, 7752, 714339.202870185, 714339.202870185, 7752, 714339.202870185, 3363
714339.219573042, 714339.219573042, 7753, 714339.219573042, 714339.219573042, 7753, 714339.219573042, 3364
714339.236260568, 714339.236260568, 7754, 714339.236260568, 714339.236260568, 7754, 714339.236260568, 3365
714339.252948094, 714339.252948094, 7755, 714339.252948094, 714339.252948094, 7755, 714339.252948094, 3366
714339.269635620, 714339.269635620, 7756, 714339.269635620, 714339.269635620, 7756, 714339.269635620, 3367
714339.286323146, 714339.286323146, 7757, 714339.286323146, 714339.286323146, 7757, 714339.286323146, 3368
714339.303010672, 714339.303010672, 7758, 714339.303010672, 714339.303010672, 7758, 714339.303010672, 3369
714339.319698198, 714339.319698198, 7759, 714339.319698198, 714339.319698198, 7759, 714339.319698198, 3370
714339.336385724, 714339.336385724, 7760, 714339.336385724, 714339.336385724, 7760, 714339.336385724, 3371
714339.353073250, 714339.353073250, 7761, 714339.353073250, 714339.353073250, 7761, 714339.353073250, 3372
714339.369760776, 714339.369760776, 7762, 714339.369760776, 714339.369760776, 7762, 714339.369760776, 3373
714339.386448302, 714339.386448302, 7763, 714339.386448302, 714339.386448302, 7763, 714339.386448302, 3374
714339.403135828, 714339.403135828, 7764, 714339.403135828, 714339.403135828, 7764, 714339.403135828, 3375
714339.419823354, 714339.419823354, 7765, 714339.419823354, 714339.419823354, 7765, 714339.419823354, 3376
714339.436510880, 714339.436510880, 7766, 714339.436510880, 714339.436510880, 7766, 714339.436510880, 3377
714339.453198406, 714339.453198406, 7767, 714339.453198406, 714339.453198406, 7767, 714339.453198406, 3378
714339.469885932, 714339.469885932, 7768, 714339.469885932, 714339.469885932, 7768, 714339.469885932, 3379
714339.486573458, 714339.486573458, 7769, 714339.486573458, 714339.486573458, 7769, 714339.486573458, 3380
714339.503260984, 714339.503260984, 7770, 714339.503260984, 714339.503260984, 7770, 714339.503260984, 3381
714339.519948510, 714339.519948510, 7771, 714339.519948510, 714339.519948510, 7771, 714339.519948510, 3382
714339.536636036, 714339.536636036, 7772, 714339.536636036, 714339.536636036, 7772, 714339.536636036, 3383
714339.553323562, 714339.553323562, 7773, 714339.553323562, 714339.553323562, 7773, 714339.553323562, 3384
714339.570011088, 714339.570011088, 7774, 714339.570011088, 714339.570011088, 7774, 714339.570011088, 3385
714339.586698614, 714339.586698614, 7775, 714339.586698614, 714339.586698614, 7775, 714339.586698614, 3386
714339.603424832, 714339.603424832, 7776, 714339.603424832, 714339.603424832, 7776, 714339.603424832, 3387
714339.620119323, 714339.620119323, 7777, 714339.620119323, 714339.620119323, 7777, 714339.620119323, 3388
714339.636813814, 714339.636813814, 7778, 714339.636813814, 714339.636813814, 7778, 714339.636813814, 3389
714339.653508305, 714339.653508305, 7779, 714339.653508305, 714339.653508305, 7779, 714339.653508305, 3390
714339.670202795, 714339.670202795, 7780, 714339.670202795, 714339.670202795, 7780, 714339.670202795, 3391
714339.686897286, 714339.686897286, 7781, 714339.686897286, 714339.686897286, 7781, 714339.686897286, 3392
714339.703591777, 714339.703591777, 7782, 714339.703591777, 714339.703591777, 7782, 714339.703591777, 3393
714339.720286268, 714339.720286268, 7783, 714339.720286268, 714339.720286268, 7783, 714339.720286268, 3394
714339.736980758, 714339.736980758, 7784, 714339.736980758, 714339.736980758, 7784, 714339.736980758, 3395
714339.753675249, 714339.753675249, 7785, 714339.753675249, 714339.753675249, 7785, 714339.753675249, 3396
714339.770369740, 714339.770369740, 7786, 714339.770369740, 714339.770369740, 7786, 714339.770369740, 3397
714339.787064231, 714339.787064231, 7787, 714339.787064231, 714339.787064231, 7787, 714339.787064231, 3398
714339.803758722, 714339.803758722, 7788, 714339.803758722, 714339.803758722, 7788, 714339.803758722, 3399
714339.820453212, 714339.820453212, 7789, 714339.820453212, 714339.820453212, 7789, 714339.820453212, 3400
714339.837147703, 714339.837147703, 7790, 714339.837147703, 714339.837147703, 7790, 714339.837147703, 3401
714339.853842194, 714339.853842194, 7791, 714339.853842194, 714339.853842194, 7791, 714339.853842194, 3402
714339.870536685, 714339.870536685, 7792, 714339.870536685, 714339.870536685, 7792, 714339.870536685, 3403
714339.887231176, 714339.887231176, 7793, 714339.887231176, 714339.887231176, 7793, 714339.887231176, 3404
