CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
606429.824866589, 606429.824866589, 656, 606429.824866589, 606429.824866589, 656, 606429.824866589, 0
606429.841540203, 606429.841540203, 657, 606429.841540203, 606429.841540203, 657, 606429.841540203, 1
606429.858213817, 606429.858213817, 658, 606429.858213817, 606429.858213817, 658, 606429.858213817, 2
606429.874887431, 606429.874887431, 659, 606429.874887431, 606429.874887431, 659, 606429.874887431, 3
606429.891561045, 606429.891561045, 660, 606429.891561045, 606429.891561045, 660, 606429.891561045, 4
606429.908234659, 606429.908234659, 661, 606429.908234659, 606429.908234659, 661, 606429.908234659, 5
606429.924908273, 606429.924908273, 662, 606429.924908273, 606429.924908273, 662, 606429.924908273, 6
606429.941581887, 606429.941581887, 663, 606429.941581887, 606429.941581887, 663, 606429.941581887, 7
606429.958255501, 606429.958255501, 664, 606429.958255501, 606429.958255501, 664, 606429.958255501, 8
606429.974929115, 606429.974929115, 665, 606429.974929115, 606429.974929115, 665, 606429.974929115, 9
606429.991602729, 606429.991602729, 666, 606429.991602729, 606429.991602729, 666, 606429.991602729, 10
606430.008276343, 606430.008276343, 667, 606430.008276343, 606430.008276343, 667, 606430.008276343, 11
606430.024949957, 606430.024949957, 668, 606430.024949957, 606430.024949957, 668, 606430.024949957, 12
606430.041623571, 606430.041623571, 669, 606430.041623571, 606430.041623571, 669, 606430.041623571, 13
606430.058297185, 606430.058297185, 670, 606430.058297185, 606430.058297185, 670, 606430.058297185, 14
606430.074970799, 606430.074970799, 671, 606430.074970799, 606430.074970799, 671, 606430.074970799, 15
606430.091888161, 606430.091888161, 672, 606430.091888161, 606430.091888161, 672, 606430.091888161, 16
606430.108568729, 606430.108568729, 673, 606430.108568729, 606430.108568729, 673, 606430.108568729, 17
606430.125249296, 606430.125249296, 674, 606430.125249296, 606430.125249296, 674, 606430.125249296, 18
606430.141929863, 606430.141929863, 675, 606430.141929863, 606430.141929863, 675, 606430.141929863, 19
606430.158610430, 606430.158610430, 676, 606430.158610430, 606430.158610430, 676, 606430.158610430, 20
606430.175290997, 606430.175290997, 677, 606430.175290997, 606430.175290997, 677, 606430.175290997, 21
606430.191971565, 606430.191971565, 678, 606430.191971565, 606430.191971565, 678, 606430.191971565, 22
606430.208652132, 606430.208652132, 679, 606430.208652132, 606430.208652132, 679, 606430.208652132, 23
606430.225332699, 606430.225332699, 680, 606430.225332699, 606430.225332699, 680, 606430.225332699, 24
606430.242013266, 606430.242013266, 681, 606430.242013266, 606430.242013266, 681, 606430.242013266, 25
606430.258693833, 606430.258693833, 682, 606430.258693833, 606430.258693833, 682, 606430.258693833, 26
606430.275374400, 606430.275374400, 683, 606430.275374400, 606430.275374400, 683, 606430.275374400, 27
606430.292054968, 606430.292054968, 684, 606430.292054968, 606430.292054968, 684, 606430.292054968, 28
606430.308735535, 606430.308735535, 685, 606430.308735535, 606430.308735535, 685, 606430.308735535, 29
606430.325416102, 606430.325416102, 686, 606430.325416102, 606430.325416102, 686, 606430.325416102, 30
606430.342096669, 606430.342096669, 687, 606430.342096669, 606430.342096669, 687, 606430.342096669, 31
606430.358777236, 606430.358777236, 688, 606430.358777236, 606430.358777236, 688, 606430.358777236, 32
606430.375457803, 606430.375457803, 689, 606430.375457803, 606430.375457803, 689, 606430.375457803, 33
606430.392138371, 606430.392138371, 690, 606430.392138371, 606430.392138371, 690, 606430.392138371, 34
606430.408818938, 606430.408818938, 691, 606430.408818938, 606430.408818938, 691, 606430.408818938, 35
606430.425499505, 606430.425499505, 692, 606430.425499505, 606430.425499505, 692, 606430.425499505, 36
606430.442180072, 606430.442180072, 693, 606430.442180072, 606430.442180072, 693, 606430.442180072, 37
606430.458860639, 606430.458860639, 694, 606430.458860639, 606430.458860639, 694, 606430.458860639, 38
606430.475541207, 606430.475541207, 695, 606430.475541207, 606430.475541207, 695, 606430.475541207, 39
606430.491985783, 606430.491985783, 696, 606430.491985783, 606430.491985783, 696, 606430.491985783, 40
606430.508659397, 606430.508659397, 697, 606430.508659397, 606430.508659397, 697, 606430.508659397, 41
606430.525333011, 606430.525333011, 698, 606430.525333011, 606430.525333011, 698, 606430.525333011, 42
606430.542006625, 606430.542006625, 699, 606430.542006625, 606430.542006625, 699, 606430.542006625, 43
606430.558680239, 606430.558680239, 700, 606430.558680239, 606430.558680239, 700, 606430.558680239, 44
606430.575353853, 606430.575353853, 701, 606430.575353853, 606430.575353853, 701, 606430.575353853, 45
606430.592027467, 606430.592027467, 702, 606430.592027467, 606430.592027467, 702, 606430.592027467, 46
606430.608701081, 606430.608701081, 703, 606430.608701081, 606430.608701081, 703, 606430.608701081, 47
606430.625374695, 606430.625374695, 704, 606430.625374695, 606430.625374695, 704, 606430.625374695, 48
606430.642048309, 606430.642048309, 705, 606430.642048309, 606430.642048309, 705, 606430.642048309, 49
606430.658721923, 606430.658721923, 706, 606430.658721923, 606430.658721923, 706, 606430.658721923, 50
606430.675395537, 606430.675395537, 707, 606430.675395537, 606430.675395537, 707, 606430.675395537, 51
606430.692069151, 606430.692069151, 708, 606430.692069151, 606430.692069151, 708, 606430.692069151, 52
606430.708742765, 606430.708742765, 709, 606430.708742765, 606430.708742765, 709, 606430.708742765, 53
606430.725416379, 606430.725416379, 710, 606430.725416379, 606430.725416379, 710, 606430.725416379, 54
606430.742089993, 606430.742089993, 711, 606430.742089993, 606430.742089993, 711, 606430.742089993, 55
606430.758763607, 606430.758763607, 712, 606430.758763607, 606430.758763607, 712, 606430.758763607, 56
606430.775437222, 606430.775437222, 713, 606430.775437222, 606430.775437222, 713, 606430.775437222, 57
606430.792110836, 606430.792110836, 714, 606430.792110836, 606430.792110836, 714, 606430.792110836, 58
606430.808784450, 606430.808784450, 715, 606430.808784450, 606430.808784450, 715, 606430.808784450, 59
606430.825458064, 606430.825458064, 716, 606430.825458064, 606430.825458064, 716, 606430.825458064, 60
606430.842131678, 606430.842131678, 717, 606430.842131678, 606430.842131678, 717, 606430.842131678, 61
606430.858805292, 606430.858805292, 718, 606430.858805292, 606430.858805292, 718, 606430.858805292, 62
606430.876134401, 606430.876134401, 719, 606430.876134401, 606430.876134401, 719, 606430.876134401, 63
606430.892814968, 606430.892814968, 720, 606430.892814968, 606430.892814968, 720, 606430.892814968, 64
606430.909495535, 606430.909495535, 721, 606430.909495535, 606430.909495535, 721, 606430.909495535, 65
606430.926176102, 606430.926176102, 722, 606430.926176102, 606430.926176102, 722, 606430.926176102, 66
606430.942856670, 606430.942856670, 723, 606430.942856670, 606430.942856670, 723, 606430.942856670, 67
606430.959537237, 606430.959537237, 724, 606430.959537237, 606430.959537237, 724, 606430.959537237, 68
606430.976217804, 606430.976217804, 725, 606430.976217804, 606430.976217804, 725, 606430.976217804, 69
606430.992898371, 606430.992898371, 726, 606430.992898371, 606430.992898371, 726, 606430.992898371, 70
606431.009578938, 606431.009578938, 727, 606431.009578938, 606431.009578938, 727, 606431.009578938, 71
606431.026259506, 606431.026259506, 728, 606431.026259506, 606431.026259506, 728, 606431.026259506, 72
606431.042940073, 606431.042940073, 729, 606431.042940073, 606431.042940073, 729, 606431.042940073, 73
606431.059620640, 606431.059620640, 730, 606431.059620640, 606431.059620640, 730, 606431.059620640, 74
606431.076301207, 606431.076301207, 731, 606431.076301207, 606431.076301207, 731, 606431.076301207, 75
606431.092981774, 606431.092981774, 732, 606431.092981774, 606431.092981774, 732, 606431.092981774, 76
606431.109662341, 606431.109662341, 733, 606431.109662341, 606431.109662341, 733, 606431.109662341, 77
606431.126342909, 606431.126342909, 734, 606431.126342909, 606431.126342909, 734, 606431.126342909, 78
606431.143023476, 606431.143023476, 735, 606431.143023476, 606431.143023476, 735, 606431.143023476, 79
606431.159704043, 606431.159704043, 736, 606431.159704043, 606431.159704043, 736, 606431.159704043, 80
606431.176384610, 606431.176384610, 737, 606431.176384610, 606431.176384610, 737, 606431.176384610, 81
606431.193065177, 606431.193065177, 738, 606431.193065177, 606431.193065177, 738, 606431.193065177, 82
606431.209745744, 606431.209745744, 739, 606431.209745744, 606431.209745744, 739, 606431.209745744, 83
606431.226426312, 606431.226426312, 740, 606431.226426312, 606431.226426312, 740, 606431.226426312, 84
606431.243106879, 606431.243106879, 741, 606431.243106879, 606431.243106879, 741, 606431.243106879, 85
606431.259787446, 606431.259787446, 742, 606431.259787446, 606431.259787446, 742, 606431.259787446, 86
606431.276437216, 606431.276437216, 743, 606431.276437216, 606431.276437216, 743, 606431.276437216, 87
606431.293110830, 606431.293110830, 744, 606431.293110830, 606431.293110830, 744, 606431.293110830, 88
606431.309784444, 606431.309784444, 745, 606431.309784444, 606431.309784444, 745, 606431.309784444, 89
606431.326458058, 606431.326458058, 746, 606431.326458058, 606431.326458058, 746, 606431.326458058, 90
606431.343131672, 606431.343131672, 747, 606431.343131672, 606431.343131672, 747, 606431.343131672, 91
606431.359805286, 606431.359805286, 748, 606431.359805286, 606431.359805286, 748, 606431.359805286, 92
606431.376478900, 606431.376478900, 749, 606431.376478900, 606431.376478900, 749, 606431.376478900, 93
606431.393152514, 606431.393152514, 750, 606431.393152514, 606431.393152514, 750, 606431.393152514, 94
606431.409826128, 606431.409826128, 751, 606431.409826128, 606431.409826128, 751, 606431.409826128, 95
606431.426499742, 606431.426499742, 752, 606431.426499742, 606431.426499742, 752, 606431.426499742, 96
606431.443173356, 606431.443173356, 753, 606431.443173356, 606431.443173356, 753, 606431.443173356, 97
606431.459846971, 606431.459846971, 754, 606431.459846971, 606431.459846971, 754, 606431.459846971, 98
606431.476520585, 606431.476520585, 755, 606431.476520585, 606431.476520585, 755, 606431.476520585, 99
606431.493194199, 606431.493194199, 756, 606431.493194199, 606431.493194199, 756, 606431.493194199, 100
606431.509867813, 606431.509867813, 757, 606431.509867813, 606431.509867813, 757, 606431.509867813, 101
606431.526541427, 606431.526541427, 758, 606431.526541427, 606431.526541427, 758, 606431.526541427, 102
606431.543215041, 606431.543215041, 759, 606431.543215041, 606431.543215041, 759, 606431.543215041, 103
606431.559888655, 606431.559888655, 760, 606431.559888655, 606431.559888655, 760, 606431.559888655, 104
606431.576562269, 606431.576562269, 761, 606431.576562269, 606431.576562269, 761, 606431.576562269, 105
606431.593235883, 606431.593235883, 762, 606431.593235883, 606431.593235883, 762, 606431.593235883, 106
606431.609909497, 606431.609909497, 763, 606431.609909497, 606431.609909497, 763, 606431.609909497, 107
606431.626583111, 606431.626583111, 764, 606431.626583111, 606431.626583111, 764, 606431.626583111, 108
606431.643256725, 606431.643256725, 765, 606431.643256725, 606431.643256725, 765, 606431.643256725, 109
606431.660331903, 606431.660331903, 766, 606431.660331903, 606431.660331903, 766, 606431.660331903, 110
606431.677012471, 606431.677012471, 767, 606431.677012471, 606431.677012471, 767, 606431.677012471, 111
606431.693693038, 606431.693693038, 768, 606431.693693038, 606431.693693038, 768, 606431.693693038, 112
606431.710373605, 606431.710373605, 769, 606431.710373605, 606431.710373605, 769, 606431.710373605, 113
606431.727054172, 606431.727054172, 770, 606431.727054172, 606431.727054172, 770, 606431.727054172, 114
