frameCounter, trackingStatus, timeLogged, frameNumber
858,2,1126941.8632, 2053
859,2,1126941.8797, 2054
860,2,1126941.8950, 2055
861,2,1126941.9110, 2056
862,2,1126941.9268, 2057
863,2,1126941.9433, 2058
864,2,1126941.9595, 2059
865,2,1126941.9750, 2060
866,2,1126941.9912, 2061
867,2,1126942.0068, 2062
868,2,1126942.0228, 2063
869,2,1126942.0549, 2064
870,2,1126942.0712, 2065
871,2,1126942.0868, 2066
872,2,1126942.1028, 2067
873,2,1126942.1202, 2068
874,2,1126942.1355, 2069
875,2,1126942.1515, 2070
876,2,1126942.1684, 2071
877,2,1126942.1833, 2072
878,2,1126942.1991, 2073
879,2,1126942.2162, 2074
880,2,1126942.2307, 2075
881,2,1126942.2467, 2076
882,2,1126942.2627, 2077
883,2,1126942.2789, 2078
884,2,1126942.2949, 2079
885,2,1126942.3114, 2080
886,2,1126942.3268, 2081
887,2,1126942.3427, 2082
888,2,1126942.3587, 2083
889,2,1126942.3748, 2084
890,2,1126942.3909, 2085
891,2,1126942.4070, 2086
892,2,1126942.4228, 2087
893,2,1126942.4550, 2088
894,2,1126942.4710, 2089
895,2,1126942.4867, 2090
896,2,1126942.5033, 2091
897,2,1126942.5205, 2092
898,2,1126942.5355, 2093
899,2,1126942.5538, 2094
900,2,1126942.5674, 2095
901,2,1126942.5832, 2096
902,2,1126942.5990, 2097
903,2,1126942.6151, 2098
904,2,1126942.6315, 2099
905,2,1126942.6468, 2100
906,2,1126942.6631, 2101
907,2,1126942.6793, 2102
908,2,1126942.6947, 2103
909,2,1126942.7108, 2104
910,2,1126942.7278, 2105
911,2,1126942.7427, 2106
912,2,1126942.7589, 2107
913,2,1126942.7749, 2108
914,2,1126942.7909, 2109
915,2,1126942.8068, 2110
916,2,1126942.8392, 2111
917,2,1126942.8549, 2112
918,2,1126942.8710, 2113
919,2,1126942.8869, 2114
920,2,1126942.9027, 2115
921,2,1126942.9188, 2116
922,2,1126942.9349, 2117
923,2,1126942.9520, 2118
924,2,1126942.9669, 2119
925,2,1126942.9828, 2120
926,2,1126942.9990, 2121
927,2,1126943.0148, 2122
928,2,1126943.0306, 2123
929,2,1126943.0468, 2124
930,2,1126943.0633, 2125
931,2,1126943.0787, 2126
932,2,1126943.0950, 2127
933,2,1126943.1111, 2128
934,2,1126943.1270, 2129
935,2,1126943.1431, 2130
936,2,1126943.1594, 2131
937,2,1126943.1753, 2132
938,2,1126943.1909, 2133
939,2,1126943.2071, 2134
940,2,1126943.2387, 2135
941,2,1126943.2553, 2136
942,2,1126943.2711, 2137
943,2,1126943.2867, 2138
944,2,1126943.3029, 2139
945,2,1126943.3189, 2140
946,2,1126943.3349, 2141
947,2,1126943.3512, 2142
948,2,1126943.3675, 2143
949,2,1126943.3837, 2144
950,2,1126943.3996, 2145
951,2,1126943.4161, 2146
952,2,1126943.4314, 2147
953,2,1126943.4473, 2148
