frameCounter, trackingStatus, timeLogged, frameNumber
5518,2,4163.4827, 51988
5519,2,4163.4996, 51989
5520,2,4163.5154, 51990
5521,2,4163.5303, 51991
5522,2,4163.5464, 51992
5523,2,4163.5635, 51993
5524,2,4163.5786, 51994
5525,2,4163.5946, 51995
5526,2,4163.6104, 51996
5527,2,4163.6265, 51997
5528,2,4163.6427, 51998
5529,2,4163.6585, 51999
5530,2,4163.6747, 52000
5531,2,4163.6909, 52001
5532,2,4163.7064, 52002
5533,2,4163.7224, 52003
5534,2,4163.7391, 52004
5535,2,4163.7710, 52005
5536,2,4163.7876, 52006
5537,2,4163.8035, 52007
5538,2,4163.8189, 52008
5539,2,4163.8349, 52009
5540,2,4163.8507, 52010
5541,2,4163.8667, 52011
5542,2,4163.8832, 52012
5543,2,4163.8988, 52013
5544,2,4163.9143, 52014
5545,2,4163.9304, 52015
5546,2,4163.9463, 52016
5547,2,4163.9628, 52017
5548,2,4163.9788, 52018
5549,2,4163.9950, 52019
5550,2,4164.0105, 52020
5551,2,4164.0276, 52021
5552,2,4164.0429, 52022
5553,2,4164.0584, 52023
5554,2,4164.0745, 52024
5555,2,4164.0910, 52025
5556,2,4164.1068, 52026
5557,2,4164.1231, 52027
5558,2,4164.1547, 52028
5559,2,4164.1706, 52029
5560,2,4164.1867, 52030
5561,2,4164.2044, 52031
5562,2,4164.2190, 52032
5563,2,4164.2350, 52033
5564,2,4164.2510, 52034
5565,2,4164.2665, 52035
5566,2,4164.2827, 52036
5567,2,4164.2987, 52037
5568,2,4164.3157, 52038
5569,2,4164.3305, 52039
5570,2,4164.3467, 52040
5571,2,4164.3626, 52041
5572,2,4164.3791, 52042
5573,2,4164.3946, 52043
5574,2,4164.4110, 52044
5575,2,4164.4270, 52045
5576,2,4164.4430, 52046
5577,2,4164.4593, 52047
5578,2,4164.4750, 52048
5579,2,4164.4913, 52049
5580,2,4164.5064, 52050
5581,2,4164.5229, 52051
5582,2,4164.5551, 52052
5583,2,4164.5710, 52053
5584,2,4164.5869, 52054
5585,2,4164.6024, 52055
5586,2,4164.6192, 52056
5587,2,4164.6349, 52057
5588,2,4164.6508, 52058
5589,2,4164.6667, 52059
5590,2,4164.6828, 52060
5591,2,4164.6987, 52061
5592,2,4164.7153, 52062
5593,2,4164.7304, 52063
5594,2,4164.7468, 52064
5595,2,4164.7625, 52065
5596,2,4164.7787, 52066
5597,2,4164.7948, 52067
5598,2,4164.8110, 52068
5599,2,4164.8264, 52069
5600,2,4164.8426, 52070
5601,2,4164.8591, 52071
5602,2,4164.8747, 52072
5603,2,4164.8909, 52073
5604,2,4164.9066, 52074
5605,2,4164.9388, 52075
5606,2,4164.9560, 52076
5607,2,4164.9709, 52077
5608,2,4164.9870, 52078
5609,2,4165.0028, 52079
5610,2,4165.0188, 52080
5611,2,4165.0352, 52081
5612,2,4165.0506, 52082
5613,2,4165.0665, 52083
5614,2,4165.0828, 52084
5615,2,4165.0993, 52085
5616,2,4165.1145, 52086
5617,2,4165.1307, 52087
5618,2,4165.1464, 52088
5619,2,4165.1625, 52089
5620,2,4165.1790, 52090
