CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
4163.4647, 142.6868, 119.2934, 711.7416, -0.0148, 0.0360, -0.0159, 142.6868, 119.2934, 711.7416, -0.0148, 0.0360, -0.0159, 51988
4163.4813, 140.8292, 118.5744, 704.0821, -0.0367, 0.0475, -0.0171, 140.8292, 118.5744, 704.0821, -0.0367, 0.0475, -0.0171, 51989
4163.4980, 141.7472, 119.3246, 709.7021, -0.0007, 0.0383, -0.0168, 141.7472, 119.3246, 709.7021, -0.0007, 0.0383, -0.0168, 51990
4163.5147, 141.4226, 118.6757, 706.2153, -0.0298, 0.0362, -0.0138, 141.4226, 118.6757, 706.2153, -0.0298, 0.0362, -0.0138, 51991
4163.5313, 140.6101, 118.4703, 703.8373, -0.0146, 0.0379, -0.0160, 140.6101, 118.4703, 703.8373, -0.0146, 0.0379, -0.0160, 51992
4163.5480, 141.2154, 118.4868, 705.3155, -0.0177, 0.0233, -0.0177, 141.2154, 118.4868, 705.3155, -0.0177, 0.0233, -0.0177, 51993
4163.5647, 140.5693, 118.4220, 703.6061, -0.0176, 0.0430, -0.0131, 140.5693, 118.4220, 703.6061, -0.0176, 0.0430, -0.0131, 51994
4163.5814, 141.5841, 118.9734, 706.7023, -0.0270, 0.0254, -0.0203, 141.5841, 118.9734, 706.7023, -0.0270, 0.0254, -0.0203, 51995
4163.5980, 141.2387, 118.5855, 705.1393, -0.0159, 0.0272, -0.0146, 141.2387, 118.5855, 705.1393, -0.0159, 0.0272, -0.0146, 51996
4163.6147, 141.1966, 118.5385, 704.7218, -0.0223, 0.0204, -0.0147, 141.1966, 118.5385, 704.7218, -0.0223, 0.0204, -0.0147, 51997
4163.6314, 141.3147, 118.6656, 706.2298, -0.0188, 0.0359, -0.0144, 141.3147, 118.6656, 706.2298, -0.0188, 0.0359, -0.0144, 51998
4163.6481, 141.4629, 118.5379, 704.9791, -0.0116, 0.0359, -0.0189, 141.4629, 118.5379, 704.9791, -0.0116, 0.0359, -0.0189, 51999
4163.6647, 141.1174, 118.6285, 704.8438, -0.0111, 0.0262, -0.0182, 141.1174, 118.6285, 704.8438, -0.0111, 0.0262, -0.0182, 52000
4163.6814, 141.2385, 118.8727, 706.1171, -0.0200, 0.0369, -0.0148, 141.2385, 118.8727, 706.1171, -0.0200, 0.0369, -0.0148, 52001
4163.6981, 140.2744, 118.1743, 702.1288, -0.0359, 0.0410, -0.0135, 140.2744, 118.1743, 702.1288, -0.0359, 0.0410, -0.0135, 52002
4163.7148, 140.3619, 118.1060, 701.5881, -0.0298, 0.0465, -0.0187, 140.3619, 118.1060, 701.5881, -0.0298, 0.0465, -0.0187, 52003
4163.7314, 141.0409, 118.7698, 705.2325, -0.0383, 0.0463, -0.0169, 141.0409, 118.7698, 705.2325, -0.0383, 0.0463, -0.0169, 52004
4163.7481, 141.0374, 118.7195, 705.3723, -0.0168, 0.0237, -0.0189, 141.0374, 118.7195, 705.3723, -0.0168, 0.0237, -0.0189, 52005
4163.7648, 141.0432, 118.6137, 704.4136, -0.0331, 0.0311, -0.0130, 141.0432, 118.6137, 704.4136, -0.0331, 0.0311, -0.0130, 52006
4163.7815, 141.4109, 118.5459, 706.2127, -0.0124, 0.0250, -0.0182, 141.4109, 118.5459, 706.2127, -0.0124, 0.0250, -0.0182, 52007
4163.7982, 141.9937, 119.0159, 708.4926, -0.0263, 0.0258, -0.0157, 141.9937, 119.0159, 708.4926, -0.0263, 0.0258, -0.0157, 52008
4163.8149, 140.9094, 118.4349, 704.2227, -0.0219, 0.0439, -0.0145, 140.9094, 118.4349, 704.2227, -0.0219, 0.0439, -0.0145, 52009
4163.8315, 140.2912, 118.5067, 702.5343, -0.0234, 0.0368, -0.0204, 140.2912, 118.5067, 702.5343, -0.0234, 0.0368, -0.0204, 52010
4163.8482, 141.7043, 118.8855, 708.5638, -0.0054, 0.0303, -0.0140, 141.7043, 118.8855, 708.5638, -0.0054, 0.0303, -0.0140, 52011
4163.8649, 142.0147, 119.1135, 710.3528, -0.0057, 0.0329, -0.0190, 142.0147, 119.1135, 710.3528, -0.0057, 0.0329, -0.0190, 52012
4163.8816, 140.6643, 118.3128, 703.3959, -0.0209, 0.0360, -0.0121, 140.6643, 118.3128, 703.3959, -0.0209, 0.0360, -0.0121, 52013
4163.8983, 141.5289, 118.8371, 705.6072, -0.0257, 0.0385, -0.0141, 141.5289, 118.8371, 705.6072, -0.0257, 0.0385, -0.0141, 52014
4163.9149, 140.3468, 118.4467, 702.7888, -0.0190, 0.0280, -0.0197, 140.3468, 118.4467, 702.7888, -0.0190, 0.0280, -0.0197, 52015
4163.9316, 140.2635, 118.1156, 701.0499, -0.0197, 0.0274, -0.0139, 140.2635, 118.1156, 701.0499, -0.0197, 0.0274, -0.0139, 52016
4163.9483, 139.7860, 117.8578, 699.7488, -0.0234, 0.0389, -0.0165, 139.7860, 117.8578, 699.7488, -0.0234, 0.0389, -0.0165, 52017
4163.9650, 141.5761, 118.6647, 705.3924, -0.0397, 0.0417, -0.0212, 141.5761, 118.6647, 705.3924, -0.0397, 0.0417, -0.0212, 52018
4163.9817, 141.4065, 119.1605, 708.1465, -0.0166, 0.0401, -0.0170, 141.4065, 119.1605, 708.1465, -0.0166, 0.0401, -0.0170, 52019
4163.9983, 141.9747, 119.1811, 709.6646, -0.0160, 0.0459, -0.0179, 141.9747, 119.1811, 709.6646, -0.0160, 0.0459, -0.0179, 52020
4164.0150, 141.7656, 119.1302, 709.2535, -0.0278, 0.0425, -0.0151, 141.7656, 119.1302, 709.2535, -0.0278, 0.0425, -0.0151, 52021
4164.0317, 142.1405, 119.1255, 710.5768, -0.0132, 0.0393, -0.0186, 142.1405, 119.1255, 710.5768, -0.0132, 0.0393, -0.0186, 52022
4164.0484, 141.1587, 118.6118, 705.4718, -0.0239, 0.0352, -0.0166, 141.1587, 118.6118, 705.4718, -0.0239, 0.0352, -0.0166, 52023
4164.0651, 140.5437, 118.4413, 703.0918, -0.0347, 0.0401, -0.0213, 140.5437, 118.4413, 703.0918, -0.0347, 0.0401, -0.0213, 52024
4164.0817, 142.1597, 118.9305, 708.7026, -0.0222, 0.0482, -0.0152, 142.1597, 118.9305, 708.7026, -0.0222, 0.0482, -0.0152, 52025
4164.0984, 142.5536, 119.7289, 712.9274, -0.0218, 0.0360, -0.0196, 142.5536, 119.7289, 712.9274, -0.0218, 0.0360, -0.0196, 52026
