captureTime,frameNumber,leftEyes[0].x,leftEyes[0].y,leftEyes[1].x,leftEyes[1].y,rightEyes[0].x,rightEyes[0].y,rightEyes[1].x,rightEyes[1].y,leftEyes[0].x.2d,leftEyes[0].y.2d,leftEyes[1].x.2d,leftEyes[1].y.2d,rightEyes[0].x.2d,rightEyes[0].y.2d,rightEyes[1].x.2d,rightEyes[1].y.2d
365648.5577,25,256.4305115,263.3947144,316.1177673,262.9497681,297.621521,264.6207581,357.0910645,264.5375061,256.1223145,263.6890564,315.5275879,263.1579895,297.0617981,264.95755,356.5614319,264.62854
365648.5748,26,256.8796997,263.5651245,316.4450684,263.2688599,297.5942993,264.8362732,357.4205322,264.6499939,256.1734924,263.6349182,315.6139526,263.1236267,297.1279602,264.9095459,356.661438,264.6045227
365648.5914,27,256.8113403,263.5914917,316.2350464,263.3262939,297.9026794,264.811615,357.3861084,264.5809631,256.2679138,263.5841064,315.7091675,263.1072083,297.2164001,264.8614807,356.7529297,264.5853577
365648.6083,28,257.0748291,263.7241211,316.4384155,263.421936,298.1470032,264.9715881,357.6004028,264.6643372,256.3809814,263.566864,315.8180237,263.1134644,297.3466797,264.8451538,356.8821411,264.5689697
365648.6247,29,257.3203125,263.6953735,316.3887329,263.3911133,298.3033447,265.0004272,357.8830566,264.6624451,256.5041199,263.5603943,315.9369202,263.1248169,297.4992065,264.8421326,357.0275269,264.5680847
365648.6419,30,257.4024353,263.7412109,316.68396,263.4616699,298.3478699,265.067627,358.0601807,264.6566772,256.6460266,263.5644531,316.0778503,263.1655273,297.6525574,264.8579712,357.1985779,264.5733032
365648.6582,31,257.3019409,263.7849731,316.7842407,263.3614502,298.4853821,264.9653625,358.3704834,264.7304993,256.7730408,263.5880127,316.2210083,263.1878967,297.8033142,264.8659973,357.3812561,264.5840759
365648.6751,32,257.3127441,264.0408325,317.1455078,263.4506836,298.507019,265.1689148,358.2041016,264.8703003,256.8983154,263.6456909,316.3742065,263.2367859,297.9293823,264.9084473,357.53125,264.6203613
365648.691,33,257.8538818,263.9440308,317.4066772,263.3294067,298.7147827,264.9883423,358.4765015,264.7007141,257.0684814,263.6989136,316.5421753,263.2570801,298.0798645,264.921936,357.7116089,264.633728
365648.708,34,257.8106689,264.2909546,317.2963257,263.3468018,298.8970947,265.2213135,358.6360779,264.7206726,257.2158813,263.7722473,316.6914978,263.2695313,298.2297668,264.9603577,357.8883362,264.6535645
365648.7248,35,257.7146912,264.1118164,317.4142456,263.4682007,298.8457947,265.2377319,358.8252869,264.8669739,257.3277283,263.8109131,316.8434753,263.3225708,298.3573608,264.9974365,358.0533447,264.6830139
365648.7422,36,257.598999,263.869751,317.3110352,263.2249756,298.8136597,264.9405823,358.7331543,264.6872253,257.4068298,263.8266907,316.9465942,263.3384399,298.4625244,264.9996643,358.1982422,264.6990356
365648.7581,37,257.7026367,264.0045166,317.578949,263.2487793,298.7196655,264.9647217,358.7820435,264.7478027,257.4919739,263.8733521,317.0596924,263.3597107,298.5331726,265.0242004,358.3305054,264.7129211
365648.7748,38,257.8129883,263.7930298,317.5235596,263.4006348,298.8053894,264.9327698,358.6342163,264.6235352,257.5539551,263.8884277,317.1408997,263.3694153,298.6183167,265.0283203,358.4229431,264.7094421
365648.7914,39,257.8476563,263.4630737,317.5497437,263.2471313,298.9696655,264.734314,358.7755127,264.6985474,257.6262512,263.870575,317.2315369,263.3609924,298.6931458,265.01474,358.5198364,264.7174072
365648.8084,40,257.8513184,263.5282593,317.2011719,263.2655029,299.0918579,264.9266663,358.5576172,264.7714233,257.6834106,263.850647,317.2654419,263.3477478,298.7643433,265.0073853,358.5699463,264.7261353
365648.8255,41,258.0738525,263.5845337,317.5398865,263.2463379,299.0714111,264.9225464,358.6921387,264.6688843,257.745575,263.8383484,317.3399963,263.3346252,298.8277283,264.9978027,358.6159973,264.7256165
365648.8414,42,257.9240417,263.5174561,317.4489746,262.7294312,299.137085,264.8231506,358.8260193,264.4771729,257.7844238,263.8165894,317.3870544,263.2692261,298.8888855,264.9743652,358.6631165,264.7062683
365648.858,43,257.9854736,263.4921875,317.2706909,262.9892578,298.9242554,264.7970581,358.6050415,264.5414124,257.8282776,263.7889099,317.4064331,263.2363586,298.912384,264.9570618,358.661499,264.6886597
365648.8748,44,258.2498169,263.3236694,317.5795288,262.7722778,299.1307983,264.8197021,358.8808594,264.4804077,257.8991089,263.729126,317.4349976,263.1789246,298.9570618,264.9279175,358.7103271,264.6552734
365648.8913,45,258.0282898,263.3095398,317.5950928,262.9568481,299.1514893,264.5387268,358.7413025,264.4973755,257.9119873,263.6706543,317.4485474,263.1451416,298.9917908,264.8848877,358.7302246,264.6355896
365648.9085,46,257.953125,263.3791504,317.6802979,262.7662964,299.1925659,264.8359985,358.6506042,264.2929993,257.9223328,263.598938,317.4783325,263.0941162,299.0148926,264.8570251,358.7292175,264.59729
365648.9247,47,258.0853271,263.5930786,317.31604,262.7053833,299.0396729,264.9859924,358.5080566,264.3110352,257.9486389,263.5624695,317.4658203,263.0306396,299.0264587,264.842804,358.6984863,264.5510559
