captureTime,frameNumber,leftEyes[0].x,leftEyes[0].y,leftEyes[1].x,leftEyes[1].y,rightEyes[0].x,rightEyes[0].y,rightEyes[1].x,rightEyes[1].y,leftEyes[0].x.2d,leftEyes[0].y.2d,leftEyes[1].x.2d,leftEyes[1].y.2d,rightEyes[0].x.2d,rightEyes[0].y.2d,rightEyes[1].x.2d,rightEyes[1].y.2d
365655.2751,428,119.0248871,270.4983521,180.6919861,270.2426147,158.7792664,267.2970581,219.8516846,266.6262817,115.4799194,269.8944397,176.9123688,269.3841248,155.1626282,267.3634033,216.3122559,266.7503052
365655.2915,429,118.1696625,270.8590698,180.1301117,270.4335938,158.0169678,267.4321594,219.2560425,266.8353882,114.5190887,270.198761,176.0664215,269.7254944,154.216156,267.5481567,215.4112854,266.9137878
365655.3082,430,118.0132751,270.6016846,179.6364441,270.2301636,157.5995178,266.9551086,219.0914612,266.5681763,114.0670319,270.3467102,175.7322388,269.9358826,153.7846069,267.568573,215.0525818,266.9444275
365655.3247,431,117.921463,270.4822998,180.0123138,270.3067627,157.9299316,266.5926514,219.3337708,266.5642395,114.1057892,270.3919067,175.9341431,270.1009521,153.8417816,267.460144,215.2249756,266.9500732
365655.3411,432,119.1456909,270.2199097,180.6475525,270.1716309,159.2044373,267.0879517,219.838501,266.1607361,114.8160934,270.4062195,176.5981445,270.1724854,154.5652313,267.3923035,215.8453217,266.8421936
365655.3576,433,120.4387665,269.7467651,182.2499084,269.836731,160.5408936,266.1839294,221.8290253,266.2583618,116.0538788,270.2583618,177.8863678,270.149231,155.8270874,267.130188,217.1301727,266.7070618
365655.3743,434,122.3442001,269.3800049,183.6559296,269.3910522,162.4043884,266.1861877,223.1459656,265.8413086,117.7945938,270.0413513,179.5723267,270.0042725,157.6167145,266.8709106,218.8068542,266.4801331
365655.3909,435,124.2969589,268.8876343,185.8602753,269.0089111,164.3032532,265.4692688,225.0144501,264.9511414,119.9568787,269.7709961,181.6419373,269.7648315,159.8224487,266.5305786,220.8702393,266.1537781
365655.4081,436,126.9250107,268.5458984,188.0044403,268.132782,166.9595032,265.8375549,227.2676239,264.5821228,122.5871277,269.519928,184.0688477,269.3922119,162.4838562,266.2807617,223.3093719,265.7693176
365655.4246,437,130.1023865,267.9224854,191.4914246,267.9293823,170.2367859,264.8821106,230.9281006,264.1956177,125.835701,269.2116089,187.1324615,269.0604248,165.7560883,265.9385681,226.4047241,265.4092407
365655.4414,438,133.6460724,267.1297607,194.8898773,266.9379883,173.7348633,264.1047668,234.4559631,263.7340393,129.446228,268.834259,190.708725,268.6972351,169.4073639,265.5572815,230.0161438,265.0388794
365655.4581,439,137.8080902,266.4589233,198.8199463,266.5227051,177.9699707,263.9377747,238.3212585,263.401001,133.5654907,268.4885254,194.6571808,268.3693848,173.5524292,265.2579956,234.0108185,264.7505188
365655.4747,440,141.9415741,266.0878906,203.1395874,265.5487671,181.7770081,263.503418,242.7868347,262.8268738,137.9879608,267.8740845,199.0606079,267.6916504,177.9816589,264.6949768,238.4548798,264.1473999
365655.4912,441,146.1498413,265.1190796,207.6421814,264.6222534,186.4147339,262.2353821,247.3335266,262.1658936,142.6828613,267.1121216,203.8257751,266.9041443,182.7113647,263.9782715,243.2671509,263.4550171
365655.508,442,151.2745209,264.809021,212.348999,264.125061,191.6914063,262.3297729,252.0838318,261.7906189,147.762085,266.4038391,208.8732758,266.1230164,187.8598022,263.3672485,248.3379822,262.7845154
365655.5247,443,156.6835175,264.1799316,217.1812744,263.2590942,197.0909119,261.5753479,256.780365,261.1217651,153.177475,265.6454773,214.1137085,265.2868958,193.3084412,262.7160034,253.6015472,262.0821533
365655.541,444,162.627655,263.5096436,222.4446259,262.8410034,202.4873352,261.3265686,262.2640991,260.8401184,158.9994965,265.0049744,219.5841217,264.5516357,199.1138611,262.1545715,259.1243286,261.5144043
365655.5584,445,168.426712,262.6708374,228.3535614,262.2607117,208.6360779,260.8168335,267.8987122,260.3743591,165.1208649,264.2936096,225.4638062,263.8659363,205.2441711,261.5856018,265.0011902,260.969696
365655.5743,446,174.4128113,262.2191162,234.4068451,261.5848999,214.2933044,260.6854553,273.8911743,260.5030212,171.4371643,263.6998596,231.5726318,263.2648315,211.5455017,261.1302185,271.1095581,260.5742493
365655.591,447,180.1998749,261.3850098,240.4125977,261.0791016,220.9238739,259.9993591,280.0821228,260.0252991,177.8686523,263.034668,237.8455353,262.6469421,218.0368042,260.6343994,277.4253845,260.2066956
365655.6082,448,186.394455,260.8943481,246.4954224,260.7936707,226.9347382,260.0103455,286.3656006,259.8731384,184.3849487,262.4839783,244.196228,262.1067505,224.5952454,260.2357483,283.8266602,259.8856812
365655.6243,449,193.0229492,260.642395,252.562912,260.3077393,233.5108032,259.635376,292.5253906,259.7539673,191.0952759,261.9614563,250.6873322,261.6020508,231.335022,259.8826599,290.3615723,259.6459656
365655.6423,450,199.9822845,259.9942017,258.7946777,259.8120117,239.9966431,259.5830994,299.5424194,259.4782715,197.965744,261.4324646,257.3226318,261.1190491,238.1992798,259.5715027,297.0953674,259.4021606
365655.6577,451,206.7518005,259.3503418,266.0828857,259.0987549,247.0887451,259.4252014,306.5638428,259.2644959,205.0193024,260.9275208,264.2451477,260.6283264,245.2674408,259.2828674,304.0995178,259.1853943
365655.6747,452,213.6431122,259.4677124,272.5916138,259.2203369,253.9014893,259.5653076,312.9523315,259.2286072,212.0896759,260.5574951,271.2064514,260.2527161,252.3730469,259.1363525,311.1202698,259.0372925
365655.6917,453,220.2723084,259.2833862,279.3919373,258.213562,260.7971191,259.624939,319.9715271,259.0204468,219.1321564,260.1964722,278.2671509,259.7849426,259.4371948,259.0440979,318.2550049,258.8414612
365655.7076,454,226.995163,259.0546265,286.1418457,258.7067871,267.7171631,259.6648865,326.8146667,259.7301636,226.1951294,259.9147949,285.3412781,259.5265198,266.5256042,259.0198975,325.4072876,258.862854
365655.725,455,234.0463104,258.9752808,292.8590088,258.5532227,274.8659058,259.9054565,333.9165344,259.6167603,233.3297272,259.6951599,292.3689575,259.2919006,273.6945496,259.0948181,332.556488,258.8949585
365655.7415,456,240.9009247,259.0855103,299.7536621,258.241333,281.7075806,260.2741394,341.1773376,259.5238342,240.4229889,259.5681152,299.4344788,259.0457764,280.8667297,259.2487488,339.7557068,258.9224548
365655.7588,457,247.9611664,259.0150757,306.5012817,258.7067261,288.9507141,260.6361694,347.9100952,260.0610962,247.5989532,259.5031433,306.4343567,258.9650269,288.1076965,259.4733582,346.9108887,259.1117859
365655.7747,458,254.5817871,259.0992432,313.4824219,258.4508057,295.7897339,260.9917908,354.7366638,260.3137512,254.6328125,259.4949036,313.4361877,258.9125671,295.2521667,259.7506409,354.0602112,259.304718
365655.7913,459,261.4205017,258.9710083,320.086853,258.7301025,302.4155579,261.0996704,361.6205444,260.6703186,261.6217041,259.4448242,320.363739,258.9064636,302.2636719,259.9934387,361.1430969,259.5481262
365655.8083,460,268.1123047,259.4354248,327.2493896,258.9752808,309.1690063,261.4219666,368.197937,260.9937439,268.4707031,259.4823914,327.2800598,258.9453125,309.1557007,260.2702026,368.149292,259.8318787
365655.8247,461,274.7460938,259.6538086,333.5712891,259.1126099,315.6860962,261.8833923,374.510498,261.0058594,275.2087708,259.5247498,333.9556885,258.9829102,315.931427,260.5822754,374.906311,260.0733948
365655.8412,462,281.3627319,260.3947754,340.0137329,259.5609131,322.3166504,262.9913635,380.8990173,261.6075745,281.848175,259.704071,340.5275879,259.0867615,322.6491394,261.0122375,381.4896851,260.3756104
365655.8583,463,287.5200195,260.5848999,346.3327026,260.2487793,328.213501,263.2917786,387.5638123,262.5097046,288.2961121,259.8439331,347.0542603,259.2604675,329.1268005,261.3714294,388.0788574,260.7239075
365655.8747,464,293.4295349,261.2531738,352.3681641,260.53479,333.7435303,263.8016663,393.6281433,263.2443237,294.4718933,260.0238342,353.332489,259.4248657,335.3071899,261.7555847,394.4320374,261.1134338
365655.8915,465,299.4960327,261.7357788,358.7351074,261.1543579,340.0136108,264.3036194,399.5617676,263.8100281,300.5264282,260.4184265,359.5174255,259.8352966,341.361145,262.3356934,400.6375732,261.6779175
365655.9075,466,304.8394775,262.0487671,364.2340088,262.0317383,345.3503113,265.2080994,405.1046753,264.5910339,306.2540588,260.9102478,365.4086914,260.4087524,347.071167,263.039978,406.5453186,262.379364
365655.9242,467,310.1212158,262.6635742,369.6533203,262.0049438,350.5639648,265.731781,410.4908447,265.4773254,311.7293701,261.4569092,371.0547485,260.9733276,352.5150757,263.764801,412.1730347,263.1446838
365655.9414,468,315.208313,263.1130981,375.0263672,262.8795776,355.3006287,266.3816834,415.5666199,266.3718567,316.889801,262.0437622,376.4992065,261.6381836,357.6159668,264.5249329,417.5438843,263.9936523
365655.9583,469,319.4962769,263.6954956,379.4344482,263.1938477,360.1633301,267.1805115,420.208252,266.6113892,321.7307129,262.6889648,381.5127869,262.2840881,362.4300232,265.325531,422.5045471,264.8115234
365655.9742,470,323.9937439,264.1651001,383.7731323,264.1379395,364.0898438,267.7558899,424.2218018,267.7756348,326.2230225,263.3444214,386.1226501,263.0471497,366.8296814,266.122467,427.0472717,265.7224731
365655.991,471,328.2713623,264.6102905,387.7875366,264.4944458,368.1995544,268.500946,428.3016357,267.9759827,330.4237671,263.9265137,390.3708496,263.6894531,370.9415283,266.8514099,431.2105103,266.4931946
365656.0081,472,331.4557495,264.9169922,391.2296753,264.6752319,370.960144,268.7182922,431.3302002,268.8128357,334.0910034,264.3822937,394.1266174,264.2260742,374.4794006,267.4584045,434.8955994,267.2064514
365656.0248,473,334.3392944,265.4768066,394.1554565,265.2371216,373.7921753,269.378479,434.4523621,268.9196472,337.2876892,264.8315125,397.3739014,264.6717224,377.5521545,268.0469971,438.0893555,267.8012085
365656.0421,474,336.619751,265.6630249,396.5206909,265.7144775,376.0960388,269.528717,436.2863159,269.7509155,340.0003662,265.241394,400.0116577,265.1196289,380.1416931,268.5625916,440.6338196,268.414917
365656.0581,475,338.8729248,266.1300049,398.2559204,265.8426514,378.2680054,270.1117249,438.1180115,269.9588013,342.2656555,265.6388855,402.1158142,265.4945068,382.2987671,269.0663147,442.6238709,268.944397
365656.0747,476,339.8331299,266.2506104,400.328125,266.312439,379.3155212,270.069519,439.8903809,270.2948303,343.8106384,265.937439,403.8381348,265.8600769,383.7744751,269.4707642,444.2047119,269.4160461
365656.0914,477,341.078186,266.602478,400.9044189,265.968689,380.00354,270.3948669,440.5473633,270.5274963,344.9316406,266.2108765,404.9339294,266.0738831,384.7627869,269.8462219,445.2018738,269.7884521
365656.1081,478,341.5753784,266.618042,401.0489502,266.1853027,380.5263672,270.6026001,440.7991638,270.3276672,345.5229797,266.4368896,405.4065247,266.2243652,385.2241211,270.1410217,445.5811157,270.0708313
365656.1247,479,341.168335,266.5131226,401.3342285,266.2976074,380.5080566,270.7703552,441.009613,270.4949036,345.5242615,266.5752869,405.460022,266.3519897,385.1334839,270.3785095,445.5377502,270.2588806
365656.1417,480,340.9277344,266.6172485,400.7094116,266.2296143,380.0075073,270.8452759,440.3588867,270.9309387,345.0582275,266.6754456,404.988739,266.4535828,384.5830688,270.5585938,444.9922485,270.4612122
365656.1576,481,339.8803711,266.6570435,399.6246948,265.9585571,379.0953064,270.7583008,438.9205933,270.4361877,344.1144409,266.7397461,403.9533691,266.4001465,383.51828,270.6742554,443.8337097,270.4960938
365656.1745,482,338.3555908,266.2608032,398.3343201,265.9293823,377.5273132,270.6365051,437.7306824,270.2641296,342.6386108,266.6833801,402.4824829,266.3260498,381.9654236,270.6833191,442.2751465,270.4801025
365656.1914,483,336.1883545,266.2589111,396.525238,266.0736084,375.4080505,270.3045959,436.0249023,270.1914673,340.6861267,266.6117859,400.6265259,266.2417297,379.9538879,270.6246338,440.3346558,270.448822
365656.2082,484,333.7633057,266.0577393,393.7553101,265.2631226,372.8865356,269.8520813,433.5109863,269.6680298,338.1952209,266.4614563,398.1863098,266.0300598,377.4312134,270.4737244,437.8656921,270.2594299
365656.2247,485,330.7057495,265.8115234,390.3359985,265.1835327,370.1287842,269.8196411,430.0944824,269.1114502,335.2272034,266.3071594,395.1598206,265.781189,374.4607239,270.3283081,434.7943115,270.0310059
365656.2411,486,327.5953064,265.6506348,387.0087891,264.9785156,366.8432007,269.3347778,426.7613525,268.9447937,331.8468018,266.128479,391.6366272,265.5767822,371.0612793,270.134491,431.27005,269.8207397
365656.2586,487,323.3881836,265.4077148,383.1513062,264.5335693,362.9480896,268.6889038,423.1506348,268.7219543,327.9756775,265.9465637,387.6694336,265.3590698,367.2038879,269.8941956,427.3143005,269.6090698
365656.2745,488,319.3426514,265.0647583,379.0481567,264.4992065,359.0457153,268.2357483,419.2004089,268.2081299,323.690155,265.7547302,383.3947144,265.1789856,362.9367676,269.648407,423.0887451,269.406189
365656.2913,489,315.0484314,264.6796875,374.8283691,264.1536865,354.6593628,267.5331421,414.9996033,267.630127,319.050354,265.5451355,378.7909546,265.0050049,358.3540955,269.3605347,418.5289917,269.1419983
365656.3084,490,310.1400146,264.3826904,369.5892334,263.6431885,350.1650391,266.7866516,409.8670349,266.7446289,314.0810547,265.2858582,373.6838379,264.7200928,353.4743042,268.9695435,413.4658508,268.7703552
365656.3248,491,304.819397,264.1879883,364.3894653,263.5560303,345.074585,266.4126892,404.4799805,266.2940369,308.7363281,264.9376831,368.2617188,264.3457336,348.2058716,268.4519653,408.0783081,268.2743835
365656.3411,492,299.3861084,263.6642456,359.1222534,263.1266479,339.8865051,265.6497192,399.5766602,265.7860413,303.1232605,264.5414429,362.6304932,263.9739685,342.7111816,267.868866,402.5141602,267.7324524
365656.3582,493,293.7213135,263.6748047,353.5496521,263.0023804,334.3956909,265.1416321,393.7251892,264.7058716,297.2709656,264.1768188,356.6856384,263.5849915,336.9804993,267.2846985,396.6426392,267.1123047
365656.3747,494,288.1252441,262.8786316,347.5634766,262.5861206,328.9666138,264.594635,388.2874146,264.3970032,291.2739563,263.7576294,350.5863037,263.1870117,331.1226196,266.6438599,390.6539307,266.5039978
365656.3909,495,281.9666443,262.4271851,341.7042847,262.4799194,323.3143921,264.4699097,382.5184937,263.7864075,285.0591431,263.3746948,344.4074402,262.8572693,325.085144,266.0940247,384.5845947,265.9399719
365656.4083,496,275.992981,262.3861694,335.1454468,261.7641602,317.3965149,263.7750854,376.3148804,262.9465027,278.717041,262.9883118,337.9856567,262.4414673,318.933075,265.5071716,378.2806396,265.2556458
365656.4247,497,269.6688232,261.9205933,329.2738037,261.333252,311.3169556,263.2355042,370.0528564,262.471344,272.2419739,262.6212769,331.4487305,262.0178833,312.6434326,264.9157104,371.8287659,264.5995483
365656.4415,498,263.3900757,261.8288574,323.0003357,261.023407,304.8912964,262.6808167,363.742981,261.8875122,265.6644287,262.3141479,324.8317261,261.6428223,306.2536621,264.3725891,365.2942505,263.9659729
365656.4585,499,256.9150391,261.5638428,316.493103,260.9865112,298.3799438,262.1297302,357.6708374,261.8339539,258.9376526,262.0155945,318.172699,261.3705444,299.6856384,263.8477173,358.733429,263.4152832
365656.4745,500,250.1850586,261.6524658,309.6468201,260.9898682,291.9418335,262.0580139,351.1801758,261.6439514,252.1209259,261.8047485,311.4088745,261.1582336,293.0400696,263.4064331,352.0846863,262.9484253
365656.4914,501,243.8167725,261.1629028,303.1974487,260.3647461,285.318573,261.6506653,344.7310791,261.0699158,245.2925873,261.5617371,304.6851196,260.8980713,286.3692932,262.9662781,345.4744873,262.4573059
365656.5077,502,237.108139,261.6946411,296.388916,260.4710693,278.5521851,261.4876099,338.073822,260.8378296,238.4169769,261.4329529,297.8387146,260.6950073,279.6119385,262.6199341,338.7453308,262.0263672
365656.5244,503,230.3920746,261.4348145,289.8826904,261.0148926,271.877655,261.37677,331.2102661,260.7697754,231.4889984,261.3206787,290.9342957,260.6242981,272.786499,262.3174133,331.9440002,261.7070618
365656.5415,504,223.6269226,261.1345825,283.0115356,261.2341309,265.1548462,261.2582092,324.422821,260.9432373,224.5346832,261.1990356,284.0221252,260.6478577,265.9177856,262.0406189,325.1115723,261.4847717
365656.558,505,216.6990662,261.4471436,276.4893799,261.5505981,258.10849,261.1669617,317.7194214,260.7593994,217.4966736,261.1502686,277.112854,260.7045898,258.94104,261.846283,318.2901611,261.3335876
365656.5748,506,209.8296967,261.9851685,269.6668701,262.0134277,251.4942322,261.5959778,310.8196106,261.0118408,210.496521,261.2398376,270.1980896,260.8795166,252.009491,261.7604065,311.4111328,261.2741699
365656.5914,507,202.9468689,262.5560913,262.7711792,262.2396851,244.5767517,261.7634277,304.2698059,261.164032,203.4955444,261.4555359,263.309082,261.0956116,245.0320282,261.7398376,304.5791626,261.291748
365656.6075,508,196.2402344,263.1524048,256.0714722,262.6642761,237.8034058,262.124176,297.5524292,261.5516052,196.5550842,261.7548218,256.4166565,261.3786621,238.1048737,261.8377075,297.7127075,261.3835449
365656.6246,509,189.3340912,263.8101196,249.7312927,263.5951538,230.7946014,262.5410767,290.7839966,262.0451965,189.6082153,262.1335754,249.6173096,261.7785034,231.1423645,262.0010986,290.9361572,261.5593872
365656.641,510,182.6228485,264.557251,243.5814819,263.9978638,223.7792206,263.0623474,284.9060974,262.6098022,182.6788177,262.5754089,243.0372467,262.1996155,224.1842346,262.2473755,284.4046021,261.7928162
365656.6577,511,175.8527069,265.2058105,236.8270721,264.9364014,217.5653534,263.6169128,278.0993958,263.3461609,175.8412781,263.04422,236.4731903,262.7098999,217.3673401,262.5366211,277.8484192,262.0999451
365656.675,512,169.5757141,266.1572876,229.9667816,265.5296631,211.0072479,264.2975159,271.3661499,263.668396,169.1509399,263.5909119,229.8653412,263.2314148,210.6499023,262.8945313,271.2294006,262.4118652
365656.6909,513,163.4019775,267.1572876,223.8922577,266.5151978,204.1591492,265.0140686,265.5094604,264.3608093,162.5821838,264.4806824,223.4816437,264.0934448,204.0190887,263.5650635,264.8526611,263.0355835
365656.7078,514,157.5014954,268.2352295,218.4509735,267.373291,198.4097595,265.6717224,259.4334106,264.9117737,156.2713776,265.526886,217.3590851,265.0569763,197.6636353,264.4148865,258.6715698,263.7634277
365656.7248,515,151.2516022,268.9816895,212.9656677,267.8824463,192.2507019,266.0589905,254.0667725,265.2540588,150.0852203,266.5986328,211.5137024,265.9776306,191.4369354,265.2478943,252.807312,264.4854736
365656.7409,516,146.0999756,269.8481445,207.7930908,269.1730347,187.2814941,266.8497009,248.6704102,266.3887939,144.3302612,267.7339783,205.9473572,267.0758667,185.6531067,266.1230774,247.1964722,265.375946
365656.7579,517,140.5430298,270.5250854,203.0891724,269.6506042,181.7744141,267.5095215,243.6519165,266.8429871,138.7610168,268.7628174,200.754303,268.0384827,180.0690308,266.9239807,241.9478149,266.1705017
365656.7751,518,135.938797,271.4110718,198.2653503,270.6765747,177.2247314,268.2208557,239.172287,267.9139709,133.6593781,269.8421936,195.8644257,269.1066284,174.9358368,267.769928,237.0374603,267.0919495
365656.791,519,131.5261688,272.1772156,194.0983124,271.2143555,172.6461182,268.7231445,234.7749939,267.9310303,128.9367828,270.7744751,191.366333,269.9588928,170.1707459,268.4804382,232.470871,267.7601929
365656.8077,520,127.901413,272.7067261,190.0856171,272.2625122,168.5945435,269.2117615,230.7277527,268.3231812,124.7308578,271.5738525,187.2196045,270.771637,165.8923187,269.0742493,228.2542419,268.3374023
365656.8251,521,124.2916107,273.1756592,186.7832489,272.9396973,165.7097473,269.5043335,227.6622009,268.8375549,121.0184708,272.2705383,183.5679626,271.5508423,162.1763916,269.5707397,224.5881195,268.9039307
365656.8419,522,121.2119904,274.2437134,184.2176971,273.3434448,162.7435913,270.3760071,224.8851318,268.8939819,117.7558899,273.0331116,180.5708923,272.2192383,158.9450836,270.1356201,221.5362854,269.3171997
365656.8589,523,119.0853119,274.5301514,181.7608032,274.0845947,160.4673767,270.1005859,222.4483032,269.7362061,115.1463089,273.6272888,178.0150452,272.9312744,156.3079529,270.493042,218.9317017,269.7993774
365656.8744,524,116.981781,274.5886841,180.1221008,274.2993774,158.404541,270.6541443,220.8660126,269.7772522,113.0291748,274.1192627,175.9836578,273.4877625,154.190094,270.8121033,216.8456879,270.1341248
365656.8918,525,116.094017,274.7305298,178.6062469,274.326416,157.1286316,270.576355,219.8496094,270.1289063,111.5189743,274.4900208,174.5026093,273.93573,152.7030182,271.0152893,215.3334961,270.4118347
365656.908,526,115.0604477,275.397583,177.6259766,274.7889404,156.2728577,271.026001,218.9548798,269.8809509,110.5724792,274.8915405,173.504303,274.3016357,151.7818604,271.2661438,214.3640442,270.5738831
365656.9247,527,115.0085602,274.9576416,177.4797821,274.8300171,156.6678162,270.8731384,218.2534637,270.1758423,110.2541504,275.0667419,173.0683136,274.5526733,151.5185547,271.3444824,213.9007874,270.6560974
365656.9413,528,114.9544907,274.7562256,178.0041199,274.2622681,156.7438354,270.2776794,218.7388916,269.7397461,110.4791107,275.0862427,173.2638702,274.6242371,151.7941589,271.2406921,214.0844574,270.5827942
365656.9583,529,116.0607758,274.8147583,178.636322,274.1109009,157.4796753,270.5729065,219.6553192,269.646637,111.2573853,275.0890198,174.0010834,274.5868225,152.5880585,271.1412659,214.8596954,270.4073486
365656.9747,530,117.1940918,273.8864746,179.6832733,273.7367554,158.5253143,269.7485962,220.3864441,269.3235168,112.5380325,274.8313904,175.1843719,274.4605713,153.8724823,270.8046265,216.026001,270.1435242
365656.991,531,119.3044052,273.8012085,181.6360168,273.4827271,160.5822449,269.5749207,222.5493622,268.7941589,114.3992004,274.5534668,176.9610443,274.1980591,155.7468109,270.4624023,217.8223877,269.763916
365657.0085,532,121.3659821,273.3277588,183.9222107,272.8806763,162.9031067,269.1833801,224.4714355,268.2666321,116.705246,274.20578,179.1749878,273.8220825,158.1231842,270.0605774,220.028595,269.3317261
365657.0246,533,123.9420013,272.7826538,186.4195862,272.3336792,165.5589905,268.8355408,227.1826172,267.8645325,119.5034637,273.8121338,181.8659973,273.4170837,160.937973,269.6439514,222.7099457,268.8961182
365657.0415,534,127.6280518,271.9336548,189.7550507,271.8012695,168.83078,268.1396179,230.5754852,267.4709473,122.8553085,273.3865356,185.1088104,272.9917297,164.2624207,269.2244873,225.9655151,268.4807129
365657.058,535,131.1885834,271.0141602,193.2711487,270.8475342,172.8716278,267.6444702,234.0443573,266.7955627,126.6942673,272.8753052,188.7605286,272.5318604,168.1264496,268.8015747,229.6243591,268.0455322
365657.0743,536,135.4362335,270.4533691,197.6442108,270.348938,177.0885925,267.028595,238.3470917,266.512085,130.9656982,272.4590149,192.9838715,272.1524353,172.4170227,268.4277954,233.8442993,267.7232056
365657.0914,537,139.6990814,269.6275024,202.4995575,269.3959351,181.9368134,266.6173706,243.163208,265.9340515,135.6453552,271.7927246,197.7714386,271.5249329,177.1969299,267.8568115,238.5835571,267.1570129
365657.1081,538,144.9160004,269.1193848,207.227829,268.867157,186.3502655,266.1352844,247.8491211,265.6613464,140.6972961,271.0428772,202.8882446,270.7857361,182.2673645,267.2225952,243.6413879,266.5596619
365657.1243,539,150.3029633,268.5969238,212.5255737,268.0524292,191.9176483,265.8296204,253.4073944,265.0541382,146.2514191,270.3395081,208.3760529,270.043396,187.8177795,266.6289978,249.1382141,265.9552917
365657.1409,540,156.2308197,267.8267212,217.8402557,266.7860107,198.0336609,264.8670044,258.8075867,264.4008179,152.2240448,269.4897156,214.1726074,269.1214294,193.7915192,265.9057922,254.9541321,265.2114868
365657.1581,541,162.585556,267.121582,223.5870056,266.6741943,204.1855774,264.602356,264.46521,264.3247375,158.5993042,268.7941284,220.2585297,268.4280396,200.1818848,265.3537292,261.0283203,264.6943054
365657.1748,542,168.8990326,266.1409302,229.8395844,266.104248,210.5691376,264.0550537,270.9674683,264.0342407,165.2286835,268.0008545,226.6234436,267.7441101,206.8394928,264.7314758,267.4286499,264.205658
365657.192,543,175.477356,265.8676453,236.4988251,265.3514404,217.0802612,264.1979065,277.2164917,263.8231812,172.1405792,267.377655,233.3230438,267.0985413,213.7784729,264.3213196,274.1119385,263.8234253
365657.2085,544,182.0197144,265.3353882,243.3809662,264.8526001,223.7727966,263.7620239,284.0098877,263.6954651,179.2067871,266.7790527,240.2717896,266.4904175,220.8626862,263.9369507,281.0673218,263.5033875
365657.2244,545,189.1801758,264.9934692,250.2013855,264.3585815,230.8550415,263.4878235,291.2803345,263.4917297,186.4784698,266.2499695,247.4338226,265.9190063,228.1391907,263.6113281,288.2556763,263.2321777
365657.2414,546,196.576828,264.6957397,256.7106323,263.8406982,238.0283813,263.3121643,298.0917664,262.9988098,193.9598694,265.7729187,254.6510925,265.3583984,235.6413269,263.335144,295.5196838,262.9622498
365657.2577,547,204.0791931,263.9080811,263.6512146,263.2716064,245.3058777,263.2731934,305.291687,262.8487549,201.6265411,265.2859802,261.9364624,264.8035278,243.2699585,263.0761414,302.8773193,262.7098084
365657.2744,548,211.1789551,263.7028198,271.1259766,263.0834351,252.9404602,263.1868286,312.7350464,262.6961365,209.3526764,264.8563843,269.4190979,264.3314209,251.0052032,262.888916,310.4354553,262.525177
365657.2917,549,218.221283,263.6118774,278.5751953,262.7926636,260.0375671,263.4243774,320.235321,263.1255798,217.0295715,264.5299072,277.0643311,263.9380798,258.6469727,262.7976685,318.1637268,262.4480591
365657.308,550,225.7751923,263.489563,286.0230713,262.6703796,267.611908,263.3716431,328.0496826,263.1504517,224.6931305,264.2581177,284.7821045,263.6242676,266.3440552,262.7647095,325.9986267,262.4414063
365657.3246,551,232.9825897,263.3534546,293.0432129,262.7479248,274.8458862,263.629303,335.52005,263.0888977,232.2874298,264.0643311,292.4754639,263.3792725,273.9590759,262.8245239,333.8248901,262.4747314
365657.3412,552,240.5779877,263.161438,300.0134277,262.8763428,282.5138855,263.9500122,342.6954041,263.5844421,239.9557953,263.8922424,300.014801,263.2421265,281.6385498,262.9648132,341.5071106,262.5952759
365657.3581,553,247.8422546,263.6615601,307.5844727,262.8748779,289.9110718,264.5101013,350.1257324,263.9224854,247.5673523,263.8818054,307.5249023,263.1809082,289.2891541,263.2350159,349.1558228,262.8171997
365657.3743,554,255.0520935,263.7090454,314.829834,263.081604,297.2132263,264.901886,357.3444214,264.3438416,255.0875397,263.9001465,314.9793091,263.199707,296.8502808,263.5265808,356.725769,263.1136475
365657.3915,555,262.1306152,263.918457,322.1218872,263.303833,304.504364,265.3069763,364.5571289,264.5335999,262.4824219,263.980072,322.3385925,263.2592163,304.3093872,263.8613586,364.2281799,263.4030151
365657.408,556,269.34021,264.1349792,329.2243042,263.5992432,311.7011719,265.8315125,371.6163025,265.065918,269.7633972,264.082428,329.5973206,263.3778381,311.6410217,264.2362061,371.6338501,263.7402954
365657.4249,557,276.1546326,264.7246094,336.1303711,264.1696777,318.4373169,266.4134216,378.5163574,265.6332092,276.8589172,264.2444153,336.7492371,263.5664673,318.7872009,264.6643982,378.8946838,264.1231079
