frameCounter, trackingStatus, timeLogged, frameNumber
8003,2,4342.9071, 62745
8004,2,4342.9228, 62746
8005,2,4342.9381, 62747
8006,2,4342.9539, 62748
8007,2,4342.9701, 62749
8008,2,4342.9860, 62750
8009,2,4343.0020, 62751
8010,2,4343.0185, 62752
8011,2,4343.0503, 62753
8012,2,4343.0664, 62754
8013,2,4343.0820, 62755
8014,2,4343.0980, 62756
8015,2,4343.1148, 62757
8016,2,4343.1310, 62758
8017,2,4343.1468, 62759
8018,2,4343.1625, 62760
8019,2,4343.1783, 62761
8020,2,4343.1948, 62762
8021,2,4343.2105, 62763
8022,2,4343.2265, 62764
8023,2,4343.2434, 62765
8024,2,4343.2593, 62766
8025,2,4343.2745, 62767
8026,2,4343.2904, 62768
8027,2,4343.3063, 62769
8028,2,4343.3228, 62770
8029,2,4343.3382, 62771
8030,2,4343.3543, 62772
8031,2,4343.3700, 62773
8032,2,4343.3861, 62774
8033,2,4343.4020, 62775
8034,2,4343.4338, 62776
8035,2,4343.4502, 62777
8036,2,4343.4666, 62778
8037,2,4343.4835, 62779
8038,2,4343.4981, 62780
8039,2,4343.5145, 62781
8040,2,4343.5300, 62782
8041,2,4343.5466, 62783
8042,2,4343.5622, 62784
8043,2,4343.5783, 62785
8044,2,4343.5944, 62786
8045,2,4343.6102, 62787
8046,2,4343.6265, 62788
8047,2,4343.6424, 62789
8048,2,4343.6580, 62790
8049,2,4343.6746, 62791
8050,2,4343.6903, 62792
8051,2,4343.7062, 62793
8052,2,4343.7223, 62794
8053,2,4343.7381, 62795
8054,2,4343.7542, 62796
8055,2,4343.7712, 62797
8056,2,4343.7866, 62798
8057,2,4343.8026, 62799
8058,2,4343.8342, 62800
8059,2,4343.8502, 62801
8060,2,4343.8671, 62802
8061,2,4343.8846, 62803
8062,2,4343.9002, 62804
8063,2,4343.9146, 62805
8064,2,4343.9300, 62806
8065,2,4343.9463, 62807
8066,2,4343.9623, 62808
8067,2,4343.9786, 62809
8068,2,4343.9941, 62810
8069,2,4344.0101, 62811
8070,2,4344.0260, 62812
8071,2,4344.0422, 62813
8072,2,4344.0580, 62814
8073,2,4344.0743, 62815
8074,2,4344.0901, 62816
8075,2,4344.1062, 62817
8076,2,4344.1224, 62818
8077,2,4344.1382, 62819
8078,2,4344.1542, 62820
8079,2,4344.1701, 62821
8080,2,4344.1869, 62822
8081,2,4344.2187, 62823
8082,2,4344.2339, 62824
8083,2,4344.2499, 62825
8084,2,4344.2666, 62826
8085,2,4344.2823, 62827
8086,2,4344.2984, 62828
8087,2,4344.3157, 62829
8088,2,4344.3305, 62830
8089,2,4344.3463, 62831
8090,2,4344.3622, 62832
