CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
4342.8937, 142.9520, 119.9573, 714.4449, -0.0105, 0.0526, -0.0181, 142.9520, 119.9573, 714.4449, -0.0105, 0.0526, -0.0181, 62745
4342.9103, 142.5427, 120.0533, 713.3906, 0.0119, 0.0536, -0.0185, 142.5427, 120.0533, 713.3906, 0.0119, 0.0536, -0.0185, 62746
4342.9270, 143.0668, 119.9259, 714.9775, 0.0071, 0.0414, -0.0178, 143.0668, 119.9259, 714.9775, 0.0071, 0.0414, -0.0178, 62747
4342.9437, 143.9413, 120.2128, 718.3594, 0.0098, 0.0469, -0.0164, 143.9413, 120.2128, 718.3594, 0.0098, 0.0469, -0.0164, 62748
4342.9603, 142.8817, 120.0234, 714.4350, 0.0034, 0.0531, -0.0157, 142.8817, 120.0234, 714.4350, 0.0034, 0.0531, -0.0157, 62749
4342.9770, 142.4022, 120.0434, 712.4580, -0.0033, 0.0518, -0.0221, 142.4022, 120.0434, 712.4580, -0.0033, 0.0518, -0.0221, 62750
4342.9937, 142.8047, 119.8872, 713.9766, -0.0109, 0.0438, -0.0168, 142.8047, 119.8872, 713.9766, -0.0109, 0.0438, -0.0168, 62751
4343.0103, 142.3501, 119.6845, 711.5741, -0.0093, 0.0419, -0.0149, 142.3501, 119.6845, 711.5741, -0.0093, 0.0419, -0.0149, 62752
4343.0271, 142.8858, 119.8967, 714.2139, -0.0065, 0.0513, -0.0182, 142.8858, 119.8967, 714.2139, -0.0065, 0.0513, -0.0182, 62753
4343.0438, 143.1958, 120.1440, 716.1945, 0.0085, 0.0688, -0.0180, 143.1958, 120.1440, 716.1945, 0.0085, 0.0688, -0.0180, 62754
4343.0605, 142.9131, 120.2365, 714.6611, 0.0021, 0.0611, -0.0232, 142.9131, 120.2365, 714.6611, 0.0021, 0.0611, -0.0232, 62755
4343.0771, 143.3312, 119.9813, 715.8793, 0.0050, 0.0457, -0.0161, 143.3312, 119.9813, 715.8793, 0.0050, 0.0457, -0.0161, 62756
4343.0938, 142.6414, 120.0778, 712.9175, -0.0008, 0.0578, -0.0182, 142.6414, 120.0778, 712.9175, -0.0008, 0.0578, -0.0182, 62757
4343.1105, 142.8126, 119.9531, 714.2933, -0.0037, 0.0526, -0.0193, 142.8126, 119.9531, 714.2933, -0.0037, 0.0526, -0.0193, 62758
4343.1272, 142.2920, 119.7338, 712.4439, 0.0007, 0.0518, -0.0182, 142.2920, 119.7338, 712.4439, 0.0007, 0.0518, -0.0182, 62759
4343.1438, 143.0253, 120.0626, 715.1835, 0.0019, 0.0509, -0.0170, 143.0253, 120.0626, 715.1835, 0.0019, 0.0509, -0.0170, 62760
4343.1605, 143.4009, 120.3827, 717.9362, 0.0129, 0.0518, -0.0181, 143.4009, 120.3827, 717.9362, 0.0129, 0.0518, -0.0181, 62761
4343.1772, 142.3336, 119.6514, 712.0746, -0.0069, 0.0514, -0.0162, 142.3336, 119.6514, 712.0746, -0.0069, 0.0514, -0.0162, 62762
