CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
3416.6864, 147.0370, 121.9065, 736.2888, 0.0763, 0.0216, -0.0208, 147.0370, 121.9065, 736.2888, 0.0763, 0.0216, -0.0208, 8324
3416.7068, 147.4469, 122.7489, 735.4282, 0.0508, 0.0104, -0.0192, 147.4469, 122.7489, 735.4282, 0.0508, 0.0104, -0.0192, 8325
3416.7257, 145.6156, 121.4342, 727.4927, -0.0005, 0.0227, -0.0263, 145.6156, 121.4342, 727.4927, -0.0005, 0.0227, -0.0263, 8326
3416.7460, 143.2156, 119.9871, 717.6636, 0.0595, 0.0483, -0.0161, 143.2156, 119.9871, 717.6636, 0.0595, 0.0483, -0.0161, 8327
3416.7664, 147.6299, 121.9163, 737.7859, 0.0751, 0.0343, -0.0241, 147.6299, 121.9163, 737.7859, 0.0751, 0.0343, -0.0241, 8328
3416.7892, 147.4079, 122.4191, 736.6926, 0.0333, 0.0650, -0.0221, 147.4079, 122.4191, 736.6926, 0.0333, 0.0650, -0.0221, 8329
3416.8097, 143.0544, 120.7768, 720.5246, 0.0385, 0.0500, -0.0099, 143.0544, 120.7768, 720.5246, 0.0385, 0.0500, -0.0099, 8330
3416.8302, 147.2807, 122.5409, 737.9069, 0.0451, 0.0669, -0.0221, 147.2807, 122.5409, 737.9069, 0.0451, 0.0669, -0.0221, 8331
3416.8507, 143.9314, 120.6936, 726.6239, 0.1040, 0.0032, -0.0146, 143.9314, 120.6936, 726.6239, 0.1040, 0.0032, -0.0146, 8332
3416.8697, 145.8936, 121.8918, 729.2528, 0.0186, 0.0551, -0.0183, 145.8936, 121.8918, 729.2528, 0.0186, 0.0551, -0.0183, 8333
3416.8901, 141.1591, 118.7121, 713.2084, 0.1122, -0.0008, -0.0169, 141.1591, 118.7121, 713.2084, 0.1122, -0.0008, -0.0169, 8334
3416.9105, 144.5714, 121.2156, 731.4219, 0.0966, 0.0533, -0.0148, 144.5714, 121.2156, 731.4219, 0.0966, 0.0533, -0.0148, 8335
3416.9334, 143.0423, 119.9451, 720.4336, 0.0847, 0.0362, -0.0188, 143.0423, 119.9451, 720.4336, 0.0847, 0.0362, -0.0188, 8336
3416.9540, 146.1932, 121.7164, 734.0369, 0.0424, 0.0475, -0.0020, 146.1932, 121.7164, 734.0369, 0.0424, 0.0475, -0.0020, 8337
3416.9746, 147.9099, 123.1921, 745.8771, 0.0875, 0.0466, -0.0096, 147.9099, 123.1921, 745.8771, 0.0875, 0.0466, -0.0096, 8338
3416.9951, 144.5187, 121.0262, 723.3304, 0.0352, 0.0408, -0.0111, 144.5187, 121.0262, 723.3304, 0.0352, 0.0408, -0.0111, 8339
3417.0137, 144.7119, 121.2590, 732.8996, 0.1022, 0.0514, 0.0014, 144.7119, 121.2590, 732.8996, 0.1022, 0.0514, 0.0014, 8340
3417.0342, 145.4695, 121.7624, 734.4996, 0.0411, 0.0118, -0.0141, 145.4695, 121.7624, 734.4996, 0.0411, 0.0118, -0.0141, 8341
3417.0546, 145.1901, 120.9610, 728.1973, 0.0964, 0.0126, -0.0211, 145.1901, 120.9610, 728.1973, 0.0964, 0.0126, -0.0211, 8342
3417.0751, 143.4355, 119.8829, 718.0986, -0.0093, 0.0460, -0.0273, 143.4355, 119.8829, 718.0986, -0.0093, 0.0460, -0.0273, 8343
3417.0937, 143.3451, 119.8949, 716.9987, -0.0168, 0.0563, -0.0217, 143.3451, 119.8949, 716.9987, -0.0168, 0.0563, -0.0217, 8344
3417.1141, 142.2825, 118.9111, 714.9866, 0.0897, 0.0038, -0.0257, 142.2825, 118.9111, 714.9866, 0.0897, 0.0038, -0.0257, 8345
3417.1344, 143.9132, 120.5099, 720.0344, 0.0114, 0.0422, -0.0161, 143.9132, 120.5099, 720.0344, 0.0114, 0.0422, -0.0161, 8346
3417.1573, 146.2434, 121.6492, 731.5846, 0.0465, 0.0467, -0.0177, 146.2434, 121.6492, 731.5846, 0.0465, 0.0467, -0.0177, 8347
3417.1779, 142.9872, 119.7050, 719.5925, 0.0962, 0.0287, -0.0202, 142.9872, 119.7050, 719.5925, 0.0962, 0.0287, -0.0202, 8348
3417.1984, 143.6588, 120.0804, 718.0138, 0.0202, -0.0038, -0.0039, 143.6588, 120.0804, 718.0138, 0.0202, -0.0038, -0.0039, 8349
