current_time,latest_time,latest_x,latest_y,latest_z
3416.681462700000,3416.621211477114,1.742333829403,6.713313341141,65.680931091309
3416.685443600000,3416.641619640380,1.744952499866,6.709422111511,65.455684661865
3416.690439700000,3416.641619640380,1.744952499866,6.709422111511,65.455684661865
3416.694424500000,3416.641619640380,1.744952499866,6.709422111511,65.455684661865
3416.698450200000,3416.641619640380,1.744952499866,6.709422111511,65.455684661865
3416.702951700000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.706928800000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.710963200000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.714996700000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.719061900000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.722397300000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.726645500000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.731628700000,3416.662027803645,1.854826509953,6.674851655960,65.930664062500
3416.735666300000,3416.682435966911,1.832496881485,6.630336523056,65.496170043945
3416.739640000000,3416.682435966911,1.832496881485,6.630336523056,65.496170043945
3416.744601300000,3416.682435966911,1.832496881485,6.630336523056,65.496170043945
3416.748625100000,3416.701293187174,1.791921496391,6.697434663773,65.777770996094
3416.751914700000,3416.701293187174,1.791921496391,6.697434663773,65.777770996094
3416.756339600000,3416.701293187174,1.791921496391,6.697434663773,65.777770996094
3416.760473700000,3416.701293187174,1.791921496391,6.697434663773,65.777770996094
3416.764483600000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.769462100000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.773449100000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.777440400000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.781544900000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.784898500000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.789324700000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.794320700000,3416.721649421270,1.829323828220,6.719019412994,65.718307495117
3416.798392800000,3416.742005655367,1.860836386681,6.670583009720,65.719497680664
3416.803235000000,3416.742005655367,1.860836386681,6.670583009720,65.719497680664
3416.806272600000,3416.742005655367,1.860836386681,6.670583009720,65.719497680664
3416.811219600000,3416.742005655367,1.860836386681,6.670583009720,65.719497680664
3416.815316700000,3416.764886939297,1.883545637131,6.740120410919,65.801589965820
3416.818722200000,3416.764886939297,1.883545637131,6.740120410919,65.801589965820
3416.823164700000,3416.764886939297,1.883545637131,6.740120410919,65.801589965820
3416.827194500000,3416.764886939297,1.883545637131,6.740120410919,65.801589965820
3416.831302300000,3416.785378742576,1.773036003113,6.742849349976,66.034496307373
3416.835347800000,3416.785378742576,1.773036003113,6.742849349976,66.034496307373
3416.839317400000,3416.785378742576,1.773036003113,6.742849349976,66.034496307373
3416.844279200000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.847678000000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.852002500000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.856563600000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.859854300000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.865225800000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.868577000000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.873606100000,3416.805870545855,1.809155881405,6.638485431671,65.607780456543
3416.877706400000,3416.826362349133,1.749939262867,6.682047367096,65.722507476807
3416.881929000000,3416.826362349133,1.749939262867,6.682047367096,65.722507476807
3416.885329600000,3416.826362349133,1.749939262867,6.682047367096,65.722507476807
3416.889436100000,3416.826362349133,1.749939262867,6.682047367096,65.722507476807
3416.894590200000,3416.845300391379,1.836544573307,6.653196334839,65.703216552734
3416.898886600000,3416.845300391379,1.836544573307,6.653196334839,65.703216552734
3416.903318900000,3416.845300391379,1.836544573307,6.653196334839,65.703216552734
3416.906282300000,3416.845300391379,1.836544573307,6.653196334839,65.703216552734
3416.911368000000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.915246200000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.919423900000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.923701500000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.928004100000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.931365100000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.935392100000,3416.865739839514,1.884813547134,6.702946662903,66.389694213867
3416.940538500000,3416.886179287649,1.865244805813,6.735128879547,66.339069366455
3416.943898800000,3416.886179287649,1.865244805813,6.735128879547,66.339069366455
3416.948149400000,3416.886179287649,1.865244805813,6.735128879547,66.339069366455
3416.952205000000,3416.886179287649,1.865244805813,6.735128879547,66.339069366455
3416.956360100000,3416.909048355719,1.893746614456,6.727200746536,66.400848388672
3416.959730800000,3416.909048355719,1.893746614456,6.727200746536,66.400848388672
3416.964109500000,3416.909048355719,1.893746614456,6.727200746536,66.400848388672
3416.968943900000,3416.909048355719,1.893746614456,6.727200746536,66.400848388672
3416.973059100000,3416.929624487406,1.832900583744,6.636357784271,65.684825897217
3416.976463100000,3416.929624487406,1.832900583744,6.636357784271,65.684825897217
3416.981443400000,3416.929624487406,1.832900583744,6.636357784271,65.684825897217
3416.985015700000,3416.929624487406,1.832900583744,6.636357784271,65.684825897217
3416.990062500000,3416.950200619094,1.776658117771,6.622611761093,65.567813873291
