CaptureTime, LeftLM1.x, LeftLM1.y, LeftLM2.x, LeftLM2.y, LeftLM3.x, LeftLM3.y, LeftLM4.x, LeftLM4.y, LeftLM5.x, LeftLM5.y, LeftLM6.x, LeftLM6.y, RightLM1.x, RightLM1.y, RightLM2.x, RightLM2.y, RightLM3.x, RightLM3.y, RightLM4.x, RightLM4.y, RightLM5.x, RightLM5.y, RightLM6.x, RightLM6.y, frameNumber
3416.6864, 312.2510, 270.4140,310.7510, 273.0120,307.7511, 273.0121,306.2510, 270.4143,307.7506, 267.8161,310.7505, 267.8157,352.5074, 271.5876,349.5075, 271.5877,348.0073, 268.9898,349.5070, 266.3917,352.5069, 266.3912,354.0073, 268.9890,417.9800, 286.3459,416.4801, 288.9439,413.4802, 288.9441,411.9800, 286.3462,413.4797, 283.7480,416.4796, 283.7476,459.3721, 287.8013,456.3722, 287.8014,454.8720, 285.2035,456.3717, 282.6053,459.3716, 282.6049,460.8720, 285.2027,8324
3416.7068, 311.1480, 269.7824,309.6481, 272.3804,306.6482, 272.3806,305.1480, 269.7827,306.6477, 267.1845,309.6476, 267.1841,353.0358, 271.2499,350.0358, 271.2501,348.5357, 268.6522,350.0353, 266.0540,353.0353, 266.0536,354.5357, 268.6513,418.3570, 287.0016,416.8571, 289.5996,413.8571, 289.5997,412.3570, 287.0019,413.8567, 284.4037,416.8566, 284.4033,459.5695, 288.3078,456.5695, 288.3080,455.0694, 285.7101,456.5691, 283.1119,459.5690, 283.1115,461.0694, 285.7093,8325
3416.7257, 311.0709, 269.8907,309.5710, 272.4887,306.5710, 272.4888,305.0709, 269.8910,306.5706, 267.2928,309.5705, 267.2924,352.6362, 271.7435,349.6363, 271.7437,348.1362, 269.1458,349.6358, 266.5476,352.6357, 266.5472,354.1361, 269.1449,417.3840, 286.6028,415.8840, 289.2009,412.8841, 289.2010,411.3840, 286.6031,412.8836, 284.0049,415.8835, 284.0045,459.3077, 287.9575,456.3078, 287.9576,454.8076, 285.3597,456.3073, 282.7615,459.3073, 282.7611,460.8076, 285.3589,8326
3416.7460, 311.2083, 269.5623,309.7084, 272.1603,306.7084, 272.1605,305.2083, 269.5626,306.7079, 266.9644,309.7079, 266.9640,353.1670, 271.8250,350.1670, 271.8251,348.6669, 269.2272,350.1665, 266.6291,353.1665, 266.6286,354.6669, 269.2264,417.3882, 286.4565,415.8882, 289.0545,412.8883, 289.0546,411.3882, 286.4568,412.8878, 283.8586,415.8878, 283.8582,460.1395, 288.0274,457.1396, 288.0275,455.6395, 285.4296,457.1391, 282.8315,460.1390, 282.8310,461.6394, 285.4288,8327
3416.7664, 311.5596, 269.3878,310.0597, 271.9858,307.0598, 271.9859,305.5596, 269.3880,307.0593, 266.7899,310.0592, 266.7894,353.0081, 271.2651,350.0082, 271.2652,348.5081, 268.6673,350.0078, 266.0692,353.0077, 266.0687,354.5081, 268.6665,418.2726, 286.3645,416.7726, 288.9625,413.7727, 288.9626,412.2726, 286.3648,413.7722, 283.7666,416.7722, 283.7662,459.4367, 287.5898,456.4368, 287.5899,454.9366, 284.9921,456.4363, 282.3939,459.4362, 282.3935,460.9366, 284.9912,8328
3416.7892, 311.3447, 269.7734,309.8448, 272.3714,306.8448, 272.3716,305.3447, 269.7737,306.8444, 267.1755,309.8443, 267.1751,353.3983, 271.8535,350.3983, 271.8536,348.8982, 269.2557,350.3979, 266.6576,353.3978, 266.6571,354.8982, 269.2549,418.2080, 286.6928,416.7081, 289.2908,413.7082, 289.2910,412.2080, 286.6931,413.7077, 284.0949,416.7076, 284.0945,459.4703, 287.9961,456.4704, 287.9963,454.9702, 285.3984,456.4699, 282.8002,459.4698, 282.7998,460.9702, 285.3976,8329
3416.8097, 312.6174, 270.0337,311.1175, 272.6317,308.1176, 272.6319,306.6174, 270.0340,308.1171, 267.4358,311.1170, 267.4354,351.5631, 271.8480,348.5632, 271.8481,347.0631, 269.2502,348.5627, 266.6521,351.5627, 266.6517,353.0630, 269.2494,416.8144, 286.6307,415.3145, 289.2288,412.3146, 289.2289,410.8144, 286.6310,412.3141, 284.0328,415.3140, 284.0324,459.7540, 288.4608,456.7541, 288.4609,455.2539, 285.8631,456.7536, 283.2649,459.7535, 283.2645,461.2539, 285.8622,8330
3416.8302, 311.1846, 270.0281,309.6847, 272.6261,306.6848, 272.6262,305.1846, 270.0284,306.6843, 267.4302,309.6842, 267.4297,352.7012, 271.7158,349.7013, 271.7159,348.2011, 269.1180,349.7008, 266.5199,352.7007, 266.5194,354.2011, 269.1172,418.0337, 286.6606,416.5338, 289.2586,413.5338, 289.2588,412.0337, 286.6609,413.5334, 284.0627,416.5333, 284.0623,459.2949, 287.9327,456.2950, 287.9329,454.7949, 285.3350,456.2945, 282.7368,459.2944, 282.7364,460.7948, 285.3341,8331
3416.8507, 311.2662, 270.1985,309.7663, 272.7965,306.7663, 272.7967,305.2662, 270.1988,306.7658, 267.6006,309.7658, 267.6002,351.9701, 271.6023,348.9702, 271.6024,347.4700, 269.0045,348.9697, 266.4063,351.9696, 266.4059,353.4700, 269.0037,417.4093, 286.3578,415.9094, 288.9558,412.9095, 288.9560,411.4093, 286.3581,412.9090, 283.7599,415.9089, 283.7595,458.9579, 287.8654,455.9580, 287.8655,454.4579, 285.2676,455.9576, 282.6695,458.9575, 282.6691,460.4579, 285.2668,8332
3416.8697, 311.1185, 270.0470,309.6186, 272.6450,306.6187, 272.6452,305.1186, 270.0473,306.6182, 267.4491,309.6181, 267.4487,353.1860, 271.5651,350.1861, 271.5653,348.6859, 268.9674,350.1856, 266.3692,353.1855, 266.3688,354.6859, 268.9666,417.7393, 286.7630,416.2393, 289.3610,413.2394, 289.3611,411.7393, 286.7632,413.2390, 284.1651,416.2389, 284.1647,459.7559, 288.2675,456.7559, 288.2676,455.2558, 285.6697,456.7554, 283.0716,459.7554, 283.0712,461.2558, 285.6689,8333
