CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
4208.234217551, 307.691284180, 269.976623535, 352.636474609, 269.264923096, 413.504882812, 286.358367920, 458.922363281, 285.468536377, -12.343335152, 67.912277222, 661.235778809, 49.881721497, 66.665985107, 661.126525879, 54672
4208.250898118, 307.013031006, 269.720336914, 353.097106934, 269.351165771, 413.759216309, 286.314208984, 458.944030762, 285.403839111, -13.142765045, 66.976119995, 654.182434082, 50.776149750, 67.022468567, 664.493896484, 54673
4208.267578685, 307.323974609, 270.224426270, 352.466003418, 269.338470459, 413.393615723, 286.578247070, 458.686706543, 285.133728027, -12.814178467, 68.033782959, 659.293273926, 49.684509277, 66.535354614, 661.607299805, 54674
4208.284259253, 307.903381348, 269.818481445, 353.084564209, 269.166931152, 413.874694824, 286.361755371, 458.857116699, 285.449218750, -12.028713226, 67.681045532, 660.038818359, 50.800106049, 66.982391357, 665.046386719, 54675
4208.300939820, 307.620483398, 270.091186523, 352.839904785, 269.240051270, 413.354583740, 286.596130371, 458.499633789, 285.372711182, -12.453491211, 68.218925476, 661.839111328, 50.524330139, 67.066474915, 665.884887695, 54676
4208.317620387, 307.495361328, 270.028991699, 352.791503906, 269.380279541, 413.610595703, 286.190429688, 458.971130371, 285.241485596, -12.569836617, 67.595939636, 658.952514648, 50.160133362, 66.672332764, 661.950988770, 54677
4208.334300954, 307.483825684, 269.953125000, 352.834320068, 269.204895020, 413.787109375, 286.369934082, 458.813598633, 285.532501221, -12.560133934, 67.519699097, 657.527343750, 50.331100464, 66.905220032, 663.454040527, 54678
4208.350981521, 307.625610352, 269.906250000, 353.049041748, 269.224822998, 413.806213379, 286.519653320, 458.855316162, 285.254913330, -12.383359909, 67.686027527, 658.449096680, 50.732681274, 66.862022400, 664.792114258, 54679
4208.367662088, 307.970397949, 270.081665039, 352.586029053, 269.403961182, 413.501403809, 286.591125488, 459.017272949, 285.397308350, -11.996558189, 68.371147156, 663.403198242, 49.731006622, 66.602188110, 660.040039062, 54680
4208.384342655, 307.521057129, 269.980529785, 352.774627686, 269.253326416, 413.751892090, 286.476501465, 458.729583740, 285.338317871, -12.519689560, 67.668464661, 658.072753906, 50.263500214, 66.823196411, 663.637023926, 54681
4208.401023222, 307.413146973, 269.955322266, 352.927001953, 269.376312256, 413.491394043, 286.365234375, 458.834228516, 285.385772705, -12.690032005, 67.693443298, 659.218078613, 50.504104614, 66.979820251, 664.020751953, 54682
4208.417703790, 307.341552734, 270.214172363, 352.839843750, 269.521667480, 413.474304199, 286.484375000, 458.680175781, 285.507507324, -12.780195236, 67.912597656, 658.819641113, 50.421161652, 67.217018127, 664.525939941, 54683
4208.434384357, 307.345642090, 270.105529785, 352.960998535, 269.371185303, 413.641784668, 286.515075684, 458.866333008, 285.381622314, -12.751454353, 67.730216980, 657.582092285, 50.552635193, 66.975044250, 664.038330078, 54684
4208.451064924, 307.760620117, 270.125793457, 352.818847656, 269.231262207, 413.605346680, 286.363250732, 458.850830078, 285.522857666, -12.242183685, 67.995544434, 661.013488770, 50.279567719, 66.876235962, 663.055603027, 54685
4208.467745491, 307.739746094, 270.051147461, 352.713623047, 269.277862549, 413.704101562, 286.352111816, 458.856872559, 285.413787842, -12.254575729, 67.841575623, 660.101013184, 50.070541382, 66.747177124, 662.209106445, 54686
4208.484305027, 307.846984863, 269.870605469, 352.775329590, 269.294586182, 413.748962402, 286.522949219, 459.000610352, 285.394012451, -12.116940498, 67.882652283, 660.560913086, 50.109912872, 66.682640076, 661.598937988, 54687
4208.500978641, 307.651428223, 269.987670898, 352.606536865, 269.265747070, 413.213806152, 286.414123535, 458.816619873, 285.356658936, -12.434667587, 68.156875610, 663.146240234, 49.883861542, 66.647361755, 661.694763184, 54688
4208.517652255, 307.557861328, 270.149230957, 353.167114258, 269.322692871, 413.732849121, 286.269104004, 459.091003418, 285.438171387, -12.474871635, 67.687179565, 658.511962891, 50.828807831, 66.967239380, 663.915588379, 54689
4208.534325869, 307.269531250, 269.984741211, 353.200927734, 269.275421143, 413.848571777, 286.430786133, 458.540222168, 285.373992920, -12.815003395, 67.368438721, 655.454772949, 51.217700958, 67.344223022, 668.375549316, 54690
4208.550999483, 307.595458984, 270.205932617, 352.551696777, 269.323791504, 414.055023193, 286.289123535, 458.999206543, 285.386688232, -12.382531166, 67.518592834, 656.381652832, 49.673702240, 66.526519775, 659.910278320, 54691
4208.567673097, 307.632385254, 270.027404785, 352.922424316, 269.428161621, 413.753509521, 286.752136230, 458.461761475, 285.542083740, -12.383125305, 67.976661682, 658.900573730, 50.709884644, 67.410362244, 666.821044922, 54692
4208.584346711, 307.520446777, 269.941284180, 352.920532227, 269.296234131, 413.587158203, 286.273498535, 458.942993164, 285.482421875, -12.543122292, 67.629974365, 659.311340332, 50.427509308, 66.901672363, 663.142211914, 54693
4208.601020325, 307.709228516, 269.998107910, 352.996093750, 269.365447998, 413.800476074, 286.647277832, 458.484954834, 285.337249756, -12.280855179, 67.907920837, 659.129882812, 50.843528748, 67.263839722, 667.213562012, 54694
4208.617693939, 308.109252930, 269.896942139, 353.074584961, 269.291320801, 413.522888184, 286.298339844, 459.055908203, 285.304168701, -11.818948746, 68.132621765, 664.301513672, 50.667198181, 66.807754517, 663.471069336, 54695
4208.634367553, 307.639160156, 270.098937988, 352.711181641, 269.210113525, 413.664886475, 286.496337891, 458.812683105, 285.482208252, -12.385466576, 67.925590515, 659.632263184, 50.089973450, 66.779197693, 662.518920898, 54696
4208.651041167, 307.447570801, 269.956054688, 353.116882324, 269.394744873, 413.753479004, 286.222351074, 458.939331055, 285.222503662, -12.608824730, 67.418373108, 657.509765625, 50.819572449, 66.946495056, 664.686462402, 54697
4208.667714781, 307.510803223, 270.146728516, 353.146728516, 269.396697998, 413.698822021, 286.627075195, 458.854980469, 285.580841064, -12.539934158, 67.920883179, 658.402770996, 50.925186157, 67.284927368, 665.553527832, 54698
4208.684388395, 307.645690918, 270.269348145, 352.905212402, 269.305969238, 413.604675293, 286.650634766, 458.777923584, 285.478607178, -12.385892868, 68.203178406, 660.145874023, 50.492416382, 67.021400452, 664.274963379, 54699
4208.701062009, 307.626098633, 270.060485840, 352.887695312, 269.328338623, 413.967651367, 286.420471191, 458.827087402, 285.315887451, -12.358554840, 67.599571228, 657.253295898, 50.430873871, 66.872856140, 663.771118164, 54700
4208.717735623, 307.998901367, 270.000915527, 352.951293945, 269.453338623, 413.559753418, 286.410583496, 458.591522217, 285.361877441, -11.952244759, 68.166076660, 663.175048828, 50.693191528, 67.224449158, 666.057495117, 54701
4208.734409237, 307.521728516, 270.181945801, 352.739959717, 269.432159424, 413.596923828, 286.283386230, 458.841979980, 285.315155029, -12.538919449, 67.797767639, 659.264587402, 50.132537842, 66.818634033, 662.532714844, 54702
4208.751082851, 307.753356934, 269.910278320, 353.001586914, 269.337554932, 413.480804443, 286.124816895, 458.962646484, 285.266754150, -12.268547058, 67.772796631, 661.894287109, 50.577686310, 66.829353333, 663.619934082, 54703
4208.767756465, 307.464660645, 269.967010498, 353.181030273, 269.382476807, 413.683654785, 286.634033203, 458.671875000, 285.491210938, -12.600077629, 67.776252747, 658.154418945, 51.100761414, 67.382469177, 667.216613770, 54704
4208.784430079, 307.677429199, 269.890625000, 352.919555664, 269.268127441, 413.957641602, 286.300170898, 458.997192383, 285.317413330, -12.296734810, 67.447029114, 657.706726074, 50.395408630, 66.725608826, 662.725769043, 54705
4208.801103693, 307.510833740, 270.078735352, 352.974700928, 269.284332275, 413.850341797, 286.498168945, 458.892700195, 285.292022705, -12.517830849, 67.666709900, 657.262756348, 50.564445496, 66.842636108, 663.939880371, 54706
4208.817777307, 307.636596680, 269.911804199, 352.849121094, 269.358795166, 413.750549316, 286.416748047, 458.879882812, 285.365875244, -12.377033234, 67.671348572, 658.954650879, 50.324481964, 66.857994080, 663.077148438, 54707
4208.834450921, 307.469482422, 270.177368164, 352.658447266, 269.202423096, 413.488952637, 286.325561523, 458.829345703, 285.324279785, -12.619362831, 67.867126465, 659.681640625, 49.978092194, 66.611259460, 661.991882324, 54708
4208.851124535, 307.421264648, 269.835998535, 353.207489014, 269.361602783, 413.547424316, 286.391784668, 459.040527344, 285.164855957, -12.672653198, 67.591171265, 658.847778320, 50.940162659, 66.875778198, 664.614257812, 54709
4208.867800479, 307.549255371, 270.317321777, 352.906494141, 269.305755615, 413.710571289, 286.777221680, 458.758544922, 285.597686768, -12.490685463, 68.163787842, 658.614379883, 50.505287170, 67.119674683, 664.430419922, 54710
4208.884481046, 308.132812500, 269.761474609, 353.182434082, 269.223846436, 413.514831543, 286.422973633, 458.917602539, 285.275024414, -11.791920662, 68.149070740, 664.531921387, 50.960323334, 66.931114197, 665.346130371, 54711
4208.901161613, 307.587219238, 270.182556152, 352.795654297, 269.235565186, 413.703796387, 286.270568848, 458.940307617, 285.315155029, -12.442535400, 67.757179260, 658.955810547, 50.184295654, 66.649078369, 662.205688477, 54712
4208.917842180, 307.895141602, 269.941040039, 352.917816162, 269.285491943, 413.523010254, 286.386779785, 458.893280029, 285.176666260, -12.087193489, 68.054267883, 662.655029297, 50.452804565, 66.719062805, 663.500427246, 54713
4208.934522747, 307.538330078, 270.248016357, 352.828125000, 269.363830566, 413.099121094, 286.484588623, 458.686370850, 285.418762207, -12.590973854, 68.388916016, 663.170532227, 50.393947601, 67.031166077, 664.380798340, 54714
4208.951203315, 307.598754883, 269.764953613, 353.186035156, 269.262268066, 413.361755371, 286.438354492, 458.727966309, 285.358612061, -12.480292320, 67.859077454, 661.598388672, 51.077907562, 67.166069031, 666.821166992, 54715
4208.967883882, 307.875732422, 270.181396484, 352.874359131, 269.351287842, 413.817626953, 286.329803467, 459.165527344, 285.529022217, -12.068889618, 67.935180664, 660.287353516, 50.209487915, 66.765266418, 661.115539551, 54716
4208.984564449, 308.175720215, 270.095275879, 353.465667725, 269.438323975, 413.923339844, 286.359069824, 458.698486328, 285.334259033, -11.680744171, 68.049339294, 661.768310547, 51.654296875, 67.516456604, 669.231567383, 54717
4209.001245016, 307.781372070, 270.099975586, 352.859436035, 269.469329834, 413.402191162, 286.266174316, 459.175292969, 285.481384277, -12.244526863, 68.087402344, 662.718139648, 50.175868988, 66.795608521, 660.935852051, 54718
4209.017925583, 307.627807617, 269.957153320, 353.159271240, 269.254058838, 413.438079834, 286.646057129, 458.762054443, 285.487731934, -12.433449745, 68.099472046, 661.249572754, 51.003864288, 67.202438354, 666.351684570, 54719
4209.034606150, 307.625122070, 270.080566406, 353.152923584, 269.242218018, 413.627532959, 286.445617676, 458.976684570, 285.411865234, -12.407980919, 67.896163940, 659.807739258, 50.866706848, 66.970046997, 664.669189453, 54720
