CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
1126934.2756, 50.1830, -8.3520, 496.4792, 0.3425, -0.0250, 0.0360, 50.1830, -8.3520, 496.4792, 0.3425, -0.0250, 0.0360, 1599
1126934.2923, 49.9639, -8.5500, 497.2674, 0.3510, -0.0259, 0.0345, 49.9639, -8.5500, 497.2674, 0.3510, -0.0259, 0.0345, 1600
1126934.3090, 49.7012, -8.0317, 494.3277, 0.3468, -0.0371, 0.0341, 49.7012, -8.0317, 494.3277, 0.3468, -0.0371, 0.0341, 1601
1126934.3257, 49.7483, -8.3100, 495.4157, 0.3515, -0.0229, 0.0358, 49.7483, -8.3100, 495.4157, 0.3515, -0.0229, 0.0358, 1602
1126934.3423, 50.7218, -8.1855, 497.8532, 0.3300, -0.0206, 0.0368, 50.7218, -8.1855, 497.8532, 0.3300, -0.0206, 0.0368, 1603
1126934.3590, 50.2120, -8.0675, 496.4335, 0.3354, -0.0299, 0.0372, 50.2120, -8.0675, 496.4335, 0.3354, -0.0299, 0.0372, 1604
1126934.3757, 50.3569, -7.8522, 498.7305, 0.3318, -0.0243, 0.0385, 50.3569, -7.8522, 498.7305, 0.3318, -0.0243, 0.0385, 1605
1126934.3924, 50.3858, -7.7152, 498.4686, 0.3363, -0.0259, 0.0357, 50.3858, -7.7152, 498.4686, 0.3363, -0.0259, 0.0357, 1606
1126934.4090, 50.1034, -7.9404, 498.9627, 0.3427, -0.0201, 0.0374, 50.1034, -7.9404, 498.9627, 0.3427, -0.0201, 0.0374, 1607
1126934.4257, 50.2762, -7.8038, 497.6400, 0.3279, -0.0239, 0.0368, 50.2762, -7.8038, 497.6400, 0.3279, -0.0239, 0.0368, 1608
1126934.4424, 49.8762, -7.9638, 497.0147, 0.3276, -0.0215, 0.0383, 49.8762, -7.9638, 497.0147, 0.3276, -0.0215, 0.0383, 1609
1126934.4591, 49.8470, -7.9975, 494.6801, 0.3379, -0.0273, 0.0340, 49.8470, -7.9975, 494.6801, 0.3379, -0.0273, 0.0340, 1610
1126934.4757, 49.6598, -8.1477, 496.7505, 0.3426, -0.0251, 0.0345, 49.6598, -8.1477, 496.7505, 0.3426, -0.0251, 0.0345, 1611
1126934.4924, 49.4333, -7.9214, 494.1851, 0.3466, -0.0237, 0.0365, 49.4333, -7.9214, 494.1851, 0.3466, -0.0237, 0.0365, 1612
1126934.5091, 49.6977, -7.7570, 496.2049, 0.3400, -0.0234, 0.0327, 49.6977, -7.7570, 496.2049, 0.3400, -0.0234, 0.0327, 1613
1126934.5258, 49.8608, -7.6912, 496.4117, 0.3651, -0.0266, 0.0352, 49.8608, -7.6912, 496.4117, 0.3651, -0.0266, 0.0352, 1614
