frameCounter, trackingStatus, timeLogged, frameNumber
544,2,1126934.2954, 1599
545,2,1126934.3118, 1600
546,2,1126934.3271, 1601
547,2,1126934.3449, 1602
548,2,1126934.3591, 1603
549,2,1126934.3750, 1604
550,2,1126934.3907, 1605
551,2,1126934.4068, 1606
552,2,1126934.4231, 1607
553,2,1126934.4393, 1608
554,2,1126934.4549, 1609
555,2,1126934.4712, 1610
556,2,1126934.4879, 1611
557,2,1126934.5026, 1612
558,2,1126934.5192, 1613
559,2,1126934.5347, 1614
560,2,1126934.5519, 1615
561,2,1126934.5667, 1616
562,2,1126934.5990, 1617
563,2,1126934.6151, 1618
564,2,1126934.6311, 1619
565,2,1126934.6476, 1620
566,2,1126934.6629, 1621
567,2,1126934.6791, 1622
568,2,1126934.6951, 1623
569,2,1126934.7109, 1624
570,2,1126934.7271, 1625
571,2,1126934.7428, 1626
572,2,1126934.7593, 1627
573,2,1126934.7754, 1628
574,2,1126934.7913, 1629
575,2,1126934.8073, 1630
576,2,1126934.8228, 1631
577,2,1126934.8394, 1632
578,2,1126934.8564, 1633
579,2,1126934.8718, 1634
580,2,1126934.8882, 1635
581,2,1126934.9030, 1636
582,2,1126934.9192, 1637
583,2,1126934.9351, 1638
584,2,1126934.9511, 1639
585,2,1126934.9683, 1640
586,2,1126934.9991, 1641
587,2,1126935.0152, 1642
588,2,1126935.0307, 1643
589,2,1126935.0471, 1644
590,2,1126935.0643, 1645
591,2,1126935.0789, 1646
592,2,1126935.0948, 1647
593,2,1126935.1109, 1648
594,2,1126935.1270, 1649
595,2,1126935.1433, 1650
596,2,1126935.1593, 1651
597,2,1126935.1749, 1652
598,2,1126935.1913, 1653
599,2,1126935.2076, 1654
600,2,1126935.2255, 1655
601,2,1126935.2388, 1656
602,2,1126935.2550, 1657
603,2,1126935.2723, 1658
604,2,1126935.2879, 1659
605,2,1126935.3030, 1660
606,2,1126935.3186, 1661
607,2,1126935.3346, 1662
608,2,1126935.3509, 1663
609,2,1126935.3828, 1664
610,2,1126935.3989, 1665
611,2,1126935.4150, 1666
612,2,1126935.4310, 1667
613,2,1126935.4467, 1668
614,2,1126935.4630, 1669
615,2,1126935.4793, 1670
616,2,1126935.4953, 1671
617,2,1126935.5112, 1672
618,2,1126935.5269, 1673
619,2,1126935.5430, 1674
620,2,1126935.5587, 1675
621,2,1126935.5746, 1676
622,2,1126935.5909, 1677
