CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
1126934.275646415, 221.034591675, 170.384063721, 285.299163818, 172.434631348, 360.612548828, 187.106613159, 423.450775146, 188.214965820, -95.125938416, -50.427520752, 477.135589600, -31.644601822, -49.446205139, 481.485382080, 1599
1126934.292320029, 221.239837646, 170.619537354, 285.478942871, 172.332916260, 360.351196289, 187.077682495, 423.089965820, 188.082580566, -95.169967651, -50.463378906, 477.449066162, -31.644998550, -49.476692200, 481.638824463, 1600
1126934.308993643, 221.182556152, 170.364883423, 285.232971191, 172.702133179, 360.190979004, 187.255706787, 423.235443115, 188.356475830, -95.174766541, -50.479984283, 477.552093506, -31.639760971, -49.459903717, 481.622314453, 1601
1126934.325667257, 221.228149414, 170.517135620, 285.125793457, 172.400360107, 360.312988281, 187.071685791, 423.205810547, 188.136901855, -95.178779602, -50.493892670, 477.770812988, -31.634782791, -49.463836670, 481.563323975, 1602
1126934.342340871, 221.611694336, 170.515075684, 285.815032959, 172.743011475, 361.005950928, 187.374679565, 423.791931152, 188.474945068, -95.129234314, -50.506664276, 477.746429443, -31.579002380, -49.437057495, 481.602111816, 1603
1126934.359014485, 221.500411987, 170.929244995, 285.439727783, 172.850891113, 360.594573975, 187.249679565, 423.482788086, 188.595611572, -95.107162476, -50.496810913, 477.755889893, -31.571973801, -49.394039154, 481.496704102, 1604
1126934.375688099, 221.337860107, 170.987426758, 285.039855957, 173.176605225, 360.805114746, 187.656829834, 423.248291016, 188.906188965, -95.078994751, -50.497612000, 477.755371094, -31.591014862, -49.321792603, 481.332763672, 1605
1126934.392361713, 221.778045654, 171.245773315, 285.424530029, 172.977340698, 360.677368164, 187.919128418, 423.309265137, 188.980407715, -95.055236816, -50.450805664, 477.790740967, -31.583528519, -49.299129486, 481.367797852, 1606
1126934.409035327, 221.242034912, 171.177276611, 285.266143799, 172.943359375, 360.514465332, 187.673019409, 422.994995117, 188.843200684, -95.057449341, -50.430919647, 477.864318848, -31.588613510, -49.275268555, 481.502685547, 1607
1126934.425708941, 221.212265015, 170.777496338, 285.209777832, 172.699157715, 360.572692871, 187.661651611, 423.326538086, 188.849639893, -95.029090881, -50.427360535, 477.891174316, -31.569375992, -49.268081665, 481.537963867, 1608
1126934.442382555, 220.852218628, 170.908905029, 285.063934326, 172.603088379, 360.285278320, 187.363494873, 423.096313477, 188.655181885, -95.033287048, -50.408191681, 477.775085449, -31.586986542, -49.270957947, 481.581420898, 1609
1126934.459056169, 220.922821045, 170.812240601, 285.008087158, 172.484130859, 360.186767578, 187.274383545, 423.333740234, 188.390625000, -95.059257507, -50.418067932, 477.807830811, -31.593070984, -49.271446228, 481.478271484, 1610
1126934.475729783, 221.053955078, 170.692749023, 285.198974609, 172.845611572, 360.076538086, 187.376083374, 422.787963867, 188.429428101, -95.097145081, -50.417953491, 477.994354248, -31.616312027, -49.269077301, 481.668731689, 1611
1126934.492403397, 221.061035156, 170.876876831, 285.154174805, 172.838363647, 359.964965820, 187.340377808, 423.158447266, 188.531799316, -95.128982544, -50.409458160, 478.077575684, -31.636260986, -49.221401215, 481.549560547, 1612
1126934.509077011, 221.055221558, 170.857421875, 285.197296143, 172.592437744, 359.974456787, 187.823822021, 422.955322266, 188.661102295, -95.153862000, -50.372524261, 478.125518799, -31.650617599, -49.225589752, 481.647918701, 1613
1126934.525750625, 221.144378662, 171.051635742, 284.953643799, 172.520736694, 360.446228027, 187.920944214, 423.196533203, 188.806823730, -95.149986267, -50.310153961, 478.044464111, -31.666141510, -49.189643860, 481.582794189, 1614
1126934.542424239, 220.594894409, 171.385742188, 285.058166504, 172.717254639, 360.232116699, 187.610763550, 422.903503418, 188.926330566, -95.213973999, -50.255222321, 477.955352783, -31.729507446, -49.175228119, 481.610168457, 1615
1126934.559097853, 221.131195068, 171.546966553, 285.410949707, 173.222534180, 360.040161133, 188.524444580, 423.101287842, 189.391998291, -95.254035950, -50.177913666, 478.032775879, -31.734521866, -49.133281708, 481.743896484, 1616
1126934.575771468, 220.891326904, 171.477691650, 285.067443848, 173.085189819, 360.362365723, 188.126831055, 422.894042969, 189.111572266, -95.288406372, -50.129817963, 478.012908936, -31.740701675, -49.133350372, 481.850708008, 1617
1126934.592434785, 220.680587769, 171.290740967, 285.092010498, 172.937561035, 360.230712891, 188.069015503, 423.106811523, 189.240936279, -95.332015991, -50.092643738, 477.799102783, -31.761363983, -49.112625122, 481.803741455, 1618
1126934.609101452, 220.848358154, 171.284103394, 284.765686035, 172.923309326, 360.081115723, 187.759445190, 423.278259277, 188.998016357, -95.366111755, -50.079807281, 477.805084229, -31.785795212, -49.073856354, 481.530029297, 1619
1126934.625768119, 221.133026123, 171.166503906, 285.479736328, 172.804107666, 360.433349609, 187.525268555, 423.302124023, 188.617904663, -95.369575500, -50.074146271, 477.822540283, -31.762794495, -49.092010498, 481.626983643, 1620
1126934.642434785, 220.560348511, 170.829025269, 285.428802490, 172.803405762, 360.173217773, 187.298217773, 422.984497070, 188.683761597, -95.382369995, -50.080192566, 477.758026123, -31.744014740, -49.104820251, 481.781707764, 1621
1126934.659101452, 220.912216187, 170.939788818, 285.070129395, 172.734298706, 360.301513672, 187.448577881, 423.138122559, 188.810089111, -95.372779846, -50.069324493, 477.697113037, -31.744958878, -49.091514587, 481.848205566, 1622
1126934.675768118, 220.849044800, 171.082641602, 285.281036377, 172.666137695, 360.132324219, 187.637023926, 422.866455078, 188.618530273, -95.376052856, -50.042774200, 477.637023926, -31.738187790, -49.100658417, 481.874542236, 1623
1126934.692434785, 220.771591187, 171.524475098, 285.418151855, 173.064880371, 360.467956543, 188.169601440, 423.042236328, 188.999618530, -95.347213745, -49.954708099, 477.380889893, -31.723157883, -49.085178375, 482.009521484, 1624
1126934.709101452, 221.050216675, 171.957061768, 285.390899658, 173.124130249, 360.121704102, 187.867187500, 422.838500977, 189.211532593, -95.340232849, -49.903106689, 477.354461670, -31.713102341, -49.051063538, 482.136444092, 1625
1126934.725768118, 220.689941406, 171.393157959, 285.239318848, 173.386077881, 360.307739258, 188.203170776, 423.026947021, 189.261596680, -95.355972290, -49.863647461, 477.241882324, -31.699306488, -49.008274078, 482.280975342, 1626
1126934.742434785, 220.946273804, 171.567443848, 285.151702881, 173.142822266, 360.058471680, 187.769287109, 423.141967773, 189.098068237, -95.362373352, -49.867332458, 477.409973145, -31.689647675, -48.978149414, 482.228027344, 1627
1126934.759101451, 221.046997070, 170.940643311, 284.930480957, 172.779022217, 360.366577148, 187.710128784, 423.311950684, 188.808578491, -95.341644287, -49.909828186, 477.276000977, -31.714099884, -48.995216370, 481.996459961, 1628
