CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
3271.923332396, 3271.923332396, 1240, 3271.923332396, 3271.923332396, 1240, 3271.923332396, 0
3271.941869522, 3271.941869522, 1241, 3271.941869522, 3271.941869522, 1241, 3271.941869522, 1
3271.962205058, 3271.962205058, 1242, 3271.962205058, 3271.962205058, 1242, 3271.962205058, 2
3271.982540594, 3271.982540594, 1243, 3271.982540594, 3271.982540594, 1243, 3271.982540594, 3
3272.005713715, 3272.005713715, 1244, 3272.005713715, 3272.005713715, 1244, 3272.005713715, 4
3272.026184544, 3272.026184544, 1245, 3272.026184544, 3272.026184544, 1245, 3272.026184544, 5
3272.046655374, 3272.046655374, 1246, 3272.046655374, 3272.046655374, 1246, 3272.046655374, 6
3272.067126203, 3272.067126203, 1247, 3272.067126203, 3272.067126203, 1247, 3272.067126203, 7
3272.085858389, 3272.085858389, 1248, 3272.085858389, 3272.085858389, 1248, 3272.085858389, 8
3272.106276970, 3272.106276970, 1249, 3272.106276970, 3272.106276970, 1249, 3272.106276970, 9
3272.126695550, 3272.126695550, 1250, 3272.126695550, 3272.126695550, 1250, 3272.126695550, 10
3272.149595462, 3272.149595462, 1251, 3272.149595462, 3272.149595462, 1251, 3272.149595462, 11
3272.170150447, 3272.170150447, 1252, 3272.170150447, 3272.170150447, 1252, 3272.170150447, 12
3272.190705431, 3272.190705431, 1253, 3272.190705431, 3272.190705431, 1253, 3272.190705431, 13
3272.211260416, 3272.211260416, 1254, 3272.211260416, 3272.211260416, 1254, 3272.211260416, 14
3272.229842987, 3272.229842987, 1255, 3272.229842987, 3272.229842987, 1255, 3272.229842987, 15
3272.250261568, 3272.250261568, 1256, 3272.250261568, 3272.250261568, 1256, 3272.250261568, 16
3272.270680149, 3272.270680149, 1257, 3272.270680149, 3272.270680149, 1257, 3272.270680149, 17
3272.291098729, 3272.291098729, 1258, 3272.291098729, 3272.291098729, 1258, 3272.291098729, 18
3272.310247887, 3272.310247887, 1259, 3272.310247887, 3272.310247887, 1259, 3272.310247887, 19
3272.330614486, 3272.330614486, 1260, 3272.330614486, 3272.330614486, 1260, 3272.330614486, 20
3272.350981085, 3272.350981085, 1261, 3272.350981085, 3272.350981085, 1261, 3272.350981085, 21
3272.373927339, 3272.373927339, 1262, 3272.373927339, 3272.373927339, 1262, 3272.373927339, 22
3272.394429645, 3272.394429645, 1263, 3272.394429645, 3272.394429645, 1263, 3272.394429645, 23
3272.414931952, 3272.414931952, 1264, 3272.414931952, 3272.414931952, 1264, 3272.414931952, 24
3272.435434258, 3272.435434258, 1265, 3272.435434258, 3272.435434258, 1265, 3272.435434258, 25
3272.453916118, 3272.453916118, 1266, 3272.453916118, 3272.453916118, 1266, 3272.453916118, 26
3272.474282716, 3272.474282716, 1267, 3272.474282716, 3272.474282716, 1267, 3272.474282716, 27
3272.494649315, 3272.494649315, 1268, 3272.494649315, 3272.494649315, 1268, 3272.494649315, 28
3272.515015914, 3272.515015914, 1269, 3272.515015914, 3272.515015914, 1269, 3272.515015914, 29
3272.533829908, 3272.533829908, 1270, 3272.533829908, 3272.533829908, 1270, 3272.533829908, 30
3272.554144788, 3272.554144788, 1271, 3272.554144788, 3272.554144788, 1271, 3272.554144788, 31
3272.574459669, 3272.574459669, 1272, 3272.574459669, 3272.574459669, 1272, 3272.574459669, 32
3272.597834343, 3272.597834343, 1273, 3272.597834343, 3272.597834343, 1273, 3272.597834343, 33
3272.618284241, 3272.618284241, 1274, 3272.618284241, 3272.618284241, 1274, 3272.618284241, 34
3272.638734139, 3272.638734139, 1275, 3272.638734139, 3272.638734139, 1275, 3272.638734139, 35
3272.659184037, 3272.659184037, 1276, 3272.659184037, 3272.659184037, 1276, 3272.659184037, 36
3272.678194600, 3272.678194600, 1277, 3272.678194600, 3272.678194600, 1277, 3272.678194600, 37
3272.698592356, 3272.698592356, 1278, 3272.698592356, 3272.698592356, 1278, 3272.698592356, 38
3272.718990112, 3272.718990112, 1279, 3272.718990112, 3272.718990112, 1279, 3272.718990112, 39
3272.742040525, 3272.742040525, 1280, 3272.742040525, 3272.742040525, 1280, 3272.742040525, 40
3272.762574405, 3272.762574405, 1281, 3272.762574405, 3272.762574405, 1281, 3272.762574405, 41
3272.783108286, 3272.783108286, 1282, 3272.783108286, 3272.783108286, 1282, 3272.783108286, 42
3272.803642167, 3272.803642167, 1283, 3272.803642167, 3272.803642167, 1283, 3272.803642167, 43
3272.821917243, 3272.821917243, 1284, 3272.821917243, 3272.821917243, 1284, 3272.821917243, 44
3272.842314999, 3272.842314999, 1285, 3272.842314999, 3272.842314999, 1285, 3272.842314999, 45
3272.862712756, 3272.862712756, 1286, 3272.862712756, 3272.862712756, 1286, 3272.862712756, 46
3272.883110512, 3272.883110512, 1287, 3272.883110512, 3272.883110512, 1287, 3272.883110512, 47
3272.902180141, 3272.902180141, 1288, 3272.902180141, 3272.902180141, 1288, 3272.902180141, 48
3272.922526021, 3272.922526021, 1289, 3272.922526021, 3272.922526021, 1289, 3272.922526021, 49
3272.942871901, 3272.942871901, 1290, 3272.942871901, 3272.942871901, 1290, 3272.942871901, 50
3272.965739759, 3272.965739759, 1291, 3272.965739759, 3272.965739759, 1291, 3272.965739759, 51
3272.986221070, 3272.986221070, 1292, 3272.986221070, 3272.986221070, 1292, 3272.986221070, 52
3273.006702380, 3273.006702380, 1293, 3273.006702380, 3273.006702380, 1293, 3273.006702380, 53
3273.027183691, 3273.027183691, 1294, 3273.027183691, 3273.027183691, 1294, 3273.027183691, 54
3273.046013103, 3273.046013103, 1295, 3273.046013103, 3273.046013103, 1295, 3273.046013103, 55
3273.066442112, 3273.066442112, 1296, 3273.066442112, 3273.066442112, 1296, 3273.066442112, 56
3273.086871121, 3273.086871121, 1297, 3273.086871121, 3273.086871121, 1297, 3273.086871121, 57
3273.109745342, 3273.109745342, 1298, 3273.109745342, 3273.109745342, 1298, 3273.109745342, 58
3273.130310895, 3273.130310895, 1299, 3273.130310895, 3273.130310895, 1299, 3273.130310895, 59
3273.150876447, 3273.150876447, 1300, 3273.150876447, 3273.150876447, 1300, 3273.150876447, 60
3273.171442000, 3273.171442000, 1301, 3273.171442000, 3273.171442000, 1301, 3273.171442000, 61
