frameCounter, trackingStatus, timeLogged, frameNumber
1,2,3271.9483, 1240
2,2,3271.9649, 1241
3,2,3271.9806, 1242
4,2,3272.0122, 1243
5,2,3272.0278, 1244
6,2,3272.0436, 1245
7,2,3272.0601, 1246
8,2,3272.0920, 1247
9,2,3272.1084, 1248
10,2,3272.1240, 1249
11,2,3272.1396, 1250
12,2,3272.1719, 1251
13,2,3272.1888, 1252
14,2,3272.2059, 1253
15,2,3272.2357, 1254
16,2,3272.2516, 1255
17,2,3272.2682, 1256
18,2,3272.2840, 1257
19,2,3272.3161, 1258
20,2,3272.3321, 1259
21,2,3272.3477, 1260
22,2,3272.3802, 1261
23,2,3272.3973, 1262
24,2,3272.4120, 1263
25,2,3272.4281, 1264
26,2,3272.4605, 1265
27,2,3272.4762, 1266
28,2,3272.4922, 1267
29,2,3272.5082, 1268
30,2,3272.5398, 1269
31,2,3272.5560, 1270
32,2,3272.5718, 1271
33,2,3272.6039, 1272
34,2,3272.6211, 1273
35,2,3272.6360, 1274
36,2,3272.6520, 1275
37,2,3272.6841, 1276
38,2,3272.6999, 1277
39,2,3272.7168, 1278
40,2,3272.7483, 1279
41,2,3272.7640, 1280
42,2,3272.7802, 1281
43,2,3272.7965, 1282
44,2,3272.8279, 1283
45,2,3272.8441, 1284
46,2,3272.8600, 1285
47,2,3272.8763, 1286
48,2,3272.9079, 1287
49,2,3272.9239, 1288
50,2,3272.9415, 1289
51,2,3272.9730, 1290
52,2,3272.9881, 1291
53,2,3273.0042, 1292
54,2,3273.0200, 1293
55,2,3273.0522, 1294
56,2,3273.0680, 1295
57,2,3273.0839, 1296
58,2,3273.1159, 1297
59,2,3273.1322, 1298
60,2,3273.1481, 1299
61,2,3273.1666, 1300
62,2,3273.1961, 1301
63,2,3273.2122, 1302
64,2,3273.2283, 1303
65,2,3273.2439, 1304
66,2,3273.2763, 1305
67,2,3273.2917, 1306
68,2,3273.3083, 1307
69,2,3273.3397, 1308
70,2,3273.3560, 1309
71,2,3273.3720, 1310
72,2,3273.3883, 1311
73,2,3273.4196, 1312
74,2,3273.4364, 1313
75,2,3273.4519, 1314
76,2,3273.4842, 1315
77,2,3273.5000, 1316
78,2,3273.5164, 1317
79,2,3273.5316, 1318
80,2,3273.5641, 1319
81,2,3273.5797, 1320
82,2,3273.5961, 1321
83,2,3273.6117, 1322
84,2,3273.6438, 1323
85,2,3273.6596, 1324
86,2,3273.6760, 1325
87,2,3273.7081, 1326
88,2,3273.7240, 1327
89,2,3273.7400, 1328
90,2,3273.7572, 1329
91,2,3273.7883, 1330
92,2,3273.8037, 1331
93,2,3273.8212, 1332
94,2,3273.8520, 1333
95,2,3273.8680, 1334
96,2,3273.8841, 1335
97,2,3273.8998, 1336
98,2,3273.9317, 1337
99,2,3273.9482, 1338
100,2,3273.9638, 1339
101,2,3273.9799, 1340
102,2,3274.0121, 1341
103,2,3274.0276, 1342
104,2,3274.0444, 1343
105,2,3274.0764, 1344
106,2,3274.0918, 1345
107,2,3274.1083, 1346
108,2,3274.1241, 1347
109,2,3274.1566, 1348
110,2,3274.1733, 1349
111,2,3274.1882, 1350
112,2,3274.2046, 1351
113,2,3274.2360, 1352
114,2,3274.2519, 1353
115,2,3274.2724, 1354
116,2,3274.2999, 1355
117,2,3274.3158, 1356
118,2,3274.3317, 1357
119,2,3274.3480, 1358
120,2,3274.3811, 1359
121,2,3274.3960, 1360
122,2,3274.4123, 1361
123,2,3274.4441, 1362
124,2,3274.4597, 1363
125,2,3274.4756, 1364
126,2,3274.4922, 1365
127,2,3274.5241, 1366
128,2,3274.5399, 1367
129,2,3274.5559, 1368
130,2,3274.5720, 1369
131,2,3274.6043, 1370
132,2,3274.6203, 1371
133,2,3274.6363, 1372
134,2,3274.6683, 1373
135,2,3274.6840, 1374
136,2,3274.6999, 1375
137,2,3274.7170, 1376
138,2,3274.7479, 1377
139,2,3274.7646, 1378
140,2,3274.7800, 1379
141,2,3274.8129, 1380
142,2,3274.8278, 1381
143,2,3274.8441, 1382
144,2,3274.8597, 1383
145,2,3274.8918, 1384
146,2,3274.9079, 1385
147,2,3274.9254, 1386
148,2,3274.9400, 1387
149,2,3274.9724, 1388
150,2,3274.9879, 1389
151,2,3275.0040, 1390
152,2,3275.0358, 1391
153,2,3275.0521, 1392
154,2,3275.0681, 1393
155,2,3275.0841, 1394
156,2,3275.1163, 1395
157,2,3275.1316, 1396
158,2,3275.1479, 1397
159,2,3275.1799, 1398
160,2,3275.1958, 1399
161,2,3275.2118, 1400
162,2,3275.2281, 1401
163,2,3275.2600, 1402
164,2,3275.2761, 1403
165,2,3275.2922, 1404
166,2,3275.3083, 1405
167,2,3275.3401, 1406
168,2,3275.3557, 1407
169,2,3275.3723, 1408
170,2,3275.4051, 1409
171,2,3275.4204, 1410
172,2,3275.4360, 1411
173,2,3275.4518, 1412
174,2,3275.4853, 1413
175,2,3275.5003, 1414
176,2,3275.5164, 1415
177,2,3275.5478, 1416
178,2,3275.5639, 1417
179,2,3275.5801, 1418
180,2,3275.5956, 1419
181,2,3275.6281, 1420
182,2,3275.6438, 1421
183,2,3275.6604, 1422
184,2,3275.6760, 1423
