CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
3271.9233, 30.1574, 119.5746, 721.1298, 0.1080, -0.0122, -0.0056, 30.1574, 119.5746, 721.1298, 0.1080, -0.0122, -0.0056, 1240
3271.9419, 30.4507, 120.2779, 728.7698, 0.1051, 0.0136, 0.0028, 30.4507, 120.2779, 728.7698, 0.1051, 0.0136, 0.0028, 1241
3271.9622, 30.7695, 120.4418, 727.6605, 0.0995, -0.0236, -0.0104, 30.7695, 120.4418, 727.6605, 0.0995, -0.0236, -0.0104, 1242
3271.9825, 31.5184, 121.9771, 738.4800, 0.0797, -0.0127, -0.0064, 31.5184, 121.9771, 738.4800, 0.0797, -0.0127, -0.0064, 1243
3272.0057, 31.9216, 122.1726, 737.0174, 0.0752, 0.0117, -0.0244, 31.9216, 122.1726, 737.0174, 0.0752, 0.0117, -0.0244, 1244
3272.0262, 30.4635, 119.5079, 718.4755, 0.0560, 0.0054, -0.0150, 30.4635, 119.5079, 718.4755, 0.0560, 0.0054, -0.0150, 1245
3272.0467, 29.8329, 120.0884, 723.6323, 0.0739, -0.0075, -0.0082, 29.8329, 120.0884, 723.6323, 0.0739, -0.0075, -0.0082, 1246
3272.0671, 31.0021, 121.7398, 734.3044, 0.0331, 0.0148, -0.0172, 31.0021, 121.7398, 734.3044, 0.0331, 0.0148, -0.0172, 1247
3272.0859, 29.7232, 120.0772, 723.3773, 0.0648, -0.0015, -0.0135, 29.7232, 120.0772, 723.3773, 0.0648, -0.0015, -0.0135, 1248
3272.1063, 28.7662, 116.6223, 699.0068, 0.0689, -0.0062, -0.0185, 28.7662, 116.6223, 699.0068, 0.0689, -0.0062, -0.0185, 1249
3272.1267, 30.7446, 120.0402, 722.6993, 0.0443, 0.0116, -0.0211, 30.7446, 120.0402, 722.6993, 0.0443, 0.0116, -0.0211, 1250
3272.1496, 31.6336, 121.0082, 731.5696, 0.0584, 0.0148, -0.0157, 31.6336, 121.0082, 731.5696, 0.0584, 0.0148, -0.0157, 1251
3272.1702, 30.0605, 120.1618, 722.7649, 0.0294, 0.0248, -0.0096, 30.0605, 120.1618, 722.7649, 0.0294, 0.0248, -0.0096, 1252
3272.1907, 30.3971, 120.1882, 728.4493, 0.1074, -0.0100, -0.0075, 30.3971, 120.1882, 728.4493, 0.1074, -0.0100, -0.0075, 1253
3272.2113, 31.0038, 121.4281, 733.9060, 0.0392, -0.0056, -0.0170, 31.0038, 121.4281, 733.9060, 0.0392, -0.0056, -0.0170, 1254
3272.2298, 30.9455, 121.5449, 735.9240, 0.0434, 0.0212, -0.0081, 30.9455, 121.5449, 735.9240, 0.0434, 0.0212, -0.0081, 1255
3272.2503, 30.6854, 120.2916, 726.6860, 0.0557, -0.0368, -0.0098, 30.6854, 120.2916, 726.6860, 0.0557, -0.0368, -0.0098, 1256
3272.2707, 30.1780, 120.7737, 725.4600, -0.0160, 0.0297, -0.0197, 30.1780, 120.7737, 725.4600, -0.0160, 0.0297, -0.0197, 1257
3272.2911, 29.4432, 118.4606, 714.0903, 0.0487, -0.0109, 0.0019, 29.4432, 118.4606, 714.0903, 0.0487, -0.0109, 0.0019, 1258
3272.3102, 30.7196, 120.1641, 725.4987, 0.0639, 0.0002, -0.0221, 30.7196, 120.1641, 725.4987, 0.0639, 0.0002, -0.0221, 1259
3272.3306, 29.6116, 119.8476, 725.3227, 0.0741, 0.0036, -0.0149, 29.6116, 119.8476, 725.3227, 0.0741, 0.0036, -0.0149, 1260
3272.3510, 30.3940, 120.5922, 727.4247, 0.0692, 0.0190, -0.0105, 30.3940, 120.5922, 727.4247, 0.0692, 0.0190, -0.0105, 1261
3272.3739, 31.3532, 121.3648, 734.6589, 0.0910, -0.0002, -0.0114, 31.3532, 121.3648, 734.6589, 0.0910, -0.0002, -0.0114, 1262
3272.3944, 30.8832, 120.5984, 725.2822, 0.0237, 0.0040, -0.0155, 30.8832, 120.5984, 725.2822, 0.0237, 0.0040, -0.0155, 1263
3272.4149, 30.9549, 121.5476, 735.3856, 0.0596, 0.0182, -0.0080, 30.9549, 121.5476, 735.3856, 0.0596, 0.0182, -0.0080, 1264
3272.4354, 31.0182, 120.4985, 726.5457, 0.0616, -0.0031, -0.0091, 31.0182, 120.4985, 726.5457, 0.0616, -0.0031, -0.0091, 1265
3272.4539, 30.8902, 120.9538, 727.5125, 0.0378, 0.0062, -0.0187, 30.8902, 120.9538, 727.5125, 0.0378, 0.0062, -0.0187, 1266
3272.4743, 30.0594, 119.5850, 718.9098, 0.0475, 0.0070, -0.0246, 30.0594, 119.5850, 718.9098, 0.0475, 0.0070, -0.0246, 1267
3272.4946, 30.8375, 119.8304, 722.1721, 0.0305, -0.0051, -0.0206, 30.8375, 119.8304, 722.1721, 0.0305, -0.0051, -0.0206, 1268
3272.5150, 31.9963, 122.4452, 746.0740, 0.0549, 0.0255, -0.0186, 31.9963, 122.4452, 746.0740, 0.0549, 0.0255, -0.0186, 1269
3272.5338, 31.1705, 121.3578, 735.4559, 0.0216, 0.0098, -0.0048, 31.1705, 121.3578, 735.4559, 0.0216, 0.0098, -0.0048, 1270
3272.5541, 30.2046, 119.5322, 718.2173, 0.0218, 0.0134, -0.0165, 30.2046, 119.5322, 718.2173, 0.0218, 0.0134, -0.0165, 1271
3272.5745, 30.0148, 118.9227, 712.9193, 0.0757, -0.0075, -0.0143, 30.0148, 118.9227, 712.9193, 0.0757, -0.0075, -0.0143, 1272
3272.5978, 30.0969, 119.7093, 721.0861, 0.0799, -0.0029, -0.0152, 30.0969, 119.7093, 721.0861, 0.0799, -0.0029, -0.0152, 1273
3272.6183, 30.5695, 120.4740, 727.7471, 0.0924, -0.0031, -0.0056, 30.5695, 120.4740, 727.7471, 0.0924, -0.0031, -0.0056, 1274
3272.6387, 30.0297, 119.9472, 721.9943, 0.0817, -0.0163, -0.0115, 30.0297, 119.9472, 721.9943, 0.0817, -0.0163, -0.0115, 1275
3272.6592, 30.2735, 120.6353, 725.9195, 0.0664, 0.0056, -0.0133, 30.2735, 120.6353, 725.9195, 0.0664, 0.0056, -0.0133, 1276
3272.6782, 29.9960, 120.7995, 730.4195, 0.0789, -0.0398, -0.0066, 29.9960, 120.7995, 730.4195, 0.0789, -0.0398, -0.0066, 1277
3272.6986, 30.2738, 119.5083, 716.2541, 0.0245, -0.0205, -0.0138, 30.2738, 119.5083, 716.2541, 0.0245, -0.0205, -0.0138, 1278
