CaptureTime, Camera1HeadPosition.x, Camera1HeadPosition.y, Camera1HeadPosition.z, Camera1HeadOrientation.x, Camera1HeadOrientation.y, Camera1HeadOrientation.z, Camera2HeadPosition.x, Camera2HeadPosition.y, Camera2HeadPosition.z, Camera2HeadOrientation.x, Camera2HeadOrientation.y, Camera2HeadOrientation.z, frameNumber
3483.1620, 148.0090, 122.9434, 741.7040, 0.0715, 0.0180, -0.0121, 148.0090, 122.9434, 741.7040, 0.0715, 0.0180, -0.0121, 11577
3483.1825, 145.6509, 122.0643, 729.9429, 0.0197, 0.0730, -0.0114, 145.6509, 122.0643, 729.9429, 0.0197, 0.0730, -0.0114, 11578
3483.2030, 147.7739, 123.0035, 736.2501, -0.0183, 0.0201, -0.0113, 147.7739, 123.0035, 736.2501, -0.0183, 0.0201, -0.0113, 11579
3483.2214, 141.4372, 119.6526, 714.4918, 0.0165, 0.0497, -0.0198, 141.4372, 119.6526, 714.4918, 0.0165, 0.0497, -0.0198, 11580
3483.2418, 146.6408, 121.8297, 734.3847, 0.0210, 0.0450, -0.0194, 146.6408, 121.8297, 734.3847, 0.0210, 0.0450, -0.0194, 11581
3483.2621, 146.4673, 122.1315, 737.8264, 0.0253, 0.0401, -0.0032, 146.4673, 122.1315, 737.8264, 0.0253, 0.0401, -0.0032, 11582
3483.2852, 144.3849, 120.8934, 726.0735, 0.0411, 0.0843, -0.0152, 144.3849, 120.8934, 726.0735, 0.0411, 0.0843, -0.0152, 11583
3483.3057, 141.7181, 118.9536, 712.9623, 0.0342, 0.0322, -0.0196, 141.7181, 118.9536, 712.9623, 0.0342, 0.0322, -0.0196, 11584
3483.3261, 148.9166, 122.5855, 744.8491, 0.0957, 0.0587, -0.0277, 148.9166, 122.5855, 744.8491, 0.0957, 0.0587, -0.0277, 11585
3483.3466, 146.4137, 121.5026, 732.3214, 0.0220, 0.0267, -0.0123, 146.4137, 121.5026, 732.3214, 0.0220, 0.0267, -0.0123, 11586
3483.3654, 147.6340, 122.1579, 736.6530, 0.0589, 0.0638, -0.0262, 147.6340, 122.1579, 736.6530, 0.0589, 0.0638, -0.0262, 11587
3483.3858, 148.1076, 122.7386, 738.9330, 0.0137, 0.0617, -0.0291, 148.1076, 122.7386, 738.9330, 0.0137, 0.0617, -0.0291, 11588
3483.4062, 145.6246, 121.2554, 729.0931, 0.0502, 0.0587, -0.0176, 145.6246, 121.2554, 729.0931, 0.0502, 0.0587, -0.0176, 11589
3483.4291, 146.1538, 122.0441, 730.1894, 0.0193, 0.0520, -0.0145, 146.1538, 122.0441, 730.1894, 0.0193, 0.0520, -0.0145, 11590
3483.4497, 144.1654, 121.3834, 727.5302, 0.0086, 0.0780, -0.0088, 144.1654, 121.3834, 727.5302, 0.0086, 0.0780, -0.0088, 11591
3483.4703, 144.7619, 121.8683, 729.8083, 0.0586, 0.0678, -0.0205, 144.7619, 121.8683, 729.8083, 0.0586, 0.0678, -0.0205, 11592
3483.4908, 143.0727, 120.1104, 720.9138, 0.0680, 0.0560, -0.0223, 143.0727, 120.1104, 720.9138, 0.0680, 0.0560, -0.0223, 11593
3483.5094, 145.0264, 121.0228, 728.4969, 0.0753, 0.0057, -0.0132, 145.0264, 121.0228, 728.4969, 0.0753, 0.0057, -0.0132, 11594
3483.5299, 147.9573, 122.2534, 739.1839, 0.0329, 0.0020, -0.0217, 147.9573, 122.2534, 739.1839, 0.0329, 0.0020, -0.0217, 11595
3483.5503, 144.5197, 120.2296, 724.1378, 0.0845, 0.0396, -0.0185, 144.5197, 120.2296, 724.1378, 0.0845, 0.0396, -0.0185, 11596
3483.5707, 146.3202, 121.8837, 732.7440, 0.0452, 0.0070, -0.0076, 146.3202, 121.8837, 732.7440, 0.0452, 0.0070, -0.0076, 11597
3483.5894, 144.2655, 120.6416, 725.2241, 0.0640, 0.0649, -0.0067, 144.2655, 120.6416, 725.2241, 0.0640, 0.0649, -0.0067, 11598
