CaptureTime, Camera1Left2D.x, Camera1Left2D.y, Camera1Right2D.x, Camera1Right2D.y, Camera2Left2D.x, Camera2Left2D.y, Camera2Right2D.x, Camera2Right2D.y, Left3D.x, Left3D.y, Left3D.z, Right3D.x, Right3D.y, Right3D.z, frameNumber
3483.162010210, 308.045837402, 270.215148926, 350.681579590, 268.902496338, 415.520080566, 286.376342773, 457.630462646, 285.591979980, -11.629395485, 66.805885315, 648.898864746, 46.809764862, 65.983482361, 655.963195801, 11577
3483.182481039, 308.503295898, 269.843627930, 351.450439453, 268.794708252, 414.708435059, 286.747497559, 458.362426758, 285.831970215, -11.171607018, 67.782699585, 658.295837402, 47.887409210, 66.105781555, 656.305603027, 11578
3483.202951868, 308.689880371, 269.596252441, 350.632171631, 268.541015625, 415.548400879, 286.738647461, 457.858032227, 286.002532959, -10.834722519, 67.099151611, 653.408874512, 46.590957642, 65.806266785, 653.891418457, 11579
3483.221431340, 308.679809570, 269.617309570, 351.122650146, 269.040069580, 412.872894287, 286.435729980, 457.826904297, 285.418579102, -11.185054779, 69.014755249, 673.791076660, 47.551170349, 66.147338867, 657.832275391, 11580
3483.241766876, 309.005249023, 269.745239258, 350.813446045, 268.932739258, 414.754211426, 286.341674805, 457.776214600, 285.192565918, -10.532715797, 67.794372559, 661.772583008, 46.987121582, 65.721786499, 655.880126953, 11581
3483.262102413, 307.880737305, 269.957336426, 351.393310547, 269.069213867, 414.619476318, 285.896545410, 457.541351318, 285.513427734, -11.951464653, 66.863540649, 654.304931641, 48.228279114, 66.658279419, 662.024658203, 11582
3483.285200850, 308.770019531, 270.257751465, 351.170227051, 269.598480225, 414.320190430, 286.395507812, 458.181396484, 285.276794434, -10.881140709, 68.346710205, 663.312194824, 47.457263947, 66.205055237, 655.595275879, 11583
3483.305671679, 308.757934570, 269.919616699, 351.276062012, 268.995880127, 413.512817383, 286.160461426, 458.092163086, 285.004486084, -10.999197006, 68.581520081, 669.424072266, 47.705478668, 65.749763489, 657.019348145, 11584
3483.326142508, 309.554443359, 270.149139404, 350.328704834, 268.858306885, 415.269866943, 286.376342773, 457.958984375, 284.810089111, -9.773295403, 68.129104614, 662.082946777, 45.975093842, 64.911811829, 650.932739258, 11585
3483.346613337, 307.635742188, 269.442932129, 351.687011719, 268.822723389, 414.919189453, 286.085998535, 458.027069092, 285.402221680, -12.215304375, 66.222503662, 650.229187012, 48.529899597, 66.265113831, 660.598205566, 11586
